EDRPOU,eotype,eolevel,teachstuff,nonteachstuff,teachstuffretage,pupils,classes,opex,opexplan,hub,year
24882461,rural,I-III,24,13,9,86,11,3974,4012.8541081462677,no,2019
23570237,rural,I-III,24,12,6,181,11,3919.7,3958.0232128084863,no,2019
24882542,rural,I-III,16,8,2,50,8,3023.4,3052.960017757782,no,2019
24882536,rural,I-III,24,11,3,97,11,4244.2,4285.695874633716,no,2019
24882571,rural,I-III,22,11,4,122,11,3836.2,3873.706826791825,no,2019
24882526,rural,I-III,26,9,5,92,11,3896.4,3934.4954068900647,no,2019
24882588,urban,I-III,51,21,9,585,27,11817.9,11933.444530614437,no,2019
24882370,rural,I-III,21,8,3,105,10,3577.5,3612.47749670188,no,2019
20616520,rural,I-III,25.05,16.875,2,60,10,4566.8,4790.5,no,2019
24223555,rural,I-III,58.35,36.25,2,301,21,11180.6,12401.3,yes,2019
20616602,rural,I-III,58.5,37.75,5,372,26,10819.4,11098.2,yes,2019
20616619,rural,I-III,43.15,31.625,3,224,16,8857.7,9094.5,yes,2019
20601247,rural,I-III,29.05,17.375,2,90,10,5456.1,6054.7,no,2019
24892931,urban,I-III,68,43.3,14,912,38,15400.9,17020.2,no,2019
24892948,rural,I-III,27.9,33.15,5,153,11,5146.65,6806.2,no,2019
24892954,rural,I-III,29.25,20.05,8,311,16,6241.5,6750.2,no,2019
24892859,rural,I-III,37.15,28.5,5,196,19,8052.36,8650,yes,2019
24892813,rural,I-III,39.4,47.95,7,218,19,7361.25,9552.9,yes,2019
24892888,rural,I-III,19.5,12.05,7,72,10,3690.4,4379,no,2019
24892925,urban,I-III,31,24.1,6,179,17,6882,7610,yes,2019
24892823,rural,I-III,17,16.05,4,121,9,4043.3,5209,no,2019
24892977,rural,I-III,22,14.05,5,118,11,4517.8,4870.2,no,2019
24892842,rural,I-III,26,16.3,7,113,11,3879.4,4418.2,no,2019
24892769,rural,I-III,24.5,17.8,2,208,11,5350.4,5579,no,2019
24892173,rural,I-III,22,20,1,119,11,5000.4,5069.9,no,2019
24891966,rural,I-III,19,13,3,71,9,3716.8,3843.7,no,2019
24891972,rural,I-III,21,23,3,134,14,5936.9,6721.1,yes,2019
24891995,rural,I-III,19,12,2,84,10,4233.7,4588.5,no,2019
24892032,rural,I-III,21,11,3,100,10,4090.3,4654.4,no,2019
24892017,rural,I-III,16,13,4,67,0,3194.3,3744.5,no,2019
24892078,rural,I-III,21,12,3,83,10,5000.7,4941.5,no,2019
24892109,rural,I-III,15,9,3,48,6,3069.9,3356.7,no,2019
24892061,rural,I-III,19,12,3,90,10,3847.5,4180.3,no,2019
24892181,rural,I-III,22,14,0,96,11,4728.1,4845.5,no,2019
24892055,rural,I-III,19,8,4,59,9,3296.7,3488.5,no,2019
24892144,rural,I-III,19,12,0,71,11,4485.2,4597.3,no,2019
24892115,urban,I-III,39,15,6,508,19,9029.5,8702,no,2019
24892121,urban,I-III,71,22,6,985,37,15648.6,15984.3,no,2019
24892138,urban,I-III,73,24,8,1071,39,17894,18131.5,no,2019
25300944,rural,I-III,20,26,3,133,9,6849.2,7418.4,no,2019
25299069,urban,I-III,55,34,21,532,24,14309,15708.2,no,2019
25299336,rural,I-III,19,18,4,169,11,6140.7,6760.7,no,2019
23570556,rural,I-III,38,40,9,366,21,11286.5,12347.1,no,2019
21684675,rural,I-III,30.75,19,6,162,11,5451.48234,6087.41748,no,2019
21668860,urban,I-III,48.3,39,12,370,19,9431.9146,11419.85797,no,2019
21668854,urban,I-III,34.5,19.75,11,351,15,8690.95144,7782.00892,no,2019
31429912,urban,I-III,21,20.5,6,169,8,5691.41118,5508.51013,no,2019
25300358,rural,I-III,29.5,17.75,5,187,11,6247.1,7804.6,no,2019
41879071,rural,I-III,26,20.5,6,243,12,9307.6,10045.2,no,2019
22207996,urban,I-III,124,73,11,1397,51,39090.61,44401,no,2019
41878455,rural,I-III,33,27,8,236,12,10198.48,13378.1,no,2019
25301292,rural,I-III,34,20,6,363,18,11220.2,12820.2,no,2019
41878172,rural,I-III,41,31,5,391,19,13675,16461.9,no,2019
25657764,rural,I-III,23,17,2,192,10,6759.2,7179.1,no,2019
41538160,rural,I-III,25,16,2,127,11,6017.3,7018.4,no,2019
25657729,rural,I-III,19,13,4,77,9,4906.8,5067.8,no,2019
25566501,rural,I-III,38,23,10,273,20,9968.4,12068.4,yes,2019
25566458,rural,I-III,32,19,12,319,17,8378.7,9598.7,no,2019
25303244,rural,I-III,20,9,3,139,11,4924.35,5713.5,no,2019
25566346,rural,I-III,21,12,6,74,10,4774.3,5216.5,no,2019
25295829,rural,I-III,22,11,3,71,10,4187.2,4740.6,no,2019
25566263,rural,I-III,21,17,1,126,11,4351.4,4879.6,no,2019
25566487,urban,I-III,70,42,32,552,22,16115.8,17459.2,yes,2019
25566493,urban,I-III,43,14,8,450,20,9343.3,10237.7,no,2019
25898120,urban,I-III,36,12,13,336,17,8335.76,9287.4,no,2019
24214875,urban,I-III,61,53,16,377,32,12123.39,13856.3307460981,yes,2019
24214881,urban,I-III,81,33,10,678,28,15170.4,16836.5625611421,yes,2019
24214912,urban,I-III,61,31,7,424,28,11106.1,12861.7009083676,yes,2019
24214906,urban,I-III,32,17,3,319,16,7120.3,8963.61179692691,no,2019
20601463,rural,I-III,26,13,7,136,11,5003.7,6893.58936397106,no,2019
25657617,rural,I-III,30,21,6,206,11,7097.9,7871.9,yes,2019
25657793,rural,I-III,24,15,2,81,10,4721.6,5494.3,no,2019
20619799,urban,I-III,50,22,5,796,32,13088.4,15807.4,no,2019
20619776,urban,I-III,60,18,9,822,31,14378,17323.2,no,2019
20583110,rural,I-III,33,35,7,255,17,10018.900000000001,11646.599999999999,yes,2019
20619718,rural,I-III,17,10,2,170,10,4297,5190.5,no,2019
20619641,rural,I-III,17,12,2,160,11,4621.8,5530.4,no,2019
25567038,rural,I-III,31,18,11,297,16,8053.1,9373.7,no,2019
20619724,rural,I-III,16,12,6,99,11,4069.8,4824.1,no,2019
20583280,rural,I-III,21,13,7,116,11,4630.1,5485.1,no,2019
25567802,rural,I-III,20,13,4,113,11,5138.8,6027.4,no,2019
21668676,urban,I-III,41,16,10,578,24,16468.8,12803.5,no,2019
21668765,urban,I-III,67,25,28,972,38,16223.1,20480.2,no,2019
21668736,rural,I-III,33,24,11,255,18,9970.9,10729.3,yes,2019
25300134,rural,I-III,52,46,6,282,16,13059.3,16328.726,yes,2019
25300192,rural,I-III,20,19,7,117,11,3746.3639999999996,1483.79,no,2019
25300223,rural,I-III,19,14,1,82,10,4219.286,5187.552,no,2019
25300246,rural,I-III,22,13,4,152,11,4711.183,7057.192,no,2019
25302251,urban,I-III,49.6,17,17,395,20,9871.1,11708.1,no,2019
35388833,urban,I-III,44.9,13,14,485,22,9136.8,10608,no,2019
25302274,urban,I-III,72.5,19.5,22,745,31,14446.9,16326.4,no,2019
25302280,rural,I-III,26.3,14.75,8,132,11,5161.6,5575.1,no,2019
20619670,rural,I-III,24,13,6,179,11,5369.8,6120.6,no,2019
25568150,rural,I-III,15,10,2,108,10,3693.5,4209.9,no,2019
20619687,rural,I-III,20,10,2,129,10,4411,5027.7,no,2019
22203092,urban,I-III,37,19,3,544,20,7945.3,9056.2,no,2019
22203086,urban,I-III,27,19,3,337,14,5592.7,6374.6,no,2019
22203079,urban,I-III,44,22,1,563,22,8570.8,9769.1,no,2019
24222751,urban,I-III,35,26,4,483,20,9901,11285.3,no,2019
21668848,rural,I-III,25,12,5,167,10,5244.6,6836.9,no,2019
19404579,rural,I-III,47,22,8,468,19,10444.677,13479.9,no,2019
26189957,urban,I-III,30,14,4,521,21,9280.74,10230.48,no,2019
20611906,urban,I-III,29,17,6,321,11,7980.5,8190.49,no,2019
25897592,urban,I-III,137.4,40,18,1406,53,9827.3,10132.52,no,2019
24884707,urban,I-III,116,28,24,1955,64,24197.06,34901.68,no,2019
22208965,urban,I-III,101,5,20,1488,49,24752.4,34917.73,no,2019
24889099,urban,I-III,37,12,11,359,12,9817.81,10321.65,no,2019
25302328,rural,I-III,21,13,8,122,11,4264,5300,no,2019
24211658,urban,I-III,38,21,5,497,20,9361.1,10120,no,2019
25658367,urban,I-III,46,18,12,665,22,11459.2,13964.2,no,2019
25658203,urban,I-III,26,13,3,346,13,6275.2,7743.7,no,2019
25658309,urban,I-III,105,46,29,1771,63,26226.9,32415.5,no,2019
25658261,urban,I-III,35,21,4,329,14,7561,9915.7,no,2019
34911818,urban,I-III,36,15,5,475,17,9020.8,10883.2,no,2019
25657959,urban,I-III,106,51,21,1749,63,28726.9,33360.4,no,2019
33142620,urban,II-III,28,28,4,259,8,5313.4,5939.2,no,2019
31774887,urban,I-III,58,48,9,722,26,13662.9,14134.1,no,2019
31775278,urban,I-III,31,27,1,344,12,6134.3,6669.6,no,2019
31079861,urban,I-III,61,31,14,768,26,11998.9,13086.5,no,2019
22217869,urban,I-III,79,45,9,946,34,16527.7,17583.1,no,2019
30948011,urban,I-III,83,31,11,911,34,16294.5,17427.3,no,2019
32791149,urban,I-III,77,38,11,1073,38,17395.4,17632.5,no,2019
24147423,urban,II-III,45,22,4,400,16,9211.9,9023.8,no,2019
31008303,urban,II-III,38,27,7,408,15,8199.1,8568.5,no,2019
24715293,urban,I-III,97,59,12,1084,37,20315.8,21932,no,2019
31703910,urban,I-III,63,26,7,758,26,12272,13159.7,no,2019
32504707,urban,I-III,91,45,15,1190,40,17196.7,18755.1,no,2019
30285684,urban,I-III,46,36,7,671,23,11336.2,12740.3,no,2019
30947992,urban,I-III,52,40,10,809,28,13727.6,14183.6,no,2019
33428884,urban,I-III,83,40,11,914,33,15706.2,16358.1,no,2019
23695861,urban,I-III,46,23,0,505,19,8383.3,9435.1,no,2019
13745701,urban,I-III,75,43,14,1234,39,18315.9,19315.6,no,2019
30707830,urban,I-III,90,38,11,1097,37,19620.5,21151.6,no,2019
31080002,urban,I-III,85,45,10,1112,37,16488.9,17517.1,no,2019
24149698,urban,I-III,64,36,6,800,27,14563,15423.8,no,2019
31400542,urban,I-III,25,19,4,219,9,4978.4,5093.6,no,2019
31703800,urban,I-III,65,30,9,962,32,13233.7,14611.3,no,2019
33428795,urban,I-III,93,40,17,885,32,16434.8,17522.8,no,2019
02136560,urban,I-III,79,43,8,691,23,21478.6,20080.6,no,2019
23227835,urban,I-III,68,36,6,714,26,12451.4,13979.5,no,2019
30707977,urban,I-III,77,43,5,1132,38,16042.3,17508.300000000003,no,2019
31703795,urban,I-III,160,54,20,1948,63,26062,29197.2,no,2019
30327446,urban,I-III,32,17,2,356,18,6818.8,7513.4,no,2019
30024853,urban,I-III,70,31,16,974,37,17873.6,19043.7,no,2019
30327451,urban,I-III,34,15,9,475,20,8749.2,9236.4,no,2019
30384829,urban,I-III,31,22,4,417,19,8034.8,8954.3,no,2019
33179451,urban,I-III,17,13,1,152,11,4403.3,4708,no,2019
22215356,urban,I-III,64,22,9,867,35,15011.7,16028,no,2019
23695559,urban,I-III,68,22,11,923,36,15976.5,16113.4,no,2019
24145677,urban,I-III,64,35,3,412,16,16374.4,16184,no,2019
24145720,urban,I-III,28,17,3,391,19,8176,7825.7,no,2019
24145750,urban,I-III,56,23,17,732,28,12157.1,12689.9,no,2019
24145766,urban,I-III,42,27,1,656,25,10131.1,11760.3,no,2019
32637378,urban,II-III,34,17,6,465,19,8145.7,9582.2,no,2019
24145772,urban,I-III,51,43,6,443,19,11278.8,11585.2,no,2019
24145815,urban,I-III,54,23,7,604,23,11030.1,17714.6,no,2019
30282217,urban,I-III,21,12,4,177,11,4540.1,3658,no,2019
24145826,urban,I-III,95,48,14,1355,46,21251,22828.9,no,2019
24145832,urban,I-III,46,35,5,540,24,11580.3,12862.4,no,2019
23230339,urban,I-III,101,53,8,1449,52,25663,26583.2,no,2019
23232440,rural,I-III,21,17,2,104,10,4365.8,4007.2,no,2019
33223821,urban,I-III,28,15,3,254,10,5967.408,6436.205,no,2019
33223772,urban,I-III,42,19,4,504,20,9122.507,10196.265,no,2019
24152766,urban,I-III,44,19,4,551,20,9313.804,10124.664,no,2019
31678827,urban,I-III,39,25,6,550,21,10307.644,11152.33,no,2019
33223814,urban,I-III,39,19,7,534,21,9544.692,10924.803,no,2019
31678832,urban,I-III,59,29,7,721,27,14155.462,14186.418,no,2019
33223788,urban,I-III,45,17,10,527,23,8722.807,9727.383,no,2019
33223793,urban,I-III,21,17,2,170,10,4823.371,5670.782,no,2019
33223809,urban,I-III,43,19,8,566,23,9439.645,10357.908,no,2019
33334420,rural,I-III,13,9,7,50,7,2985.6,3035.1,no,2019
33202459,rural,I-III,13,7,2,46,8,2613.7,2563.9,no,2019
33202422,rural,I-III,13,10,2,83,11,3528.3,3425.7,no,2019
33334393,rural,I-III,13,7,2,62,9,2260.9,2384.5,no,2019
33334330,rural,I-III,14,10,1,144,11,3709.1,3576.8,no,2019
33334414,rural,I-III,13,8,1,55,9,2566,2681.1,no,2019
33334388,rural,I-III,17,14,3,131,11,3920.1,3905.5,no,2019
33334456,rural,I-III,9,9,3,35,5,2483.3,2387.2,no,2019
33334215,rural,I-III,14,8,0,57,8,3033.3,3167.1,no,2019
33334189,rural,I-III,12,8,0,65,10,2718.3,2801.5,no,2019
33334194,rural,I-III,9,9,3,38,7,2407.3,2456.6,no,2019
33334257,rural,I-III,12,7,2,50,7,2811.2,2963.5,no,2019
33334283,rural,I-III,11,5,1,45,7,2265.2,2339.8,no,2019
33334168,rural,I-III,17,15,1,107,10,3416.8,3400.9,yes,2019
22224444,urban,I-III,65,50,9,608,32,16110.1,17056.5,yes,2019
38337671,rural,I-III,20,11,2,101,10,4633.8,4478,yes,2019
22224421,rural,I-III,65,47,8,243,24,13092.6,13874.1,yes,2019
22224438,rural,I-III,27,20,8,118,11,5735.5,6205.2,yes,2019
42408685,urban,I-III,77,52,14,604,41,17733.3,16181.7,yes,2019
42408842,urban,I-III,48,34,6,398,27,10865.5,11474.1,yes,2019
34085396,rural,I-III,20,16,2,138,11,4274.9,4265.6,no,2019
34085637,rural,I-III,18,19,0,141,11,5427.4,5111.2,no,2019
34085511,rural,I-III,19,18,1,130,11,4557.9,4734.3,no,2019
33891953,rural,I-III,19,14,2,124,11,4466.4,4478,no,2019
42409406,rural,I-III,96,78,22,463,55,21122.600000000002,19735.6,yes,2019
34085731,rural,I-III,17,14,0,126,11,4032.5,4005.9,no,2019
42408580,urban,I-III,90,49,7,919,48,19362.2,18481.5,yes,2019
13761568,urban,I-III,26,29,3,104,11,6534.8,6204.2,no,2019
23232546,urban,I-III,215,120,26,1372,93,47120.3,49645.4,yes,2019
33351162,urban,I-III,115,57,19,910,54,26498,30010,yes,2019
32932925,rural,I-III,47,48,6,320,18,12963.6,15025.3,yes,2019
33360575,rural,I-III,19,32,1,138,11,5677.112,6166.46,no,2019
33360507,rural,I-III,23,26,4,208,11,6101.739,6852.8,no,2019
33128999,rural,I-III,19,13,4,85,11,4158.716,3672.71,no,2019
33360381,rural,I-III,11,8,0,26,3,2273.905,2054.3,no,2019
33360549,rural,I-III,16,10,1,152,11,4427.37,5861.86,no,2019
23228183,urban,II-III,109,94,8,600,47,29882.2,22724.699999999997,yes,2019
33321358,rural,I-III,25,11,3,54,8,6713.5,4367.2,no,2019
33321295,rural,I-III,33,13,8,168,11,8014.700000000001,5764.9,yes,2019
33321393,urban,I-III,51,18,3,311,15,12348.2,9086.9,no,2019
33321426,urban,I-III,44,19,3,385,17,9532.449999999999,8526.8,no,2019
33321363,urban,I-III,88,30,11,920,48,13904.7,19945.4,yes,2019
33321337,urban,I-III,74,31,10,855,49,13740.5,15323.6,yes,2019
33321300,rural,I-III,32,13,2,177,20,3060.7,5771.3,yes,2019
33321410,rural,I-III,35,16,1,142,11,8025.400000000001,10176.800000000001,no,2019
33321431,urban,I-III,32,13,5,151,16,7873.3,8756.099999999999,yes,2019
33266444,rural,I-III,30,13,2,81,10,4406.75,8243.7,no,2019
33266470,rural,I-III,27,13,5,80,9,7188.400000000001,7753,no,2019
33361668,rural,I-III,76,54,12,619,41,25560.354,24370.1,yes,2019
33361516,rural,I-III,38,34,4,357,22,14741.594,14055.13,yes,2019
33361579,rural,I-III,48,38,8,332,22,13709.269,13070.88,yes,2019
33361631,rural,I-III,40,29,14,344,21,14204.785,13543.32,yes,2019
33361720,rural,I-III,57,44,5,252,25,10405.834,9921.27,yes,2019
23221583,rural,I-III,34,20,4,366,19,8448.03,9137.6,no,2019
23221554,rural,I-III,73,37,3,454,36,15046.15,16467.8,yes,2019
23221844,rural,I-III,19,17,3,79,8,5424.76,5442.41,no,2019
23221790,rural,I-III,23,16,3,84,11,5169.25,5856.69,no,2019
23221614,rural,I-III,26,17,5,138,11,5297.24,5856.69,no,2019
23221887,rural,I-III,26,18,0,124,11,5653.28,6283.94,no,2019
23221784,rural,I-III,19,10,5,107,11,4347.46,5216.95,no,2019
23221910,rural,I-III,21,14,2,132,11,7124.77,8049.72,yes,2019
23221838,rural,I-III,21,14,2,74,10,4470.66,5211.2,no,2019
23221643,rural,I-III,26,24,6,175,11,7897.76,8477.31,no,2019
23221548,rural,I-III,12,12,1,52,7,3162.99,3795.59,no,2019
33957411,rural,I-III,15,9,1,65,10,3031.1,3202.5,no,2019
33957427,rural,I-III,16,11,1,111,11,4027.7,4062.4,no,2019
33356595,rural,I-III,18,12,3,120,11,3376.8,3863.9,no,2019
33957500,rural,I-III,12,11,1,56,11,3233.3,3426.4,no,2019
33957594,rural,I-III,18,11,1,86,10,3306.3,3645.8,no,2019
33957563,rural,I-III,12,10,0,75,9,3209.8,3567.4,no,2019
33957537,rural,I-III,19,11,1,116,11,4067.2,4325.7,no,2019
26504367,rural,I-III,32,18,7,253,14,6015.5,6904.1,no,2019
26504353,rural,I-III,28,17,8,333,28,6033.5,6934.2,yes,2019
26504531,rural,I-III,23,18,3,95,11,4734.2,5295.7,no,2019
26504519,rural,I-III,22,13,3,194,11,5110.1,5963.8,no,2019
26504376,rural,I-III,20,22,3,158,11,5643.5,6664.1,no,2019
41016017,rural,I-III,20,25,3,408,29,7098.5,8577.8,yes,2019
26504465,rural,I-III,14,18,2,75,10,3948.5,4802.8,no,2019
13760824,urban,I-III,27,33,0,64,9,8758.9,9679.8,no,2019
33329158,urban,I-III,111,72,17,876,64,28665.7,32218.5,yes,2019
33329210,urban,I-III,59,47,9,274,35,15824.2,17081,yes,2019
33329116,rural,I-III,36,36,7,306,19,12161.8,12948.7,yes,2019
40779964,urban,I-III,102,67,14,695,48,19299.2,21187.4,yes,2019
40782448,urban,I-III,61,40,10,335,32,13937.599999999999,15405.1,yes,2019
40780765,rural,I-III,54,39,9,324,25,12243.1,13166.8,yes,2019
40781161,rural,I-III,65,45,9,385,28,13436.1,14626.5,yes,2019
40782500,rural,I-III,98,56,4,567,44,19134.5,22288.3,yes,2019
33316196,urban,I-III,30,19,9,263,15,7390.2,8256.2,no,2019
41712036,urban,I-III,63,29,10,497,33,14270.1,15356.4,yes,2019
41524949,urban,I-III,61,31,11,512,29,15260.6,14991.8,yes,2019
20644219,urban,I-III,18,8,3,186,9,4267.7,4798.700000000001,no,2019
33333819,urban,I-III,30,20,3,321,18,7964.8,8133.2,no,2019
33333845,rural,I-III,19,9,2,74,11,3852.9,4101.1,no,2019
33212671,rural,I-III,12,9,5,82,10,3300.3,3582.9,no,2019
33316161,rural,I-III,17,9,1,101,11,3316.4,3730.9,no,2019
33212708,rural,I-III,18,9,2,116,10,3814.8,4227.3,no,2019
33212687,rural,I-III,18,9,3,143,11,3987.3,4160.2,no,2019
33333871,rural,I-III,18,9,1,105,11,3948.2,4261.7,no,2019
37042994,rural,I-III,19,11,1,95,11,4230.6,4311.2,no,2019
23681244,rural,I-III,53,36,3,401,27,13552.7,14927.4,yes,2019
23232960,rural,I-III,43,28,7,253,16,10927,12356.8,yes,2019
23681310,rural,I-III,43,35,7,247,30,12354.4,15273.2,yes,2019
23681238,rural,I-III,51,53,8,385,29,14196.5,17021.7,yes,2019
23681209,rural,I-III,50,41,6,387,28,13435,16097.6,yes,2019
40594617,rural,I-III,53,45,9,229,30,11991.07,13214.83,yes,2019
40594890,rural,I-III,68,57,3,241,31,13989.43,16404.97,yes,2019
40594994,rural,I-III,60,52,6,467,31,14183.65,15834.4,yes,2019
40594926,urban,I-III,112,81,9,912,55,25165.47,26274.26,yes,2019
40594931,urban,I-III,141,105,9,958,67,31188.47,33573.313,yes,2019
26505387,rural,I-III,17,13,0,138,11,4280.17,4770.48,no,2019
26505393,rural,I-III,16,12,1,77,9,4486.4,4177.24,no,2019
26505418,rural,I-III,15,17,1,68,9,3890.59,4378.46,no,2019
26505476,rural,I-III,18,10,3,125,10,5021.77,5291.1,no,2019
26505275,rural,I-III,13,13,1,135,11,4841.42,5193.85,no,2019
26505140,rural,I-III,26,26,3,219,14,8463.24,8786.49,yes,2019
26505341,rural,I-III,18,11,3,89,11,4163.2,4789.51,no,2019
23232836,urban,I-III,53,28,11,495,23,11213.6,12252,no,2019
43185063,urban,I-III,72,41,14,535,33,13497.5,16077.4,yes,2019
23232747,rural,I-III,21,13,5,111,11,4165,4442.6,no,2019
23232859,rural,I-III,19,15,3,59,9,4482.1,4198.3,no,2019
23232765,rural,I-III,24,20,2,76,11,4732.1,5325.9,no,2019
23232820,rural,I-III,23,10,2,95,11,4005.7,4371.8,no,2019
23232753,rural,I-III,24,11,4,94,11,3584.8,4642.9,no,2019
23232776,rural,I-III,15,9,4,96,11,2579.7,2889,no,2019
23232865,rural,I-III,15,11,2,40,5,2561.2,3093.7,no,2019
23232871,rural,I-III,13,12,2,43,7,2667.6,3004.8,no,2019
33163766,rural,I-III,51,38,5,284,26,12536,13094.1,yes,2019
32534443,rural,I-III,21,17,1,118,11,5718.2,5733.4,no,2019
33249675,rural,I-III,73,53,5,487,37,19111.4,19695.8,yes,2019
33249680,rural,I-III,31,24,5,143,17,8032.1,8921.8,yes,2019
23234551,urban,I-III,63,44,7,841,36,17910.3,21828.2,yes,2019
33249701,rural,I-III,17,14,3,112,11,4616.5,4858,no,2019
41582211,rural,I-III,73,38,12,297,40,16142.900000000001,16869.6,yes,2019
42374342,rural,I-III,34,26,10,200,22,9692.6,10929.800000000001,no,2019
33331779,rural,I-III,77,50,3,382,40,18720.3,20662.2,yes,2019
33333913,urban,I-III,107,77,13,615,43,23273.2,24578.2,yes,2019
38884563,urban,I-III,53,31,7,385,25,11529.9,12119.3,yes,2019
33333929,rural,I-III,16,12,3,115,11,3930.4,3904.3,no,2019
33333960,rural,I-III,18,13,2,119,11,4927,5355.1,no,2019
32806301,rural,I-III,27,23,3,129,11,5386.9,5252.1,no,2019
33333940,rural,I-III,15,8,1,89,10,3663.5,3464.4,no,2019
34856794,rural,I-III,19,15,1,114,11,3555.4,3754.6,no,2019
33333934,rural,I-III,17,7,1,69,10,3502.2,3160.7,no,2019
32806317,rural,I-III,17,13,3,101,11,3819.6,3950.1,no,2019
33914194,rural,I-III,21,13,4,129,11,4587.9,4378.8,no,2019
32806275,rural,I-III,19,11,5,102,11,3666.6,3963.4,no,2019
33333976,rural,I-III,18,11,3,175,11,4226.9,4755.5,no,2019
41551307,urban,I-III,65,51,13,517,38,14800.9,18275.7,yes,2019
41551464,rural,I-III,27,28,2,153,15,7435.4,7954.6,yes,2019
26505648,rural,I-III,16,17,3,79,10,4547.9,4731.1,no,2019
26505683,rural,I-III,17,13,4,85,10,4125.8,4403.7,no,2019
41551621,rural,I-III,26,23,7,126,14,6324.1,7493.7,yes,2019
26505654,rural,I-III,16,13,1,94,10,3993.7,4478.4,no,2019
26505571,rural,I-III,15,14,0,85,11,4003,4585,no,2019
40773302,urban,I-III,83,41,14,885,46,20854.5,23373.1,yes,2019
40773466,urban,I-III,38,17,6,435,21,8544.3,9244.8,no,2019
26504324,urban,I-III,58,42,4,729,30,16308.5,25105.9,yes,2019
26504318,urban,I-III,37,20,1,328,16,7016.3,5810.2,no,2019
22226710,urban,II-III,22,9,5,199,10,5246.1,2979.8,no,2019
23681296,urban,I-III,35,26,4,305,15,9424.2,8589.8,no,2019
23681349,urban,I-III,92,56,16,882,47,22599.7,23090.3,yes,2019
23232486,urban,I-III,31,16,4,323,16,7946.6,8212.7,no,2019
23681327,urban,I-III,52,50,5,504,33,16056.4,16690.1,yes,2019
41420696,rural,I-III,35,15,5,271,21,10204.6,13379.8,no,2019
23221637,rural,I-III,48,33,3,194,29,12379,14781.699999999999,yes,2019
23221873,rural,I-III,35,28,6,279,19,10605.3,12386.599999999999,yes,2019
23232931,rural,I-III,35,21,1,152,27,7749.4,9400.9,yes,2019
23221815,rural,I-III,39,15,4,257,20,10774.3,12113.5,yes,2019
33128983,rural,I-III,11,9,0,45,8,2933.3,4125.2,no,2019
33360567,rural,I-III,21,16,2,159,11,4807.900000000001,6307.5,no,2019
33128962,rural,I-III,19,14,1,140,10,4896.8,5522.9,no,2019
42267773,rural,I-III,47,24,8,305,31,13022.4,13345.5,no,2019
23221577,rural,I-III,75,29,5,407,31,19773.5,22663.5,yes,2019
33356476,rural,I-III,59,39,8,79,11,12552.1,13815.6,no,2019
40796120,urban,I-III,26,15,2,443,28,4051.8,4391.7,yes,2019
33957448,rural,I-III,24,15,1,77,9,3686.4,4191.7,no,2019
26504488,urban,I-III,30,13,1,222,11,4850.7,5976.4,no,2019
38436271,urban,I-III,77,36,7,668,30,16609.600000000002,19499,yes,2019
37287101,urban,I-III,51,38,2,530,27,12258.300000000001,12902.9,yes,2019
37287164,urban,I-III,32,24,3,247,12,7272.4,8135.6,no,2019
37287227,urban,I-III,44,25,4,406,22,9894.4,10706.2,no,2019
33361542,rural,I-III,61,44,9,527,33,6807.1,21363.4,yes,2019
26505430,urban,I-III,20,17,4,137,11,5868.27,7191.44,no,2019
26505298,rural,I-III,16,13,0,102,10,4728.08,5750.78,no,2019
26505424,urban,I-III,42,24,9,405,26,9106,12999,yes,2019
26505329,rural,I-III,23,19,4,225,13,6270.3,7176.5,no,2019
26505358,rural,I-III,18,13,2,101,10,4236.05,4797.1,no,2019
26505460,rural,I-III,24,14,0,171,11,4989.68,6738.7,no,2019
26505335,rural,I-III,31,17,4,177,11,7526.53,6628.6,no,2019
26505364,urban,I-III,23,18,3,206,12,6125.74,7398.1,yes,2019
26505281,urban,I-III,20,11,1,169,11,5983.48,7317.4,no,2019
33360465,urban,I-III,32,26,4,218,11,6181.9,8543.7,no,2019
33128915,urban,I-III,29,17,3,210,12,5474.9,7298.9,no,2019
26504301,rural,I-III,27,18,4,187,11,6827.9,9701.1,no,2019
33360418,rural,I-III,47,58,16,293,24,12742.2,15541.9,yes,2019
26505447,rural,I-III,16,13,1,101,11,4442.1,4643.72,no,2019
33752006,urban,II-III,47.59,24.75,10.25,407,16,9174.011,10751.205,no,2019
33751840,urban,I-III,62.25,24.5,10,528,17,9830.531,12062.042,no,2019
33751992,urban,I-III,42.86,21,10,302,14,7693.214,9082.49,no,2019
33751971,urban,I-III,34.6,23.05,3.3,201,9,5864.258,7831.743,no,2019
21817018,urban,I-III,42.92,26.5,4.6,446,20,8678.155,9987.269,no,2019
33752032,urban,I-III,41,21,6.44,362,16,7247.7,8677.977,no,2019
33752053,urban,I-III,29.08,17.5,4.5,299,11,5032.189,6866.474,no,2019
25371878,urban,I-III,28.33,23,5.75,218,11,6208.281,6876.672,no,2019
33751936,urban,I-III,94,32,14.86,1125,43,16663.76,20902.46,no,2019
33751903,urban,I-III,57.11,24,7.55,449,19,9635.736,10770.569,no,2019
33732262,urban,I-III,39.27,23.5,2.8,372,15,7773.413,8607.135,no,2019
33751856,urban,I-III,83.22,29.5,12,829,31,13277.367,16857.274,no,2019
25371884,urban,I-III,30.47,20.75,2.5,256,11,5674.311,6699.337,no,2019
