EDRPOU,eotype,eolevel,teachstuff,nonteachstuff,teachstuffretage,pupils,classes,opex,opexplan,hub,year
22067192,rural,I-III,14,12,6,78,9,3820.3,4664.6,,2020
22067217,urban,I-III,43,21,16,412,22,11528.9,13737.4,yes,2020
22067223,rural,I-III,21,15,7,120,11,3909.9,4737.1,,2020
22067275,rural,I-III,16,11,5,78,11,3692.4,4045,,2020
39180420,rural,I-III,16,14,4,117,11,4115.8,4899,,2020
39249838,rural,I-III,9,8,2,34,4,1736.7,2403.5,,2020
22067269,urban,I-III,24,12,5,216,12,5348.7,6481.1,,2020
39249876,rural,I-III,13,10,2,42,4,1570.7,2556.1,,2020
22067298,urban,I-III,17,11,2,67,7,3527,4084.9,,2020
22055639,rural,I-III,19,12,3,180,11,4980.2,6134.4,,2020
22067789,urban,I-III,49,35,6,512,31,13740.4,18309.8,yes,2020
22067795,urban,I-III,14,17,0,157,11,4919.3,6569.1,,2020
22057360,rural,I-III,15,12,4,92,11,3894.1,4999,,2020
22057354,rural,I-III,15,14,4,125,10,3667.2,5009.9,,2020
22057325,rural,I-III,17,19,4,236,13,5761.5,7867,,2020
22057414,rural,I-III,14,15,3,75,10,3725.6,5052.7,,2020
22057294,urban,I-III,82,69,8,1054,61,26112.8,33902.2,yes,2020
06669394,rural,I-III,19,19,8,203,11,6044.6,7674.6,yes,2020
06669454,urban,I-III,62,40,14,660,30,17609.6,21448,yes,2020
43246204,urban,I-III,50,27,9,501,30,10586,14945.6,yes,2020
06669253,rural,I-III,18,13,3,114,11,4129.7,5983.4,,2020
06669247,rural,I-III,16,10,1,100,11,3558.7,4587.2,,2020
06669336,rural,I-III,15,9,0,55,8,2450.6,3158.8,,2020
43190764,urban,I-III,34,18,10,356,20,9504.3,12202.8,yes,2020
22057408,rural,I-III,48,43,5,424,30,14868.2,18897.9,yes,2020
22053907,rural,I-III,21,13,3,106,10,3833.9,5114.3,,2020
22053971,rural,I-III,21,19,3,191,11,6835.9,9119,yes,2020
22054953,urban,I-III,23,11,10,177,12,4961.7,6413.1,,2020
22054947,rural,I-III,22,13,7,249,14,6050.9,7525.9,,2020
06671451,rural,I-III,15,14,3,81,8,3791.4,5800.5,,2020
06671439,rural,I-III,16,12,2,77,10,3242.7,4971.8,,2020
06671161,rural,I-III,19,20,1,159,11,5437.8,8286.4,,2020
22056426,rural,III,37,32,10,351,18,11133.7,12231.9,yes,2020
22057377,rural,I-III,45,31,10,350,25,11090.3,14407,yes,2020
22057390,rural,I-III,18,11,0,138,11,4829.7,7166.9,,2020
22067602,rural,I-III,22,15,4,160,11,5286.6,7229.7,,2020
22067588,rural,I-III,13,10,2,62,10,3981.5,4981.8,,2020
22054232,rural,I-III,16,11,1,81,9,3907.4,4897.9,,2020
22054692,rural,I-III,15,6,3,56,7,2743.9,3095.8,,2020
22054485,rural,I-III,17,12,2,65,10,3720.7,4441.2,,2020
22054634,rural,I-III,14,10,1,111,10,3458.1,4717.2,,2020
22054700,rural,I-III,10,5,0,67,8,3283.9,3398.5,,2020
22060770,rural,I-III,16,12,4,119,11,4154.2,6825.1,,2020
22060994,rural,I-III,20,13,4,178,11,5065.8,8595.2,,2020
22060801,rural,I-III,23,13,3,224,11,5876.6,8935.5,,2020
22060764,rural,I-III,18,14,2,150,11,4567.2,7512.7,,2020
22056320,rural,I-III,24,21,12,244,12,8104.2,10376.9,,2020
22056297,rural,I-III,17,22,7,135,11,6336.4,8117.2,,2020
22056403,rural,I-III,33,25,7,324,17,9815.8,12313.6,,2020
22056225,rural,I-III,13,7,0,41,6,2788.2,3571.5,,2020
06669804,rural,I-III,16,16,4,58,9,4467,4622.7,,2020
06669862,rural,I-III,25,23,6,276,14,8951.5,10262.8,,2020
22053942,rural,I-III,21,7,8,121,11,4402.6,5374.2,,2020
22053994,rural,I-III,23,9,8,176,11,4729.3,6423,,2020
22053882,rural,I-III,15,6,3,59,7,2149.3,3839.8,,2020
22053801,rural,I-III,20,8,4,119,11,4090.6,5411.2,,2020
22053959,urban,I-III,41,21,8,400,22,14209.1,14191,,2020
22053867,rural,I-III,21,4,4,106,10,2461.3,4640.7,,2020
22053824,rural,I-III,21,8,4,147,11,4745.2,5676,,2020
22053921,urban,I-III,79,34,14,699,48,23468.9,25783.4,yes,2020
22053830,rural,I-III,12,6,2,48,6,1665.3,3359.1,,2020
22053876,rural,I-III,24,7,4,137,10,4645.2,5225.1,,2020
22055668,rural,I-III,20,14,7,151,11,4794.7,7030.7,yes,2020
22055817,rural,I-III,20,18,5,168,11,4907.7,6738.9,yes,2020
22055852,rural,I-III,14,12,3,62,7,3387.8,4578.3,,2020
22055912,rural,I-III,19,13,4,82,9,3488.5,4401.9,,2020
22055763,rural,I-III,42,37,6,274,20,9496.9,13089.7,yes,2020
22055651,urban,III,52,26,6,517,26,12533.4,16221.5,yes,2020
22055823,rural,I-III,16,18,1,103,11,3899.6,5161.8,,2020
22055875,rural,I-III,17,13,1,128,11,3817.7,5424.1,,2020
22055792,rural,I-III,14,13,0,75,9,3408.1,4669.3,,2020
06669649,rural,I-III,15,8,5,83,9,3837,5180,,2020
06669810,rural,I-III,22,18,7,221,11,7125.8,9619.8,,2020
37273992,rural,I-III,21,13,2,163,11,5893.8,7956.6,,2020
06669603,rural,I-III,16,16,2,110,10,4784.9,6573.8,,2020
06669796,rural,I-III,14,11,1,54,8,2905,3858.8,,2020
06669840,rural,I-III,17,12,1,61,9,3516.1,4948.1,,2020
06670701,rural,I-III,19,17,7,73,9,4130.6,4869.7,,2020
06670776,rural,I-III,22,17,8,106,11,5196.1,6367.4,,2020
20407399,rural,I-III,60,55,12,353,23,15347.2,18458.4,yes,2020
06670687,rural,I-III,25,26,4,164,11,6210.7,7335.6,,2020
06670693,rural,I-III,14,10,1,40,6,3047.6,3697.1,,2020
06670718,rural,I-III,24,16,8,154,11,5175.3,7139.7,,2020
06670552,urban,I-III,90,58,25,922,47,22214.9,29078.7,yes,2020
06670581,urban,I-III,85,50,20,689,41,19226.6,25182,yes,2020
06670598,rural,I-III,42,27,8,205,20,8467,11222,yes,2020
06670730,rural,I-III,29,26,5,195,13,6813.9,8650.2,yes,2020
06670782,rural,I-III,20,16,3,185,11,4979.1,6683.5,,2020
06670569,urban,I-III,60,30,7,565,33,15906.7,20595.3,yes,2020
06670575,urban,I-III,37,23,3,363,19,9291.8,12034.7,,2020
06670670,rural,I-III,21,17,0,142,11,4840,6668.8,,2020
22056805,rural,I-III,18,9,3,95,11,3906.8,4969.5,,2020
22056780,rural,I-III,16,10,1,115,11,3820.1,5393.8,,2020
22056857,rural,I-III,28,15,1,187,20,6779.7,9023.8,yes,2020
22056863,rural,I-III,27,17,0,255,20,7607.4,12341.9,yes,2020
22056797,rural,I-III,17,9,2,103,10,3318.6,4801,,2020
22056811,rural,I-III,19,10,0,97,11,3529.8,4493.9,,2020
22056840,rural,I-III,15,12,5,113,11,4575.7,5339.6,,2020
20420514,urban,I-III,51,48,9,768,40,15773.4,22082.8,yes,2020
22056828,rural,I-III,15,13,1,96,11,4501.1,6301.5,,2020
22056886,rural,I-III,18,13,1,166,11,5459.8,6063.5,,2020
22056834,rural,I-III,15,10,0,93,10,4050.7,5670.9,,2020
22062674,rural,I-III,18,15,0,188,11,5177.7,7248.7,,2020
22066778,rural,I-III,15,8,10,69,10,3035.6,3847.2,,2020
22066732,rural,I-III,12,6,4,50,7,2045.7,2949.3,,2020
22066376,rural,I-III,17,13,5,99,11,3740.3,4492.3,,2020
22054383,rural,I-III,14,13,4,61,7,3268,3675.2,,2020
22067105,rural,I-III,18,13,5,118,11,4059.6,4755.3,,2020
22057638,rural,I-III,17,10,4,106,11,3650.4,4249,,2020
20419758,urban,I-III,17,14,4,161,11,4567.3,5650.9,,2020
20418871,urban,I-III,29,19,6,426,20,9090.6,10830.7,,2020
22066703,urban,I-III,56,46,11,759,38,20449,24082.8,yes,2020
22066873,rural,I-III,16,11,3,114,11,3373.7,4763.1,,2020
20418799,urban,I-III,27,18,5,345,15,7325.4,8436.6,,2020
20420075,urban,I-III,27,14,0,382,19,7487.5,9362.9,,2020
22066442,rural,III,19,19,4,156,11,6076.9,8810.9,,2020
22060706,rural,I-III,24,11,3,223,11,8686.8,8954.4,yes,2020
06671480,rural,I-III,20,19,0,201,11,7603.3,7872.1,,2020
22067826,rural,I-III,19,10,5,94,11,3989,5346.9,,2020
22067698,rural,I-III,17,18,3,134,11,5124,7235.3,,2020
22067772,rural,I-III,23,18,2,296,14,7268.2,10007.4,yes,2020
22054226,rural,I-III,18,12,0,88,10,3717.7,5123,,2020
22059755,rural,I-III,16,19,4,103,10,4392.1,6027.6,,2020
22058661,rural,I-III,18,13,2,84,10,3645.9,4824.6,,2020
22058750,rural,I-III,12,14,0,93,9,3623.6000000000004,4549.5,,2020
22054663,rural,I-III,17,18,3,135,11,5156.7,6948.8,,2020
22054657,rural,I-III,21,21,3,177,11,5501.8,7294.4,,2020
22054752,urban,I-III,35,34,5,473,21,10325.1,12685.8,yes,2020
22054640,rural,I-III,18,14,2,85,11,4313.3,5621.6,,2020
22054717,rural,I-III,18,14,3,95,11,4751.8,6332.3,,2020
22054628,rural,I-III,22,16,0,197,15,6414.3,8784.9,yes,2020
22067619,rural,I-III,23,16,9,83,10,4582.8,5406.8,,2020
22067766,rural,I-III,18,18,5,103,10,4928.6,6326.3,,2020
22053712,urban,I-III,61,47,13,752,35,17162.1,21733,yes,2020
22067631,rural,I-III,14,14,0,53,8,3391.5,3582.8,,2020
22067683,rural,I-III,17,13,0,93,11,3576.9,4720.8,,2020
22067855,urban,I-III,20,15,0,171,11,4536.9,6587.1,,2020
22054611,rural,I-III,17,16,3,89,11,4540.3,5990.5,,2020
22054723,rural,I-III,14,17,0,176,11,4812.9,6290.4,,2020
22059100,urban,I-III,59,27,25,920,31,17934.3,23499.5,,2020
22058968,urban,I-III,43,24,17,651,21,14221.6,17455.8,,2020
22059198,urban,I-III,72,31,24,1173,41,24918.5,30714.3,,2020
13581895,urban,I-III,38,23,11,350,12,9389.4,11383.9,,2020
22059034,urban,I-III,68,22,19,892,32,17289.8,22059.5,,2020
22059212,urban,I-III,68,30,19,989,33,19459.3,24244.8,,2020
22059152,urban,I-III,77,34,21,1290,41,21807.4,27462.4,,2020
22059130,urban,I-III,121,40,33,1763,54,32310.6,40706.4,,2020
22059005,urban,I-III,75,36,20,1148,40,26188,36361.9,,2020
22058974,urban,I-III,42,35,11,641,22,13849.4,17186.5,,2020
20427433,urban,I-III,73,33,18,1163,39,22111,28189.5,,2020
22058997,urban,I-III,74,33,18,1237,43,22607.4,31396.8,,2020
22059146,urban,I-III,107,46,25,1990,62,31182.2,40836.3,,2020
22059123,urban,I-III,48,28,11,778,29,14513.6,19792.4,,2020
22059057,urban,I-III,28,27,6,298,12,9968.9,12324.8,,2020
22059063,urban,I-III,98,33,21,1476,51,29113.9,37930.3,,2020
22059175,urban,I-III,74,35,15,1297,41,21512.1,25451.6,,2020
20427516,urban,I-III,80,37,16,1342,48,24731.2,31378.4,,2020
22059235,urban,I-III,21,14,4,305,11,7302.8,10133.7,,2020
22059075,urban,I-III,48,24,9,803,30,14119.3,19038.4,,2020
22059117,urban,I-III,82,31,13,1395,47,24422,31885,,2020
22060669,rural,I-III,19,15,3,124,11,6923.6,8730.1,,2020
22059181,urban,I-III,120,35,18,1904,60,32695.7,41981.3,,2020
22058980,urban,I-III,86,29,12,1347,41,21763,29021.7,,2020
22059229,urban,I-III,82,43,9,1172,40,22373.7,29360.2,,2020
22059011,urban,I-III,57,28,6,888,30,15998.8,21637.6,,2020
22059206,urban,I-III,29,13,3,440,16,9491.5,12345.8,,2020
20407264,urban,I-III,103,48,9,1846,59,32239.2,43048.6,,2020
20425865,urban,I-III,47,25,4,579,22,12660.5,15523.1,,2020
22059040,urban,I-III,55,35,4,858,30,17867.1,24031.8,,2020
22059028,urban,I-III,32,18,2,477,18,9449.8,13383.8,,2020
25754616,urban,I-III,26,19,0,388,13,7985.2,10473.6,,2020
22060209,urban,I-III,70,33,22,1109,40,20728.6,24889.7,,2020
22060190,urban,I-III,34,18,10,457,20,10216.4,11439.1,,2020
22060221,urban,I-III,38,20,7,464,20,9067.9,11503.9,,2020
36339698,urban,I-III,66,31,12,873,32,17447.4,20825.8,,2020
22060238,urban,I-III,46,27,7,727,29,14857.2,18051.7,,2020
22051147,urban,I-III,51,29,7,746,28,15234.1,18805.6,,2020
22060244,urban,I-III,26,17,3,318,13,7574.1,8710.2,,2020
22060250,urban,I-III,44,25,5,571,21,11478.2,13339,,2020
22060184,urban,I-III,42,17,4,623,24,10501.9,12949.9,,2020
22051133,urban,I-III,41,22,2,545,24,10936.7,12786.3,,2020
22060215,urban,I-III,30,19,1,471,18,9299.4,11136.1,,2020
22110002,urban,II-III,56,37,21,922,27,18617.9,26187.5,,2020
22110048,urban,I-III,62,18,17,745,24,16510.8,21804.4,,2020
22110083,urban,I-III,60,22,15,1017,36,17949.8,24147.3,,2020
22110054,urban,I-III,68,38,16,1202,39,20528,26881.1,,2020
22110427,urban,I-III,63,34,14,1152,39,21039.4,27996.2,,2020
37975680,urban,I-III,23,16,5,354,11,6736.6,8786,,2020
22110031,urban,I-III,19,24,4,239,11,7078.7,7260,,2020
33124989,urban,I-III,22,17,4,267,11,6902.3,9152.3,,2020
22110410,urban,I-III,70,36,12,1095,37,21197.9,28964.4,,2020
22110114,urban,I-III,70,27,12,1360,42,20920.8,28349.3,,2020
22110025,urban,I-III,36,23,6,572,20,12075.4,15743.5,,2020
26530480,urban,I-III,13,18,2,292,8,6450.9,7756.8,,2020
20453494,urban,I-III,46,19,7,796,29,14327.5,19425.9,,2020
22110060,urban,I-III,48,21,7,710,22,12697.5,17305.3,,2020
38415136,urban,I-III,66,27,9,1021,33,18455.8,24381.9,,2020
35231607,urban,I-III,38,18,5,615,22,12213.4,16294.9,,2020
22110404,urban,I-III,40,27,5,551,23,10684.6,14315.7,,2020
22110077,urban,I-III,79,27,7,1160,38,21071.8,28259.1,,2020
22110120,urban,I-III,37,22,1,575,21,12549.1,16570.4,,2020
22098620,urban,II-III,26,12,8,283,11,6615.8,7419.2,,2020
37809506,urban,I-III,14,12,3,150,7,3548.2,4667.9,,2020
26212490,urban,I-III,47,22,9,728,29,12740.8,16338,,2020
26327419,urban,I-III,49,27,4,554,21,12461,15601.1,,2020
26326638,urban,I-III,28,17,2,277,16,7871.7,9237.5,,2020
26394806,urban,I-III,43,22,1,705,25,11090.5,13667.1,,2020
26325975,urban,I-III,61,25,13,726,28,14250.1,13415,,2020
26325892,urban,I-III,77,32,12,877,36,17373.7,15891.2,,2020
26325886,urban,I-III,57,33,8,819,30,17810,16387.8,,2020
26325314,urban,I-III,18,14,2,226,11,6085.9,5417.1,,2020
26325372,urban,I-III,41,27,4,523,23,14736.9,13608.2,,2020
26325900,urban,I-III,44,22,4,698,26,11895.4,10925.2,,2020
26325774,urban,I-III,37,21,2,539,21,9843.2,9428.6,,2020
22098593,urban,I-III,47,22,9,667,26,12688.8,16591.3,,2020
22098658,urban,I-III,30,17,5,393,20,8459.2,11045.9,,2020
26098864,rural,I-III,23,19,5,302,17,8377.8,11155,,2020
26098491,rural,I-III,22,17,4,247,11,5553.5,7183.6,,2020
26326006,rural,I-III,28,17,5,301,17,6705.9,8601.5,,2020
26212030,rural,I-III,38,22,6,360,20,7918.2,10276.4,,2020
25998985,urban,I-III,20,11,3,211,12,5958.3,7160,,2020
26031920,rural,I-III,31,16,4,331,20,7721.2,9169,,2020
26098485,rural,I-III,42,34,5,469,28,9903.2,15487.2,,2020
22088320,rural,I-III,17,16,2,83,4,3559.4,4025.2,,2020
26098504,rural,I-III,30,19,3,245,20,7280,8638.2,,2020
26098835,rural,I-III,17,17,1,97,13,3613.5,4090.9,,2020
26327230,urban,I-III,34,18,8,360,19,8979.7,10722.9,,2020
26325863,rural,I-III,18,15,4,125,11,5481.5,6217.05,,2020
26326242,urban,I-III,99,63,17,979,58,23201.1,28990.4,yes,2020
42734768,rural,I-III,18,14,2,126,11,5665.4,6875.3,,2020
26327046,rural,I-III,21,13,2,184,11,5453.5,6184.6,,2020
26326182,rural,I-III,16,14,1,172,11,4040.5,4980,,2020
26326035,rural,I-III,23,16,1,184,11,6498.3,7596.1,,2020
26326070,rural,I-III,20,19,0,187,11,6565.8,7634.9,,2020
26213644,rural,I-III,37,37,8,387,26,12407.7,14367.1,,2020
26214490,rural,I-III,35,21,7,463,22,10500.1,10604.2,,2020
02143301,urban,I-III,31,24,6,375,19,10358.3,10474.6,,2020
25444494,urban,I-III,68,36,13,1093,40,23820.5,23951.3,,2020
26213578,urban,I-III,44,23,8,552,25,12718.2,14599.6,,2020
26213590,rural,I-III,33,22,5,415,24,12153.2,12286.4,,2020
26324800,rural,I-III,27,28,4,214,15,7915.4,8898.9,,2020
26213822,rural,I-III,27,22,4,284,16,8826.3,8983.8,,2020
25448546,rural,I-III,21,23,3,265,13,7737.9,9031.5,,2020
26213733,rural,I-III,35,29,5,437,20,12571.3,12689.3,,2020
26213650,urban,I-III,25,20,3,312,17,8108.8,10218.2,,2020
26213762,rural,I-III,27,15,3,353,20,9273.6,11000.7,,2020
25436031,rural,I-III,36,21,4,354,23,9306,12247.7,,2020
26213532,rural,I-III,20,13,2,266,13,6648,7799.4000000000015,,2020
26213756,urban,I-III,21,18,2,164,11,6757.3,6891.9,,2020
25451436,urban,I-III,53,30,5,835,31,16271.3,16374.7,,2020
26213905,rural,I-III,55,32,5,636,29,14600.3,14814.5,,2020
33285472,rural,I-III,12,17,1,162,9,4920.1,5064.6,,2020
26213957,rural,I-III,13,26,1,155,11,5985.2,6748.3,,2020
26213816,rural,I-III,42,37,3,472,24,12515.3,12753.1,,2020
26397302,urban,II-III,29,20,2,270,14,9200.1,9351.9,,2020
26213940,urban,I-III,15,18,1,200,11,5928.2,7319.5,,2020
26213986,rural,I-III,47,28,3,716,33,15015.8,15159.3,,2020
26213839,rural,I-III,32,20,2,280,19,8673.1,10717.1,,2020
26213974,urban,I-III,37,21,2,465,22,11549.9,13216.6,,2020
26213745,urban,I-III,42,28,2,757,27,14751.3,14933.2,,2020
26213851,rural,I-III,22,17,1,245,14,8012.3,8159.2,,2020
26213868,rural,I-III,25,19,1,336,19,9099.3,9247,,2020
26213963,rural,I-III,33,20,1,256,21,9028.9,11293.6,,2020
26214508,rural,I-III,18,16,0,198,11,5372.6,6290,,2020
26214477,urban,I-III,26,18,0,296,18,8623.5,8833.1,,2020
26213874,rural,I-III,44,24,0,531,25,12786.3,12946.7,,2020
22098910,urban,I-III,23,23,6,280,15,9069.1,12852.5,yes,2020
22098887,urban,I-III,53,40,6,784,39,18633.2,27131.7,yes,2020
22098896,rural,I-III,29,22,2,302,15,8086.4,9953,,2020
22098904,rural,I-III,20,15,1,185,11,5632.8,7123,,2020
22115703,rural,I-III,19,21,0,171,11,6601.4,8216,,2020
22100083,rural,I-III,24,21,6,293,13,8590.5,10715,,2020
22100021,rural,I-III,35,19,8,317,16,8345,10169.5,,2020
22100133,rural,I-III,42,21,8,418,21,11421.8,15516.2,,2020
22099571,rural,I-III,22,13,4,156,11,5328.3,6884.9,,2020
22099542,rural,I-III,29,18,5,333,18,9078.1,9599,,2020
22099878,rural,I-III,49,24,8,719,29,15234.6,16430.5,,2020
22100038,rural,I-III,65,26,10,760,32,15397.7,21746.8,,2020
22100162,rural,I-III,31,19,4,231,12,8890,9587.9,,2020
22100015,rural,I-III,47,29,6,536,22,14422.9,15580.3,,2020
22112359,rural,I-III,32,22,4,318,17,10384,11199.2,,2020
22100127,rural,I-III,49,16,6,535,22,11692.8,12610.7,,2020
22100073,rural,I-III,33,19,4,299,15,11430.3,11600.1,,2020
22100156,rural,I-III,43,30,4,508,24,14588.8,18679.7,,2020
22100050,rural,I-III,23,12,2,201,12,6037,6510.9,,2020
22100096,rural,I-III,48,34,3,527,22,19851.1,20558.7,,2020
22099996,rural,I-III,62,32,3,786,31,18903,20248.9,,2020
22099660,rural,I-III,27,13,1,270,15,7578.2,11630.8,,2020
22100110,rural,I-III,27,19,1,271,15,10612.6,10720.4,,2020
22100104,rural,I-III,27,16,0,246,11,8558.8,8578.3,,2020
22100044,rural,I-III,26,26,0,253,12,10974.9,16442.4,,2020
22100009,rural,I-III,36,13,0,379,19,8158.5,8798.9,,2020
25439300,rural,I-III,25,16,9,121,12,6074.4,8321.3,,2020
25439375,urban,I-III,69,24,24,859,31,18534.7,22448.2,,2020
25439346,rural,I-III,31,15,8,224,12,7435.9,9703.3,,2020
33614718,urban,I-III,63,19,12,535,25,15951.8,18554.2,,2020
25439369,rural,I-III,62,27,10,456,26,14653.2,19782.5,,2020
25439501,rural,I-III,35,18,5,226,15,8795.4,9789.7,,2020
25439323,rural,I-III,82,31,11,627,39,20082.4,26299.7,,2020
25439398,rural,I-III,37,26,4,288,17,9448.2,11948.6,,2020
25439317,rural,II-III,22,11,2,159,8,6093.7,7458,,2020
25439332,rural,I-III,45,16,4,338,19,10064.7,13189.3,,2020
41468963,rural,I-III,36,24,3,170,14,7430.5,9182.1,,2020
25439381,rural,I-III,27,12,2,209,12,6595.7,7627,,2020
25439352,rural,I-III,33,17,1,215,15,7401.1,10449.4,,2020
41462982,rural,II-III,7,0,0,70,7,2726,3555,,2020
34855979,rural,I-III,15,7,4,144,9,4123.3,5470,,2020
34919817,rural,I-III,21,13,4,223,11,5469.9,7003.4,,2020
34919822,rural,I-III,17,19,3,177,11,7156.5,12015.6,,2020
34305709,rural,I-III,29,21,5,126,12,7240.9,8338,,2020
34855848,rural,I-III,29,18,5,376,19,10363.1,11876.4,,2020
34855937,rural,I-III,35,17,6,394,22,10547.8,13117,,2020
22088395,urban,I-III,54,21,9,732,32,14400.4,19188.5,,2020
33130699,rural,I-III,27,18,4,312,18,7598.4,9503.6,,2020
22088538,rural,I-III,64,27,9,1069,41,17899.6,21430,,2020
34919843,rural,I-III,45,20,5,640,25,13027.7,14728.5,,2020
22088415,rural,I-III,20,22,2,218,11,7485.3,12565.4,,2020
34855900,rural,I-III,23,17,2,220,12,6476.1,8085.4,,2020
34919796,rural,I-III,23,15,2,253,14,6611.3,7838,,2020
26465386,rural,I-III,36,18,3,451,21,11310.9,13660,,2020
34919969,rural,I-III,37,15,2,467,26,9645.9,11203,,2020
34919691,rural,I-III,24,21,1,310,16,7761.4,9749.4,,2020
34855884,rural,I-III,18,14,0,129,11,5508.7,7044,,2020
34919733,rural,I-III,20,17,0,225,12,6687,8275.8,,2020
34919749,urban,I-III,29,17,0,432,21,9017,10917.3,,2020
26463281,rural,I-III,30,17,10,241,12,5895.6,6709.55,,2020
26463298,rural,I-III,74,28,10,1148,41,18286.9,21212.9,,2020
26463275,rural,I-III,21,21,2,318,12,6953.7,8367.5,,2020
26395645,rural,I-III,41,23,2,477,23,13326.3,15710.8,,2020
26326093,rural,I-III,29,31,8,258,14,10894,10996,,2020
26325403,rural,I-III,22,17,6,187,11,9012.6,9172,,2020
26326288,urban,I-III,37,27,10,422,22,11481.9,11795,,2020
26325411,rural,I-III,16,13,4,145,11,7967.799999999999,8115,,2020
26326408,rural,I-III,32,18,8,475,21,12970.4,15700,,2020
26326360,rural,I-III,39,16,9,409,21,12623.7,14820,,2020
26326118,urban,I-III,49,29,11,521,24,16515.1,19836.6,,2020
26326259,urban,I-III,54,27,12,671,29,20370,21335,,2020
26326420,rural,I-III,41,29,9,498,22,15135.5,18350,,2020
26326526,rural,I-III,23,12,5,262,13,9870,9989,,2020
26211898,rural,I-III,62,24,13,771,36,20776.9,25860.2,,2020
26326265,urban,I-III,73,35,12,1071,46,29721.4,31330,,2020
26326331,rural,I-III,37,20,6,475,22,10072.3,10863.4,,2020
26326561,rural,I-III,26,27,4,272,15,9830.3,9989,,2020
26326271,urban,I-III,36,15,5,393,21,11793.4,13865,,2020
26326294,urban,I-III,36,17,5,530,22,9764.4,9954,,2020
26325389,rural,I-III,29,13,4,303,16,9133.9,10775,,2020
26326101,rural,I-III,22,18,3,213,13,8846.4,9465.2,,2020
26326348,rural,I-III,44,25,6,491,31,16920,20620,,2020
26326515,rural,I-III,17,9,2,85,11,6314.2,6458,,2020
26326555,rural,I-III,60,29,7,678,38,21838.1,24029.3,,2020
26326319,rural,I-III,43,21,5,437,22,16796,16920,,2020
26326503,rural,I-III,30,18,2,262,15,10028.5,12023,,2020
26326383,rural,I-III,32,19,2,398,19,11199.9,12785.9,,2020
25447819,urban,I-III,69,25,4,850,38,22517.8,26050.5,,2020
26326124,urban,I-III,33,17,1,486,22,9863.2,10037,,2020
26325395,urban,I-III,37,17,1,491,21,13365.8,15800,,2020
26326325,rural,I-III,43,21,0,542,24,14488,17242.6,,2020
26395912,rural,I-III,57,24,13,578,26,13814.3,15407.6,,2020
26395869,urban,I-III,46,22,10,705,28,14676.9,19129.3,,2020
26395881,urban,I-III,64,22,13,963,38,17009.3,22092.3,,2020
20461097,urban,I-III,38,25,7,424,20,12374.7,15889.2,,2020
26395929,rural,I-III,32,19,5,377,19,11795.7,13714.5,,2020
26395898,rural,I-III,43,17,6,379,20,9977.3,11304.2,,2020
26395875,urban,I-III,34,14,2,411,20,9796.3,12587.1,,2020
26395906,rural,I-III,20,24,1,262,12,8035.7,9448.1,,2020
25452525,rural,I-III,36,24,13,326,20,10269.3,10620.4,,2020
26213259,urban,I-III,28,21,10,315,19,10517.9,11657.6,,2020
25452460,rural,I-III,23,20,8,236,14,11300.9,12366.6,,2020
25452453,rural,I-III,31,34,9,335,19,17236.5,17445.8,,2020
25452447,urban,I-III,59,33,16,781,31,13563.2,14883,,2020
22114448,urban,I-III,32,29,8,306,15,9231.1,14125.800000000001,,2020
25452482,rural,I-III,56,25,13,716,30,13372.8,16627.8,,2020
25452499,rural,I-III,64,37,14,919,41,19330.7,22746.1,,2020
26326940,urban,I-III,90,31,19,1225,47,21536.2,25794.1,,2020
26098962,rural,I-III,36,22,7,269,20,9003.5,9723.7,,2020
25452594,rural,I-III,31,21,6,237,13,7186.5,7965.5,,2020
25452430,rural,I-III,46,37,8,660,28,17172.6,21763,,2020
25452619,rural,I-III,38,22,6,386,21,15997.7,16551,,2020
25452387,rural,I-III,56,29,8,616,33,14566.2,16048.7,,2020
25452401,rural,I-III,80,36,11,951,39,29319,33590.8,,2020
25443460,rural,I-III,54,33,7,662,29,20205.5,23849.699999999997,,2020
25452513,urban,I-III,65,34,8,991,37,21556.7,27815.2,,2020
26326905,urban,I-III,17,18,2,159,11,6482.6,7892.2,,2020
25998889,rural,I-III,46,25,5,671,27,17617.5,20616.1,,2020
25452418,rural,I-III,51,45,5,408,26,11997.2,13076.9,,2020
25452364,rural,I-III,31,21,3,330,20,11650.9,14330.7,,2020
25452358,rural,I-III,63,39,6,699,31,35057,35183,,2020
26326963,urban,I-III,38,17,3,484,23,11328.1,12568.3,,2020
26327000,rural,I-III,39,25,3,574,26,12918.9,14290.2,,2020
38850870,rural,I-III,30,41,2,288,16,15045.2,16979.8,,2020
25452424,rural,I-III,45,27,1,518,30,17277.2,18878.3,,2020
25998873,rural,I-III,19,19,0,221,13,7698.1,8621.6,,2020
22110396,rural,I-III,23,30,10,272,14,8353.8,10885.8,yes,2020
22097247,urban,I-III,77,33,22,1097,46,15690.9,19428,yes,2020
22097773,rural,I-III,20,13,5,157,11,6575.8,8716.5,,2020
22097431,rural,I-III,39,19,9,429,25,9961.2,13008.2,yes,2020
22097738,rural,I-III,28,21,6,270,18,8644.5,11049.2,yes,2020
22098206,rural,I-III,33,22,7,325,17,13290.7,15578,,2020
22110373,rural,I-III,19,19,3,200,11,8547.7,10872.5,,2020
22097299,rural,I-III,26,19,4,273,19,8202,11866.8,yes,2020
22098181,rural,I-III,35,23,5,255,22,10434.1,13882,,2020
