eoname,KOATUU_2020,id,Код ЄДРПОУ,url,title_opendatabot
Деражнянська загальноосвітня школа І-ІІІ ступенів №2  Деражнянської районної ради Хмельницької області,6821510100,деражнянськазагальноосвтняшкола3ступенв№2деражнянськорайонорадихмельницькообласт,,https://opendatabot.ua/c/22985249,Деражнянський ліцей №2 деражнянської міської ради хмельницької області Код ЄДРПОУ 22985249 — Опендатабот
Переходицька загальноосвітня школа І-ІІІ ступенів Рокитнівської районної ради Рівненської області,5625086804,переходицьказагальноосвтняшкола3ступенврокитнвськорайонорадирвненськообласт,,https://opendatabot.ua/c/25319180,Переходицький ліцей старосільської сільської ради сарненського району рівненської області Код ЄДРПОУ 25319180 — Опендатабот
"Комунальна установа ""Федорівська загальноосвітня школа I-III ступенів"" Пологівської районної ради Запорізької області",2324288201,комунальнаустановафедорвськазагальноосвтняшкола3ступенвпологвськорайонорадизапорзькообласт,,https://opendatabot.ua/c/22545237,Федорівська загальноосвітня школа i - iii ступенів імені г.т.берегового карлівської районної ради полтавської області Код ЄДРПОУ 22545237 — Опендатабот
Скадовська загальноосвітня школа I-III ступенів Чаплинської селищноїї ради Херсонської області,6525455115,скадовськазагальноосвтняшкола3ступенвчаплинськоселищнорадихерсонськообласт,,https://opendatabot.ua/c/24113453,Скадовський ліцей чаплинської селищної ради херсонської області Код ЄДРПОУ 24113453 — Опендатабот
"КОМУНАЛЬНИЙ ЗАКЛАД ""ПАРХОМІВСЬКИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС ""ЗАГАЛЬНООСВІТНЯ ШКОЛА I-III СТУПЕНІВ - ДИТЯЧИЙ САДОК"" ВОЛОДАРСЬКОЇ РАЙОННОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ",3221685601,комунальнийзакладпархомвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдитячийсадокволодарськорайонорадикивськообласт,,https://opendatabot.ua/c/25294994,Пархомівська гімназія володарської селищної ради Код ЄДРПОУ 25294994 — Опендатабот
"Товстянський навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Білопільської районної ради Сумської області",5920655337,товстянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладблопльськорайонорадисумськообласт,,https://opendatabot.ua/c/33329273,"Вершино-кам""ЯНСЬКИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС ""ЗАГАЛЬНООСВІТНЯ ШКОЛА I-III СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД"" НОВГОРОДКІВСЬКОЇ РАЙОННОЇ РАДИ КІРОВОГРАДСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 33329273 — Опендатабот"
Колодненський заклад загальної середньої освіти І-ІІІ ступенів Колодненської сільської ради Збаразького району Тернопільської області,6122484801,колодненськийзакладзагальносередньоосвти3ступенавчальновиховнийкомплексолодненськосльськорадизбаразькогорайонутернопльськообласт,,https://opendatabot.ua/c/43191894,Колодненський ліцей збаразької міської ради тернопільської області Код ЄДРПОУ 43191894 — Опендатабот
Биківський опорний заклад загальної середньої освіти Романівської селищної ради Житомирської області,1821455300,биквськийопорнийзакладзагальносередньоосвтироманвськоселищнорадижитомирськообласт,,https://opendatabot.ua/c/42451332,Биківський ліцей романівської селищної ради житомирського району житомирської області Код ЄДРПОУ 42451332 — Опендатабот
Дрогобицький механіко-технологічний фаховий коледж,4610600000,дрогобицькиймеханкотехнологчнийфаховийколедж,,https://opendatabot.ua/c/00220061,Дрогобицький механіко-технологічний фаховий коледж Код ЄДРПОУ 00220061 — Опендатабот
Чернацький навчально-виховний комплекс «заклад загальної середньої освіти І-ІІІ ступенів – заклад дошкільної освіти» Середино-Будської міської ради Сумської області,5924487601,чернацькийнавчальновиховнийкомплексзакладзагальносередньоосвти3ступенвзакладдошкльноосвтисерединобудськомськорадисумськообласт,,https://opendatabot.ua/c/33014298,Чернацький ліцей середино-будської міської ради сумської області Код ЄДРПОУ 33014298 — Опендатабот
Лісовосорочинська загальноосвітня школа I-III ступенів Прилуцької районної ради Чернігівської області,7424188826,лсовосорочинськазагальноосвтняшкола3ступенвприлуцькорайонорадичернгвськообласт,,https://opendatabot.ua/c/26382849,Лісовосорочинська загальноосвітня школа i-ii ступенів сухополов'янської сільської ради Код ЄДРПОУ 26382849 — Опендатабот
Задарівський заклад загальної середньої освіти І-ІІІ ступенів Монастириської міської ради Тернопільської області,6124285001,задарвськийзакладзагальносередньоосвти3ступенвмонастириськомськорадитернопльськообласт,,https://opendatabot.ua/c/23593528,Задарівський заклад загальної середньої освіти і-ііі ступенів монастириської міської ради Код ЄДРПОУ 23593528 — Опендатабот
"Комунальний заклад ""Тернуватський опорний заклад загальної середньої та дошкільної освіти"" Новомиколаївської районної ради Запорізької області",2323655500,комунальнийзакладтернуватськийопорнийзакладзагальносередньотадошкльноосвтиновомиколавськорайонорадизапорзькообласт,,https://opendatabot.ua/c/26317527,"Комунальний заклад ""ТЕРНУВАТСЬКИЙ ОПОРНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ТА ДОШКІЛЬНОЇ ОСВІТИ"" ТЕРНУВАТСЬКОЇ СЕЛИЩНОЇ РАДИ Код ЄДРПОУ 26317527 — Опендатабот"
"Комарівське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Макарівської районної ради Київської області",3222782901,комарвськенавчальновиховнеобєднанязагальноосвтняшкола3ступенвдитячийсадокмакарвськорайонорадикивськообласт,,https://opendatabot.ua/c/25800902,"Опорний навчальний заклад мар'янівське навчально-виховне об'єднання ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ-ДИТЯЧИЙ САДОК"" ПОЛІСЬКОЇ СЕЛИЩНОЇ РАДИ Код ЄДРПОУ 25800902 — Опендатабот"
Загальноосвітня школа І-ІІІ ступенів с.Балабанівка,523155100,загальноосвтняшкола3ступенвселабалабанавчальновиховнийкомплекса,,https://opendatabot.ua/c/26142200,Балабанівський ліцей вінницького району вінницької області Код ЄДРПОУ 26142200 — Опендатабот
Заліська №2 загальноосвітня школа I-III ступенів,6822481812,залська№2загальноосвтняшкола3ступенв,,https://opendatabot.ua/c/36236632,Заліська-2 загальноосвітня школа і-ііі ступенів гуменецької сільської ради кам'янець-подільського району хмельницької області Код ЄДРПОУ 36236632 — Опендатабот
Байбузівський заклад загальної середньої освіти І-ІІІ ступенів Мошнівської сільської ради Черкаського району Черкаської області,7124980501,байбузвськийзакладзагальносередньоосвти3ступенвмошнвськосльськорадичеркаськогорайонучеркаськообласт,,https://opendatabot.ua/c/24354719,Байбузівський ліцей мошнівської сільської ради черкаського району черкаської області Код ЄДРПОУ 24354719 — Опендатабот
Лисецький ліцей Лисецької селищної ради Івано-Франківської області,2625855600,лисецькийлцейлисецькоселищнорадиванофранквськообласт,,https://opendatabot.ua/c/20562734,Лисецький ліцей лисецької селищної ради івано-франківського району івано-франківської області Код ЄДРПОУ 20562734 — Опендатабот
Скулинський ліцей Колодяжненської сільської ради Ковельського району Волинської області,722183606,скулинськийлцейколодяжненськосльськорадиковельськогорайонуволинськообласт,,https://opendatabot.ua/c/20141501,Скулинський ліцей колодяжненської сільської ради ковельського району волинської області Код ЄДРПОУ 20141501 — Опендатабот
Токмацька загальноосвітня школа І - ІІІ ступеню № 1 Токмацької міської ради Запорізької області,2311000000,токмацьказагальноосвтняшкола3ступеню№1токмацькомськорадизапорзькообласт,,https://opendatabot.ua/c/26292610,Заклад загальної середньої освіти №2 токмацької міської ради Код ЄДРПОУ 26292610 — Опендатабот
Загальноосвітня школа І-ІІІ ступенів № 22 Кіровоградської міської ради Кіровоградської області,3510136300,загальноосвтняшкола3ступенв№22кровоградськомськорадикровоградськообласт,,https://opendatabot.ua/c/34085574,Загальноосвітня школа і-ііі ступенів №2 м. гайворон кіровоградської області Код ЄДРПОУ 34085574 — Опендатабот
Великомихайлівська загальноосвітня школа І-ІІІ ступенів Покровської районної ради Дніпропетровської області,1224283401,великомихайлвськазагальноосвтняшкола3ступенвпокровськорайонорадиднпропетровськообласт,,https://opendatabot.ua/c/35160490,Великомихайлівський ліцей великомихайлівської сільської ради синельниківського району дніпропетровської області Код ЄДРПОУ 35160490 — Опендатабот
"Опорний загальноосвітній навчальний заклад - Петровірівський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів-дошкільний навчальний заклад"" Ширяївської районної ради Одеської області",5125481001,опорнийзагальноосвтнйнавчальнийзакладпетроврвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладширявськорайонорадиодеськообласт,,https://opendatabot.ua/c/25814436,"Петропавлівський навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНЯ ШКОЛА I-III СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД (ЯСЛА-САДОК)"" ПЕТРОПАВЛІВСЬКОЇ СІЛЬСЬКОЇ РАДИ БІЛГОРОД-ДНІСТРОВСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 25814436 — Опендатабот"
Бабинська середня загальноосвітня школа І-ІІІ ступенів Самбірського району Львівської області,4624280301,бабинськасереднязагальноосвтняшкола3ступенвсамбрськогорайонульввськообласт,,https://opendatabot.ua/c/22377515,Гімназія с. бабина новокалинівської міської ради самбірського району львівської області Код ЄДРПОУ 22377515 — Опендатабот
"Опорний заклад загальної середньої освіти Дідівщинський навчально - виховний комплекс ""Заклад загальної середньої освіти І - ІІІ ступенів - заклад дошкільної освіти"" Томашівської сільської ради Фастівського району Київської області",3224982401,опорнийзакладзагальносередньоосвтиддвщинськийнавчальновиховнийкомплексзакладзагальносередньоосвти3ступенвзакладдошкльноосвтитомашвськосльськорадифаствськогорайонукивськообласт,,https://opendatabot.ua/c/24892813,Дідівщинський ліцей томашівської сільської ради Код ЄДРПОУ 24892813 — Опендатабот
Вільшаницький ліцей Тисменицької міської ради Івано-Франківської області,2625883501,вльшаницькийлцейтисменицькомськорадиванофранквськообласт,,https://opendatabot.ua/c/20562800,Вільшаницький ліцей тисменицької міської ради Код ЄДРПОУ 20562800 — Опендатабот
Комунальний заклад Сумської обласної ради - Шосткинська загальноосвітня школа-інтернат І-ІІІ ступенів,5911000000,комунальнийзакладсумськообласнорадишосткинськазагальноосвтняшколантернат3ступенв,,https://opendatabot.ua/c/22978674,Комунальний заклад сумської обласної ради-шосткинська загальноосвітня школа-інтернат і-ііі ступенів Код ЄДРПОУ 22978674 — Опендатабот
Вільнянська виправна колонія управління Державної пенітенціарної служби України в Запорізькій області (№ 20),2321510100,вльнянськавиправнаколоняуправлнядержавнопентенцарнослужбиукранивзапорзькйобласт№20,,https://opendatabot.ua/c/08563493,"Державна установа ""ВІЛЬНЯНСЬКА ВИПРАВНА КОЛОНІЯ (№ 20)"" Код ЄДРПОУ 08563493 — Опендатабот"
"Радісненська Загальноосвітня школа I-III ступенів Іванівської районної ради
",5121855600,радсненськазагальноосвтняшкола3ступенвванвськорайоноради,,https://opendatabot.ua/c/22502305,Радісненський ліцей знам’янської сільської ради Код ЄДРПОУ 22502305 — Опендатабот
Херсонський базовий медичний коледж Херсонської обласної ради,6510136300,херсонськийбазовиймедичнийколеджхерсонськообласноради,,https://opendatabot.ua/c/02011657,"Комунальний заклад ""ХЕРСОНСЬКИЙ БАЗОВИЙ МЕДИЧНИЙ ФАХОВИЙ КОЛЕДЖ"" ХЕРСОНСЬКОЇ ОБЛАСНОЇ РАДИ Код ЄДРПОУ 02011657 — Опендатабот"
Козівський заклад загальної середньої освіти І-ІІІ ступенів №1 Козівської селищної ради,6123055100,козвськийзакладзагальносередньоосвти3ступенв№1козвськоселищноради,,https://opendatabot.ua/c/24626968,Козівський ліцей №1 козівської селищної ради Код ЄДРПОУ 24626968 — Опендатабот
Фаховий коледж Київського інституту бізнесу та технологій товариство з обмеженою відповідальністю,8038500000,фаховийколеджкивськогонститутубзнесутатехнологйтовариствозобмеженоювдповдальнстю,,https://opendatabot.ua/c/37451372,Фаховий коледж київського інституту бізнесу та технологій ТОВ Код ЄДРПОУ 37451372 — Опендатабот
Віньковецький навчально-виховний комплекс у складі середньої загальноосвітньої школи I-III ступенів та гімназії,6820655100,вньковецькийнавчальновиховнийкомплексускладсередньозагальноосвтньошколи3ступенвтагмназ,,https://opendatabot.ua/c/23564455,Віньковецький ліцей віньковецької селищної ради хмельницької області Код ЄДРПОУ 23564455 — Опендатабот
Острівська загальноосвітня школа І - ІІІ ступенів Мар'їнської районної ради Донецької області,1423381505,острвськазагальноосвтняшкола3ступенвмарнськорайонорадидонецькообласт,,https://opendatabot.ua/c/25701695,Костянтинопольська гімназія курахівської міської ради донецької області Код ЄДРПОУ 25701695 — Опендатабот
Володимир-Волинський педагогічний фаховий коледж ім. А. Ю. Кримського Волинської обласної ради,710200000,володимирволинськийпедагогчнийфаховийколеджменаюкримськоговолинськообласноради,,https://opendatabot.ua/c/02125941,Володимирський педагогічний фаховий коледж імені агатангела кримського волинської обласної ради Код ЄДРПОУ 02125941 — Опендатабот
Снятинський ліцей імені Антона Лотоцького Снятинської районної ради Івано-Франківської області,2625210100,снятинськийлцейменантоналотоцькогоснятинськорайонорадиванофранквськообласт,,https://opendatabot.ua/c/23923262,Снятинський ліцей імені антона лотоцького снятинської міської ради коломийського району івано-франківської області Код ЄДРПОУ 23923262 — Опендатабот
Райгородоцький заклад загальної середньої освіти I-III ступенів імені Героя Радянського Союзу В.К.Олійника Райгородоцької сільської ради Бердичівського району Житомирської області,1820885201,райгородоцькийзакладзагальносередньоосвти3ступенвменгероярадянськогосоюзувколйникарайгородоцькосльськорадибердичвськогорайонужитомирськообласт,,https://opendatabot.ua/c/22054628,Райгородоцький ліцей імені в. к. олійника райгородоцької сільської ради бердичівського району житомирської області Код ЄДРПОУ 22054628 — Опендатабот
Борзнянська загальноосвітня школа I-III ступенів імені Христини Алчевської Борзнянської районної ради Чернігівської області,7420810100,борзнянськазагальноосвтняшкола3ступенвменхристиниалчевськоборзнянськорайонорадичернгвськообласт,,https://opendatabot.ua/c/26467511,Борзнянська загальноосвітня школа і-ііі ступенів імені христини алчевської борзнянської міської ради чернігівської області Код ЄДРПОУ 26467511 — Опендатабот
Машинобудівний фаховий коледж Дніпровського національного університету імені Олеся Гончара,1210137200,машинобудвнийфаховийколеджднпровськогонацональногоунверситетуменолесягончара,,https://opendatabot.ua/c/04601908,Машинобудівний фаховий коледж дніпровського національного університету імені олеся гончара Код ЄДРПОУ 04601908 — Опендатабот
Білицька загальноосвітня школа I-III ступенів №8 Добропільської міської ради Донецької області,1411570300,блицьказагальноосвтняшкола3ступенв№8добропльськомськорадидонецькообласт,,https://opendatabot.ua/c/25702335,Білицький комунальний заклад загальної середньої освіти і-іі ступенів № 8 добропільської міської ради донецької області Код ЄДРПОУ 25702335 — Опендатабот
Красилівська загальноосвітня школа I-III ступенів №4 імені Героя Радянського Союзу Петра Кізюна Красилівського району Хмельницької області,6822710100,красилвськазагальноосвтняшкола3ступенв№4менгероярадянськогосоюзупетракзюнакрасилвськогорайонухмельницькообласт,,https://opendatabot.ua/c/25880172,Красилівська гімназія №4 імені героя радянського союзу петра кізюна красилівської міської ради хмельницької області Код ЄДРПОУ 25880172 — Опендатабот
Олевська загальноосвітня школа I-III ступенів №3,1824410100,олевськазагальноосвтняшкола3ступенв№3,,https://opendatabot.ua/c/22054999,Олевський ліцей №3 олевської міської ради Код ЄДРПОУ 22054999 — Опендатабот
"Державний навчальний заклад ""Вінницький центр професійно-технічної освіти технологій та дизайну""",510100000,державнийнавчальнийзакладвницькийцентрпрофесйнотехнчноосвтитехнологйтадизайну,,https://opendatabot.ua/c/02539938,"Державний навчальний заклад ""ВІННИЦЬКИЙ ЦЕНТР ПРОФЕСІЙНО-ТЕХНІЧНОЇ ОСВІТИ ТЕХНОЛОГІЙ ТА ДИЗАЙНУ"" Код ЄДРПОУ 02539938 — Опендатабот"
"Комунальний заклад ""Дмитрівський заклад загальної середньої освіти I-III ступенів"" Слов'янської районної ради Донецької області",1424281001,комунальнийзакладдмитрвськийзакладзагальносередньоосвти3ступенвсловянськорайонорадидонецькообласт,,https://opendatabot.ua/c/30255822,Дмитрівський заклад загальної середньої освіти i-iii ступенів № 29 краматорської міської ради донецької області Код ЄДРПОУ 30255822 — Опендатабот
"Опорний заклад загальної середньої освіти І-ІІІ ступенів ""Новострілищанський ліцей імені Миколи Лебедя"" Бібрської міської ради Львівської області",4621555900,опорнийзакладзагальносередньоосвти3ступенвновострлищанськийлцейменмиколилебедяббрськомськорадильввськообласт,,https://opendatabot.ua/c/22351384,Новострілищанський опорний ліцей імені миколи лебедя бібрської міської ради львівського району львівської області Код ЄДРПОУ 22351384 — Опендатабот
Лазівська загальноосвітня школа І-ІІІ ступенів Лазівської сільської ради Тячівського району Закарпатської області,2124410102,лазвськазагальноосвтняшкола3ступенвлазвськосльськорадитячвськогорайонузакарпатськообласт,,https://opendatabot.ua/c/25452370,Лазівський ліцей тячівської міської ради закарпатської області Код ЄДРПОУ 25452370 — Опендатабот
Харківське вище професійне училище швейного виробництва та побуту Української інженерно-педагогічної академії,6310137900,харквськевищепрофесйнеучилищешвейноговиробництватапобутуукранськонженернопедагогчноакадем,,https://opendatabot.ua/c/42328668,"Державний заклад професійної (професійно-технічної) освіти ""ХАРКІВСЬКЕ ВИЩЕ ПРОФЕСІЙНЕ УЧИЛИЩЕ ШВЕЙНОГО ВИРОБНИЦТВА ТА ПОБУТУ"" Код ЄДРПОУ 42328668 — Опендатабот"
"Відокремлений структурний підрозділ ""Вінницький фаховий коледж економіки та підприємництва Західноукраїнського національного університету""",510100000,вдокремленийструктурнийпдроздлвницькийфаховийколеджекономкитапдприємництвазахдноукранськогонацональногоунверситету,,https://opendatabot.ua/c/38417484,"Відокремлений структурний підрозділ ""ВІННИЦЬКИЙ ФАХОВИЙ КОЛЕДЖ ЕКОНОМІКИ ТА ПІДПРИЄМНИЦТВА ЗАХІДНОУКРАЇНСЬКОГО НАЦІОНАЛЬНОГО УНІВЕРСИТЕТУ'' Код ЄДРПОУ 38417484 — Опендатабот"
Володимирівський ліцей Межівської селищної ради,1222655114,володимирвськийлцеймежвськоселищноради,,https://opendatabot.ua/c/26461365,Володимирівський ліцей межівської селищної ради Код ЄДРПОУ 26461365 — Опендатабот
"Киликиївський навчально-виховний комплекс ""дошкільний навчальний заклад - середня загальноосвітня школа I-III ступенів"" Славутської районної ради Хмельницької області",6823980308,киликивськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладсереднязагальноосвтняшкола3ступенвславутськорайонорадихмельницькообласт,,https://opendatabot.ua/c/30048345,Киликиївський ліцей ганнопільської сільської ради шепетівського району хмельницької області Код ЄДРПОУ 30048345 — Опендатабот
Чорнопотоківський ліцей Делятинської селищної ради,2624055902,чорнопотоквськийлцейделятинськоселищноради,,https://opendatabot.ua/c/23805396,Чорнопотоківський ліцей делятинської селищної ради Код ЄДРПОУ 23805396 — Опендатабот
Молницька загальноосвітня школа І-ІІІ ступенів Герцаївської міської ради,7320710104,молницьказагальноосвтняшкола3ступенвгерцавськомськоради,,https://opendatabot.ua/c/21438077,Молницький ліцей герцаївської міської ради Код ЄДРПОУ 21438077 — Опендатабот
Приборжавська загальноосвітня школа І-ІІІ ступенів Іршавської районної ради Закарпатської області,2121986801,приборжавськазагальноосвтняшкола3ступенвршавськорайонорадизакарпатськообласт,,https://opendatabot.ua/c/22099683,Сухівська загальноосвітня школа і-іі ступенів іршавської районної ради закарпатської області Код ЄДРПОУ 22099683 — Опендатабот
"Малоскнитський навчально-виховний комплекс ""дошкільний навчальний заклад - загальноосвітня школа I-III ступенів"" Ганнопільської сільської ради Славутського району Хмельницької області",6823980310,малоскнитськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступенвганопльськосльськорадиславутськогорайонухмельницькообласт,,https://opendatabot.ua/c/33369562,"Мельниківський навчально - виховний комплекс ""ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД - ЗАГАЛЬНООСВІТНЯ ШКОЛА I-III СТУПЕНІВ"" ТАГАНЧАНСЬКОЇ СІЛЬСЬКОЇ РАДИ ЧЕРКАСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 33369562 — Опендатабот"
"Відокремлений структурний підрозділ ""Роменський фаховий коледж Сумського національного аграрного університету""",5910700000,вдокремленийструктурнийпдроздлроменськийфаховийколеджсумськогонацональногоаграрногоунверситету,,https://opendatabot.ua/c/26378227,"Відокремлений структурний підрозділ ""РОМЕНСЬКИЙ ФАХОВИЙ КОЛЕДЖ СУМСЬКОГО НАЦІОНАЛЬНОГО АГРАРНОГО УНІВЕРСИТЕТУ"" Код ЄДРПОУ 26378227 — Опендатабот"
Загальноосвітня школа I-III ступенів с. Пологи Теплицький район Вінницька область,523786001,загальноосвтняшкола3ступенвселапологитеплицькийрайонвницькаобласть,,https://opendatabot.ua/c/26234818,"Комунальний заклад теплицької селищної ради ""ПОЛОГІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА I-III СТУПЕНІВ"" Код ЄДРПОУ 26234818 — Опендатабот"
Гаврилівська загальноосвітня школа І-ІІІ ступенів Каланчацької селищної ради Херсонської області,6523255104,гаврилвськазагальноосвтняшкола3ступенавчальновиховнийкомплексаланчацькоселищнорадихерсонськообласт,,https://opendatabot.ua/c/24963275,Гаврилівська загальноосвітня школа і - ііі ступенів каланчацької селищної ради херсонської області Код ЄДРПОУ 24963275 — Опендатабот
Воронковецька загальноосвітня школа I-III ступенів Старокостянтинівської районної ради Хмельницької області,6824282302,воронковецьказагальноосвтняшкола3ступенвстарокостянтинвськорайонорадихмельницькообласт,,https://opendatabot.ua/c/21333668,Воронковецька загальноосвітня школа i - iii ступенів старокостянтинівської міської ради Код ЄДРПОУ 21333668 — Опендатабот
Колодрубівська загальноосвітня школа І-ІІІ ступенів Миколаївської районної ради Львівської області,4623084401,колодрубвськазагальноосвтняшкола3ступенвмиколавськорайонорадильввськообласт,,https://opendatabot.ua/c/25560674,Колодрубівський заклад загальної середньої освіти і-ііі ступенів миколаївської міської ради стрийського району львівської області Код ЄДРПОУ 25560674 — Опендатабот
Малошпаківська ЗОШ І-ІІІ ступенів Рівненської районної ради Рівненської області,5624684111,малошпаквськазагальнооосвтняшкола3ступенврвненськорайонорадирвненськообласт,,https://opendatabot.ua/c/25315578,"Опорний заклад ""МАЛОШПАКІВСЬКИЙ ЛІЦЕЙ ДЯДЬКОВИЦЬКОЇ СІЛЬСЬКОЇ РАДИ РІВНЕНСЬКОГО РАЙОНУ РІВНЕНСЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 25315578 — Опендатабот"
"Навчально - виховний комплекс ""Ліцей інформаційних технологій - спеціалізована школа ІІ ступеня"" Олександрійської міської ради Кіровоградської області",3510300000,навчальновиховнийкомплекслцейнформацйнихтехнологйспецалзованашколаступеняолександрйськомськорадикровоградськообласт,,https://opendatabot.ua/c/32637378,Ліцей інформаційних технологій олександрійської міської ради кіровоградської області Код ЄДРПОУ 32637378 — Опендатабот
Степнянський заклад загальної середньої освіти І - ІІІ ступенів Мар'їнської районної ради Донецької області,1414890005,степнянськийзакладзагальносередньоосвти3ступенвмарнськорайонорадидонецькообласт,,https://opendatabot.ua/c/25608027,Успенівський заклад загальної середньої освіти і-іі ступенів мар'їнської районної ради донецької області Код ЄДРПОУ 25608027 — Опендатабот
"Грушківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Ульяновської районної ради",3525581301,грушквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладульяновськорайоноради,,https://opendatabot.ua/c/24767522,"Ряснопільський навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ -ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД"" БЕРЕЗІВСЬКОЇ РАЙОННОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 24767522 — Опендатабот"
Городищенська загальноосвітня школа I-III ступенів Біловодської районної ради Луганської області,4420655100,городищенськазагальноосвтняшкола3ступенвбловодськорайонорадилуганськообласт,,https://opendatabot.ua/c/33452131,Городищенський ліцей біловодської селищної ради луганської області Код ЄДРПОУ 33452131 — Опендатабот
Яковлівський навчально-виховний комплекс Лозівської районної ради,6323988501,яковлвськийнавчальновиховнийкомплекслозвськорайоноради,,https://opendatabot.ua/c/24675949,"Комунальний заклад ""ЯКОВЛІВСЬКИЙ ЛІЦЕЙ"" ЛОЗІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 24675949 — Опендатабот"
Западинська загальноосвітня школа I-III ступенів Красилівського району Хмельницької області,6822782901,западинськазагальноосвтняшкола3ступенавчальновиховнийкомплексрасилвськогорайонухмельницькообласт,,https://opendatabot.ua/c/25889339,Западинська гімназія красилівської міської ради хмельницької області Код ЄДРПОУ 25889339 — Опендатабот
Новожуківський ліцей Зорянської сільської ради Рівненськго району Рівненської області,5624687902,новожуквськийлцейзорянськосльськорадирвненськгорайонурвненськообласт,,https://opendatabot.ua/c/25314337,Новожуківський ліцей зорянської сільської ради рівненського району рівненської області Код ЄДРПОУ 25314337 — Опендатабот
"Остапівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Лугинської селищної ради Лугинського району Житомирської області",1822855121,остапвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзакладлугинськоселищнорадилугинськогорайонужитомирськообласт,,https://opendatabot.ua/c/25689646,"Захарівський навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНІЙ НАВЧАЛЬНИЙ ЗАКЛАД I-III СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД СТАРОДУБІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ДОНЕЦЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 25689646 — Опендатабот"
Кременчуцька спеціалізована школа інтернат І-ІІІ ступенів імені А.С.Макаренка Полтавської обласної ради,5310436500,кременчуцькаспецалзованашколантернат3ступенвменаселамакаренкаполтавськообласноради,,https://opendatabot.ua/c/22531241,Кременчуцький спортивний ліцей імені і.м.піддубного полтавської обласної ради Код ЄДРПОУ 22531241 — Опендатабот
