eoname,KOATUU_2020,id,Код ЄДРПОУ,url,title_opendatabot
Нечаянська загальноосвітня школа I-III ступенів Нечаянської сільської ради Миколаївського району Миколаївської області,4824282701,нечаянськазагальноосвтняшкола3ступенвнечаянськосльськорадимиколавськогорайонумиколавськообласт,,https://opendatabot.ua/c/26087234,Нечаянський ліцей нечаянської сільської ради миколаївського району миколаївської області Код ЄДРПОУ 26087234 — Опендатабот
"Державний ліцей-інтернат з посиленою військово-фізичною підготовкою ""Кадетський корпус"" імені І.Г. Харитоненка",5910136300,державнийлцейнтернатзпосиленоювйськовофзичноюпдготовкоюкадетськийкорпусменгхаритоненка,,https://opendatabot.ua/c/38245193,"Державний ліцей-інтернат з посиленою військово-фізичною підготовкою ""КАДЕТСЬКИЙ КОРПУС"" ІМЕНІ І.Г.ХАРИТОНЕНКА ДЕРЖАВНОЇ ПРИКОРДОННОЇ СЛУЖБИ УКРАЇНИ Код ЄДРПОУ 38245193 — Опендатабот"
Давидковецька загальноосвітня школа I-III ступенів,6825082401,давидковецьказагальноосвтняшкола3ступенв,,https://opendatabot.ua/c/23563326,Давидковецька загальноосвітня школа і-ііі ступенів хмельницької міської ради хмельницької області Код ЄДРПОУ 23563326 — Опендатабот
Круподеринська загальноосвітня школа І-ІІІ ступенів Оржицької селищної ради Полтавської області,5323682201,круподеринськазагальноосвтняшкола3ступенворжицькоселищнорадиполтавськообласт,,https://opendatabot.ua/c/23280628,Круподеринська гімназія оржицької селищної ради полтавської області Код ЄДРПОУ 23280628 — Опендатабот
Рокосівський заклад загальної середньої освіти І-ІІІ ступенів Хустської міської ради Закарпатської області,2125387101,рокосвськийзакладзагальносередньоосвти3ступенвхустськомськорадизакарпатськообласт,,https://opendatabot.ua/c/34901108,Рокосівський ліцей хустської міської ради Код ЄДРПОУ 34901108 — Опендатабот
Кустолово-Суходільська загальноосвітня школа І-ІІІ ступенів Машівської районної ради Полтавської області,5323083809,кустоловосуходльськазагальноосвтняшкола3ступенвмашвськорайонорадиполтавськообласт,,https://opendatabot.ua/c/23551702,Кустолово-суходільський ліцей михайлівської сільської ради полтавського району полтавської області Код ЄДРПОУ 23551702 — Опендатабот
Леськівський заклад загальної середньої освіти І-ІІІ ступенів Монастирищенської районної ради Черкаської області,7123484001,леськвськийзакладзагальносередньоосвти3ступенвмонастирищенськорайонорадичеркаськообласт,,https://opendatabot.ua/c/24415846,Леськівський заклад загальної середньої освіти і-ііі ступенів монастирищенської міської ради черкаської області Код ЄДРПОУ 24415846 — Опендатабот
"КОМУНАЛЬНИЙ ЗАКЛАД ""ХАРКІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ №30 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ ІМЕНІ ГЕРОЯ РАДЯНСЬКОГО СОЮЗУ С.О.БОРЗЕНКА""",6310137500,комунальнийзакладхарквськазагальноосвтняшкола3ступенв№30харквськомськорадихарквськообластменгероярадянськогосоюзуселаоборзенка,,https://opendatabot.ua/c/21237462,"Комунальний заклад ""ХАРКІВСЬКА ГІМНАЗІЯ № 30 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ"" Код ЄДРПОУ 21237462 — Опендатабот"
Криворізька загальноосвітня школа І-ІІІ ступенів № 75 Криворізької міської ради Дніпропетровської області,1211036300,криворзьказагальноосвтняшкола3ступенв№75криворзькомськорадиднпропетровськообласт,,https://opendatabot.ua/c/33355350,Криворізька загальноосвітня школа і-ііі ступенів №19 криворізької міської ради дніпропетровської області Код ЄДРПОУ 33355350 — Опендатабот
"Жежелівський загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа-дитячий садок""",521481803,жежелвськийзагальноосвтнйнавчальновиховнийкомплекс3ступенвшколадитячийсадок,,https://opendatabot.ua/c/34377380,Жежелівський ліцей глуховецької селищної ради Код ЄДРПОУ 34377380 — Опендатабот
Тальнівська загальноосвітня санаторна школа-інтернат І-ІІІ ступенів Черкаської обласної ради,7124010100,тальнвськазагальноосвтнясанаторнашколантернат3ступенвчеркаськообласноради,,https://opendatabot.ua/c/04591541,"Комунальний заклад ""ТАЛЬНІВСЬКА САНАТОРНА ШКОЛА ЧЕРКАСЬКОЇ ОБЛАСНОЇ РАДИ"" Код ЄДРПОУ 04591541 — Опендатабот"
"Відокремлений структурний підрозділ ""Харківський фаховий коледж харчової промисловості Державного біотехнологічного університету""",6310137200,вдокремленийструктурнийпдроздлхарквськийфаховийколеджхарчовопромисловостдержавногоботехнологчногоунверситету,,https://opendatabot.ua/c/44489368,"Відокремлений структурний підрозділ ""ХАРКІВСЬКИЙ ФАХОВИЙ КОЛЕДЖ ХАРЧОВОЇ ПРОМИСЛОВОСТІ ДЕРЖАВНОГО БІОТЕХНОЛОГІЧНОГО УНІВЕРСИТЕТУ"" Код ЄДРПОУ 44489368 — Опендатабот"
"Великомедведівський навчально-виховний комплекс ""загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Шепетівської районної ради Хмельницької області",6825589002,великомедведвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзакладшепетвськорайонорадихмельницькообласт,,https://opendatabot.ua/c/23563071,Великомедведівська гімназія судилківської сільської ради шепетівського району хмельницької області Код ЄДРПОУ 23563071 — Опендатабот
"Смільченецький навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Лисянської районної ради Черкаської області",7122886801,смльченецькийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступенвлисянськорайонорадичеркаськообласт,,https://opendatabot.ua/c/33329746,"Смільченецький навчально-виховний комплекс ""ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД-ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ"" ЛИСЯНСЬКОЇ РАЙОННОЇ РАДИ ЧЕРКАСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 33329746 — Опендатабот"
Цюрупинська гімназія Цюрупинської районної ради Херсонської області,6525010100,цюрупинськагмназяцюрупинськорайонорадихерсонськообласт,,https://opendatabot.ua/c/24957205,"Комунальний заклад ""ОЛЕШКІВСЬКИЙ ОПОРНИЙ ЗАКЛАД ОСВІТИ № 4"" ОЛЕШКІВСЬКОЇ МІСЬКОЇ РАДИ Код ЄДРПОУ 24957205 — Опендатабот"
Середня загальноосвітня школа № 18 - загальноосвітній навчальний заклад І-ІІІ ступенів,1211900000,середнязагальноосвтняшкола№18загальноосвтнйнавчальнийзаклад3ступенв,,https://opendatabot.ua/c/22881834,"Загальноосвітній навчальний заклад і-ііі ступенів ""СЕРЕДНЯ ЗАГАЛЬНООСВІТНЯ ШКОЛА № 93"" ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА Код ЄДРПОУ 22881834 — Опендатабот"
"Комишуваський навчально - виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад (ясла-садок)"" Попаснянської районної ради Луганської області",4423856900,комишуваськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзакладясласадокпопаснянськорайонорадилуганськообласт,,https://opendatabot.ua/c/26462710,"Комунальний навчальний заклад "" НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС №30 ""ЗАГАЛЬНООСВІТНІЙ НАВЧАЛЬНИЙ ЗАКЛАД І-ІІІ СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД (ЯСЛА-САДОК)"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ Код ЄДРПОУ 26462710 — Опендатабот"
"Селищанський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Баришівської селищної ради",3220287001,селищанськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдитячийсадокбаришвськоселищноради,,https://opendatabot.ua/c/25302819,"Войтівський навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ-ДИТЯЧИЙ САДОК"" ЗГУРІВСЬКОЇ СЕЛИЩНОЇЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 25302819 — Опендатабот"
Орівський заклад загальної середньої освіти І-ІІІ ступенів Трускавецької міської ради Дрогобицького району Львівської області,4624585201,орвськийзакладзагальносередньоосвти3ступенвтрускавецькомськорадидрогобицькогорайонульввськообласт,,https://opendatabot.ua/c/22391679,"Комунальний навчальний заклад ""ОРІВСЬКИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ СТУПЕНІВ ТРУСКАВЕЦЬКОЇ МІСЬКОЇ РАДИ ДРОГОБИЦЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 22391679 — Опендатабот"
Кременчуцька виховна колонія управління Державної пенітенціарної служби України в Полтавській області ,5310436100,кременчуцькавиховнаколоняуправлнядержавнопентенцарнослужбиукранивполтавськйобласт,,https://opendatabot.ua/c/08564280,"Державна установа ""КРЕМЕНЧУЦЬКА ВИХОВНА КОЛОНІЯ"" Код ЄДРПОУ 08564280 — Опендатабот"
"Відокремлений структурний підрозділ ""Автотранспортний фаховий коледж Національного технічного університету ""Дніпровська політехніка""",1210137500,вдокремленийструктурнийпдроздлавтотранспортнийфаховийколеджнацональноготехнчногоунверситетуднпровськаполтехнка,,https://opendatabot.ua/c/26461744,"Відокремлений структурний підрозділ ""АВТОТРАНСПОРТНИЙ ФАХОВИЙ КОЛЕДЖ НАЦІОНАЛЬНОГО ТЕХНІЧНОГО УНІВЕРСИТЕТУ ""ДНІПРОВСЬКА ПОЛІТЕХНІКА"" Код ЄДРПОУ 26461744 — Опендатабот"
"Комунальний заклад ""Миколаївська загальноосвітня школа №1 І-ІІІ ступенів""",1221487703,комунальнийзакладмиколавськазагальноосвтняшкола№13ступенв,,https://opendatabot.ua/c/20267188,Миколаївський ліцей № 1 миколаївської сільської ради дніпровського району дніпропетровської області Код ЄДРПОУ 20267188 — Опендатабот
"Чемеровецький навчально-виховний комплекс №1 ""Загальноосвітня школа І-ІІІ ступенів, ліцей та міжшкільний навчально-виробничий комбінат"" Чемеровецької селищної ради",6825255100,чемеровецькийнавчальновиховнийкомплекс№1загальноосвтняшкола3ступенвлцейтамжшкльнийнавчальновиробничийкомбнатчемеровецькоселищноради,,https://opendatabot.ua/c/33246889,"ПП ""ЧЕМЕРОВЕЦЬКА БУДІВЕЛЬНА КОМПАНІЯ"" Код ЄДРПОУ 33246889 — Опендатабот"
Висоцька загальноосвітня школа І-ІІІ ступенів Висоцької сільської ради Дубровицького району Рівненської області,5621882001,висоцьказагальноосвтняшкола3ступенввисоцькосльськорадидубровицькогорайонурвненськообласт,,https://opendatabot.ua/c/25314076,Висоцький ліцей висоцької сільської ради сарненського району рівненської області Код ЄДРПОУ 25314076 — Опендатабот
Вовковиївська загальноосвітня школа І-ІІІ ступенів Демидівського району Рівненської області,5621482003,вовковивськазагальноосвтняшкола3ступенвдемидвськогорайонурвненськообласт,,https://opendatabot.ua/c/24177200,Вовковиївський ліцей демидівської селищної ради рівненської області Код ЄДРПОУ 24177200 — Опендатабот
Заклад загальної середньої освіти І-ІІІ стпенів Соснівський ліцей №3 Сокальської районної ради Львівської області,4624810200,закладзагальносередньоосвти3стпенвсоснвськийлцей№3сокальськорайонорадильввськообласт,,https://opendatabot.ua/c/22405625,Соснівська загальноосвітня школа і-ііі ступенів № 14 червоноградської міської ради львівської області Код ЄДРПОУ 22405625 — Опендатабот
"Радинське навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Поліської селищної радиі",3223588001,радинськенавчальновиховнеобєднанязагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладполськоселищноради,,https://opendatabot.ua/c/25690023,"Вовчківське навчально-виховне об""ЄДНАННЯ ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ-ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД"" ПОЛІСЬКОЇ СЕЛИЩНОЇ РАДИ Код ЄДРПОУ 25690023 — Опендатабот"
"Відокремлений підрозділ ""Костопільський медичний коледж"" комунального закладу вищої освіти ""Рівненська медична академія"" Рівненської обласної ради",5623410100,вдокремленийпдроздлкостопльськиймедичнийколеджкомунальногозакладувищоосвтирвненськамедичнаакадемярвненськообласноради,,https://opendatabot.ua/c/25798464,"Первинна профспілкова організація студентів відокремленого підрозділу ""КОСТОПІЛЬСЬКИЙ МЕДИЧНИЙ КОЛЕДЖ"" КОМУНАЛЬНОГО ЗАКЛАДУ ВИЩОЇ ОСВІТИ ""РІВНЕНСЬКА МЕДИЧНА АКАДЕМІЯ"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ Код ЄДРПОУ 25798464 — Опендатабот"
Хочинська загальноосвітня школа I-III ступенів,1824410151,хочинськазагальноосвтняшкола3ступенв,,https://opendatabot.ua/c/22054901,Хочинський ліцей олевської міської ради Код ЄДРПОУ 22054901 — Опендатабот
Бочманівська загальноосвітня школа I-III ступенів Подільського району Одеської області,5122983808,бочманвськазагальноосвтняшкола3ступенвподльськогорайонуодеськообласт,,https://opendatabot.ua/c/24774172,"Бочманівський ""ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІI СТУПЕНІВ"" КУЯЛЬНИЦЬКОЇ СІЛЬСЬКОЇ РАДИ ПОДІЛЬСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 24774172 — Опендатабот"
Криворізька загальноосвітня школа І-ІІІ ступенів № 97 Криворізької міської ради Дніпропетровської області,1211036600,криворзьказагальноосвтняшкола3ступенв№97криворзькомськорадиднпропетровськообласт,,https://opendatabot.ua/c/33355350,Криворізька загальноосвітня школа і-ііі ступенів №19 криворізької міської ради дніпропетровської області Код ЄДРПОУ 33355350 — Опендатабот
Войнихівська загальноосвітня школа І-ІІІ ступенів Засульської сільської ради Полтавської області,5322881201,войнихвськазагальноосвтняшкола3ступенвзасульськосльськорадиполтавськообласт,,https://opendatabot.ua/c/20565359,Войнилівська загальноосвітня школа і-ііі ступенів калуської районної ради івано-франківської області Код ЄДРПОУ 20565359 — Опендатабот
Черкаська спеціалізована школа І-ІІІ ступенів №27 імені М.К.Путейка Черкаської міської ради Черкаської області,7110136700,черкаськаспецалзованашкола3ступенв№27менменкпутейкачеркаськомськорадичеркаськообласт,,https://opendatabot.ua/c/21367360,Черкаська спеціалізована школа №27i-iii ступенів ім. м. к. путейка черкаської міської ради черкаської області Код ЄДРПОУ 21367360 — Опендатабот
Комунальний заклад Львівської обласної ради Львівський коледж декоративного і ужиткового мистецтва ім. І. Труша,4610136600,комунальнийзакладльввськообласнорадильввськийколедждекоративногоужитковогомистецтваментруша,,https://opendatabot.ua/c/02214739,Комунальний заклад львівської обласної ради львівський фаховий коледж декоративного і ужиткового мистецтва ім. і. труша Код ЄДРПОУ 02214739 — Опендатабот
"Мукачівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад ""Гармонія"" Мукачівської міської ради Закарпатської області",2110400000,мукачвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдошкльнийнавчальнийзакладгармонямукачвськомськорадизакарпатськообласт,,https://opendatabot.ua/c/40773391,"Мукачівський навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ-ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД"" №15 МУКАЧІВСЬКОЇ МІСЬКОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 40773391 — Опендатабот"
Кремінський ліцей №3 Кремінської районної ради Луганської області,4421610100,кремнськийлцей№3кремнськорайонорадилуганськообласт,,https://opendatabot.ua/c/35753017,Кремінський ліцей №3 кремінської міської ради луганської області Код ЄДРПОУ 35753017 — Опендатабот
Лебединська загальноосвітня школа І-ІІІ ступенів Лебединської сільської ради Голованівського району,3521484201,лебединськазагальноосвтняшкола3ступенвлебединськосльськорадиголованвськогорайону,,https://opendatabot.ua/c/25705871,Лебединська загальноосвітня школа і-ііі ступенів-сад лебединської сільської ради новоазовського району донецької області Код ЄДРПОУ 25705871 — Опендатабот
"Загальноосвітня школа І, ІІ, ІІІ ступенів №2 м. Радехова Львівської області",4623910100,загальноосвтняшколаступенв№2мрадеховальввськообласт,,https://opendatabot.ua/c/22375315,"Загальноосвітня школа і, іі, ііі ступенів № 2 м.радехова радехівського району львівської області Код ЄДРПОУ 22375315 — Опендатабот"
"Шевелівський навчально-виховний комплекс ""загальноосвітній навчальний заклад I-III ступенів- дошкільний навчальний заклад"" Балаклійської районної ради Харківської області",6320287401,шевелвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступенвдошкльнийнавчальнийзакладбалаклйськорайонорадихарквськообласт,,https://opendatabot.ua/c/25457769,Шевелівський ліцей балаклійської міської ради харківської області Код ЄДРПОУ 25457769 — Опендатабот
Ільницька загальноосвітня школа І-ІІІ ступенів Іршавської районної ради Закарпатської області,2121984501,льницьказагальноосвтняшкола3ступенвршавськорайонорадизакарпатськообласт,,https://opendatabot.ua/c/22099878,Ільницький заклад загальної середньої освіти i-iii ступенів іршавської міської ради закарпатської області Код ЄДРПОУ 22099878 — Опендатабот
Загальноосвітня школа № 11 I-III ступенів міста Ізмаїл Одеської області,5110600000,загальноосвтняшкола№113ступенвмстазмалодеськообласт,,https://opendatabot.ua/c/24772925,Ізмаїльська гімназія № 11 з початковою школою ізмаїльського району одеської області Код ЄДРПОУ 24772925 — Опендатабот
Підгірненська загальноосвітня школа I-III ступенів Новомиколаївського району Запорізької області,2323684001,пдгрненськазагальноосвтняшкола3ступенвновомиколавськогорайонузапорзькообласт,,https://opendatabot.ua/c/26317585,Підгірненська гімназія новомиколаївської селищної ради запорізького району запорізької області Код ЄДРПОУ 26317585 — Опендатабот
Костянтинівська загальноосвітня школа I-III ступенів № 9 Костянтинівської міської ради Донецької області,1412600000,костянтинвськазагальноосвтняшкола3ступенв№9костянтинвськомськорадидонецькообласт,,https://opendatabot.ua/c/25688380,Костянтинівський заклад загальної середньої освіти і-ііі ступенів №6 костянтинівської міської ради донецької області Код ЄДРПОУ 25688380 — Опендатабот
Веселівська загальноосвітня школа І-ІІІ ступенів Бобринецької районної ради,3520882801,веселвськазагальноосвтняшкола3ступенвбобринецькорайоноради,,https://opendatabot.ua/c/33334152,Бобринецька загальноосвітня школа і-ііі ступенів №5 імені п.п. шумилова бобринецької районної ради кіровоградської області Код ЄДРПОУ 33334152 — Опендатабот
Красненський навчально-виховний комплекс Бахмацької районної ради Чернігівської області,7420385001,красненськийнавчальновиховнийкомплексбахмацькорайонорадичернгвськообласт,,https://opendatabot.ua/c/33392675,"Красненський навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНІЙ НАВЧАЛЬНИЙ ЗАКЛАД І-ІІІ СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД"" БАТУРИНСЬКОЇ МІСЬКОЇ РАДИ Код ЄДРПОУ 33392675 — Опендатабот"
"Фастівський навчально-виховний комплекс ""Ліцей інформаційних технологій - Спеціалізована загальноосвітня школа І-ІІІ ступенів №9"" Фастівської міської ради Київської обл.",3211200000,фаствськийнавчальновиховнийкомплекслцейнформацйнихтехнологйспецалзованазагальноосвтняшкола3ступенв№9фаствськомськорадикивськообласт,,https://opendatabot.ua/c/22201118,Фастівський академічний ліцей № 9 фастівської міської ради київської області Код ЄДРПОУ 22201118 — Опендатабот
Верхньоторецький навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад,1425555200,верхньоторецькийнавчальновиховнийкомплекс:загальноосвтняшкола3ступенвдошкльнийнавчальнийзаклад,,https://opendatabot.ua/c/25703286,Комунальний заклад верхньоторецький навчально-виховний комплекс: загальноосвітня школа і-ііі ступенів-дошкільний навчальний заклад очеретинської селищної військово-цивільної адміністрації покровського району донецької області Код ЄДРПОУ 25703286 — Опендатабот
Луковицька ЗОШ І-ІІІ ступенів Глибоцького району Чернівецької області,7321087903,луковицьказагальнооосвтняшкола3ступенвглибоцькогорайонучернвецькообласт,,https://opendatabot.ua/c/22849730,Луковицький опорний заклад загальної середньої освіти і-ііі ступенів чагорської сільської ради чернівецького району чернівецької області ім. дмитра макогона Код ЄДРПОУ 22849730 — Опендатабот
Загальноосвітня школа І-ІІІ ступеня с. Козлиничі Ковельського району Волинської області,722187406,загальноосвтняшкола3ступеняселакозлиничковельськогорайонуволинськообласт,,https://opendatabot.ua/c/25086103,Загальноосвітня школа і-іі ступенів с. козлиничі маневицького району волинської області Код ЄДРПОУ 25086103 — Опендатабот
"Філія НВК ""Голованівська загальноосвітня школа І -ІІІ ступенів ім.Т.Г.Шевченка-гімназія ""Троянська загальноосвітня школа""Троянської сільської ради Голованівського району",3521487701,флянавчальновиховнийкомплексголованвськазагальноосвтняшкола3ступенвментгшевченкагмназятроянськазагальноосвтняшколатроянськосльськорадиголованвськогорайону,,https://opendatabot.ua/c/40712784,Ємилівська філія №1 голованівського ліцею ім. т.г. шевченка Код ЄДРПОУ 40712784 — Опендатабот
Підмихайлівський ліцей Новицької сільської ради,2622884802,пдмихайлвськийлцейновицькосльськоради,,https://opendatabot.ua/c/20565321,Підмихайлівський ліцей новицької сільської ради калуського району івано-франківської області Код ЄДРПОУ 20565321 — Опендатабот
"Тимченківський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Чорнобаївської районної ради Черкаської області",7125189201,тимченквськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступенвчорнобавськорайонорадичеркаськообласт,,https://opendatabot.ua/c/33409285,"Комунальний заклад ""Тимченківська гімназія"" Іркліївської сільської ради Черкаської області Код ЄДРПОУ 33409285 — Опендатабот"
"Комунальний заклад ""Великосеверинівська загальноосвітня школа І-ІІІ ступенів"" Кіровоградської районної ради Кіровоградської області",3522581201,комунальнийзакладвеликосеверинвськазагальноосвтняшкола3ступенвкровоградськорайонорадикровоградськообласт,,https://opendatabot.ua/c/23221815,Великосеверинівський ліцей великосеверинівської сільської ради кропивницького району Код ЄДРПОУ 23221815 — Опендатабот
Куйбишевська загальноосвітня школа І-ІІІ ступенів Бобринецької районної ради,3520884201,куйбишевськазагальноосвтняшкола3ступенвбобринецькорайоноради,,https://opendatabot.ua/c/33334152,Бобринецька загальноосвітня школа і-ііі ступенів №5 імені п.п. шумилова бобринецької районної ради кіровоградської області Код ЄДРПОУ 33334152 — Опендатабот
"Комунальний заклад ""Миколаївська загальноосвітня школа №2 І-ІІІ ступенів"" Дніпровської районної ради Дніпропетровської області""",1221485601,комунальнийзакладмиколавськазагальноосвтняшкола№23ступенвднпровськорайонорадиднпропетровськообласт,,https://opendatabot.ua/c/20265054,Миколаївська гімназія № 2 миколаївської сільської ради дніпровського району дніпропетровської області Код ЄДРПОУ 20265054 — Опендатабот
"Шарнопільський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Монастирищенської районної ради Черкаської області",7123489001,шарнопльськийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступенвмонастирищенськорайонорадичеркаськообласт,,https://opendatabot.ua/c/24415912,Шарнопільський заклад загальної середньої освіти і-ііі ступенів монастирищенської міської ради черкаської області Код ЄДРПОУ 24415912 — Опендатабот
Гарасимівська загальноосвітня школа 1-3 ступенів,2625681301,гарасимвськазагальноосвтняшкола13ступенв,,https://opendatabot.ua/c/34379110,"Комунальний заклад ""ГАРАСИМІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ СТАНИЧНО-ЛУГАНСЬКОГО РАЙОНУ ЛУГАНСЬКОЇ ОБЛАСТІ"" Код ЄДРПОУ 34379110 — Опендатабот"
Загальноосвітня школа І-ІІІ ступенів смт Новий Яричів Кам'янка-Бузького району Львівської області,4622155600,загальноосвтняшкола3ступенвсмтновийяричвкамянкабузькогорайонульввськообласт,,https://opendatabot.ua/c/22358854,Заклад загальної середньої освіти і-ііі ступенів смт. новий яричів новояричівської селищної ради львівського району львівської області Код ЄДРПОУ 22358854 — Опендатабот
Бориспільський академічний ліцей Бориспільської міської ради Київської області,3210500000,бориспльськийакадемчнийлцейбориспльськомськорадикивськообласт,,https://opendatabot.ua/c/41993784,Бориспільський академічний ліцей імені анатолія федорчука бориспільської міської ради київської області Код ЄДРПОУ 41993784 — Опендатабот
Зіньківський ліцей Зіньківської сільської ради Хмельницького району Хмельницької області,6820683501,зньквськийлцейзньквськосльськорадихмельницькогорайонухмельницькообласт,,https://opendatabot.ua/c/23564260,Зіньківський ліцей зіньківської сільської ради хмельницької області Код ЄДРПОУ 23564260 — Опендатабот
"Маловільшанський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Білоцерківського району Київської області",3220483301,маловльшанськийнавчальновиховнийкомплексзагальноосвтняшкола3ступенвдитячийсадокблоцерквськогорайонукивськообласт,,https://opendatabot.ua/c/25300312,"Вільхівецький навчально-виховний комплекс ""ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ-ДИТЯЧИЙ САДОК"" БОГУСЛАВСЬКОЇ РАЙОННОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ Код ЄДРПОУ 25300312 — Опендатабот"
Опорний навчальний заклад Білокриницька загальноосвітня школа І-ІІІ ступенів Кременецької районної ради Тернопільської області,6123480701,опорнийнавчальнийзакладблокриницьказагальноосвтняшкола3ступенавчальновиховнийкомплексременецькорайонорадитернопльськообласт,,https://opendatabot.ua/c/23591145,Опорний заклад освіти білокриницька загальноосвітня школа і-ііі ступенів кременецької міської ради тернопільської області Код ЄДРПОУ 23591145 — Опендатабот
Репужинецький опорний заклад загальної середньої освіти І-ІІІ ступенів Кадубовецької сільської ради Чернівецького району Чернівецької області,7321585203,репужинецькийопорнийзакладзагальносередньоосвти3ступенавчальновиховнийкомплексадубовецькосльськорадичернвецькогорайонучернвецькообласт,,https://opendatabot.ua/c/22850420,Репужинецький опорний заклад загальної середньої освіти і-ііі ступенів кадубовецької сільської ради чернівецького району чернівецької області Код ЄДРПОУ 22850420 — Опендатабот
"Старосільська загальноосвітня школа I-III ступенів Саратської районної ради
",5124586401,старосльськазагальноосвтняшкола3ступенвсаратськорайоноради,,https://opendatabot.ua/c/25814554,Старосільська загальноосвітня школа i-iii ступенів петропавлівської сільської ради білгород-дністровського району одеської області Код ЄДРПОУ 25814554 — Опендатабот
Жовтнева загальноосвітня школа I-III ступенів Сахновщинської районної ради Харківської області,6324855102,жовтневазагальноосвтняшкола3ступенвсахновщинськорайонорадихарквськообласт,,https://opendatabot.ua/c/23145882,Новодмитрівська загальноосвітня школа і-іі ступенів сахновщинської районної ради харківської області Код ЄДРПОУ 23145882 — Опендатабот
Фитьківський ліцей Переріслянської сільської ради об'єднаної територіальної громади,2624085304,фитьквськийлцейперерслянськосльськорадиобєднанотериторальногромади,,https://opendatabot.ua/c/20567536,Фитьківський ліцей переріслянської сільської ради надвірнянського району івано-франківської області Код ЄДРПОУ 20567536 — Опендатабот
