eoname,link,edrpou
Малодолинський заклад загальної середньої освіти Чорноморської міської ради Одеського району Одеської області,https://opendatabot.ua/c/25026224,25026224
Козелецький заклад загальної середньої освіти І-ІІІ ступенів №2 Козелецької селищної ради,https://opendatabot.ua/c/33439461,33439461
Козелецька гімназія №1 Козелецької селищної ради,https://opendatabot.ua/c/33439482,33439482
Лозівська загальноосвітня школа І-ІІІ ступенів Деражнянської міської ради Хмельницької області,https://opendatabot.ua/c/03059910,3059910
Козелецький заклад загальної середньої освіти І-ІІІ ступенів №3 Козелецької селищної ради,https://opendatabot.ua/c/26295040,26295040
Новоушицький ліцей,https://opendatabot.ua/c/25995076,25995076
Маниковецька загальноосвітня школа I-III ступенів Деражнянської міської ради Хмельницької області,https://opendatabot.ua/c/22987722,22987722
"ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ ступенів ""ЛЮБИТІВСЬКИЙ ЛІЦЕЙ ІМЕНІ ЛЕСІ УКРАЇНКИ"" Колодяжненської сільської ради Ковельського району Волинської області",https://opendatabot.ua/c/20141435,20141435
"ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ ступенів ""ДРОЗДНІВСЬКИЙ ЛІЦЕЙ"" Колодяжненської сільської ради Ковельського району Волинської області",https://opendatabot.ua/c/20141530,20141530
Скулинський ліцей Колодяжненської сільської ради Ковельського району Волинської області,https://opendatabot.ua/c/20141501,20141501
Кричевичівський ліцей Колодяжненської сільської ради Ковельського району Волинської області,https://opendatabot.ua/c/20141286,20141286
Уховецький ліцей Колодяжненської сільської ради Ковельського району Волинської області,https://opendatabot.ua/c/20141470,20141470
Атманайська загальноосвітня школа I-III ступенів - заклад дошкільної освіти Кирилівської селищної ради Якимівського району Запорізької області,https://opendatabot.ua/c/26291785,26291785
Білейківський заклад загальної середньої освіти І-ІІІ ступенів Козелецької селищної ради,https://opendatabot.ua/c/33460975,33460975
Лемешівський заклад загальної середньої освіти І-ІІІ ступенів Козелецької селищної ради,https://opendatabot.ua/c/33460891,33460891
Охрімівська загальноосвітня школа І-ІІІ ступенів - заклад дошкільної освіти Кирилівської селищної ради Якимівського району Запорізької області,https://opendatabot.ua/c/26291561,26291561
Данівський заклад загальної середньої освіти І-ІІІ ступенів Козелецької селищної ради,https://opendatabot.ua/c/26543844,26543844
"ДЕРЖАВНИЙ ПРОФЕСІЙНО-ТЕХНІЧНИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""ПУТИВЛЬСЬКИЙ ПРОФЕСІЙНИЙ ЛІЦЕЙ""""",https://opendatabot.ua/c/02547429,2547429
Чорноморський морський фаховий коледж Одеського національного морського університету,https://opendatabot.ua/c/38438106,38438106
"Комунальний заклад І-ІІІ ступенів ""Варвинський ліцей №1"" Варвинської селищної ради Прилуцького району Чернігівської області",https://opendatabot.ua/c/26332490,26332490
Харківський механіко-технологічний фаховий коледж імені О. О. Морозова,https://opendatabot.ua/c/21188189,21188189
Дмитрівська загальноосвітня школа I-III ступенів Дмитрівської селищної ради Чернігівської області,https://opendatabot.ua/c/26211415,26211415
ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ СТУПЕНІВ СЕЛА КОБОЛЧИН СОКИРЯНСЬКОЇ МІСЬКОЇ РАДИ ДНІСТРОВСЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ,https://opendatabot.ua/c/22853186,22853186
"КОМУНАЛЬНИЙ ЗАКЛАД СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКИЙ ФАХОВИЙ МЕДИЧНИЙ КОЛЕДЖ""",https://opendatabot.ua/c/02011574,2011574
"Відокремлений структурний підрозділ ""Сарненський педагогічний фаховий коледж Рівненського державного гуманітарного університету""",https://opendatabot.ua/c/25737015,25737015
Анисівський заклад загальної середньої освіти I-III ступенів імені І.Я.Франка Іванівської сільської ради Чернігівського району Чернігівської області,https://opendatabot.ua/c/31782930,31782930
Червоноградський гірничо-економічний фаховий коледж,https://opendatabot.ua/c/00173485,173485
Рівненський фаховий коледж економіки та бізнесу,https://opendatabot.ua/c/01566293,1566293
Залухівський ліцей Самарівської сільської ради Ковельського району Волинської області,https://opendatabot.ua/c/21747909,21747909
Кропивницький будівельний фаховий коледж,https://opendatabot.ua/c/01242900,1242900
Самари-Оріхівський ліцей Самарівської сільської ради Ковельського району Волинської області,https://opendatabot.ua/c/21747944,21747944
Межиситський ліцей Самарівської сільської ради Ковельського району Волинської області,https://opendatabot.ua/c/21747938,21747938
Степнянський ліцей Слобожанської селищної ради Дніпровського району Дніпропетровської області,https://opendatabot.ua/c/26462885,26462885
"Відокремлений структурний підрозділ ""Львівський фаховий коледж індустрії моди Київського національного університету технологій та дизайну""",https://opendatabot.ua/c/35263749,35263749
Миколаївський політехнічний фаховий коледж,https://opendatabot.ua/c/20915954,20915954
Суховільський ліцей Зимноводівської сільської ради,https://opendatabot.ua/c/22345001,22345001
І-Іванівський ліцей Барвінківської міської територіальної громади Ізюмського району Харківської області,https://opendatabot.ua/c/25791273,25791273
Новороздільський політехнічний фаховий коледж,https://opendatabot.ua/c/00208798,208798
Княгининський ліцей Мирогощанської сільської ради Дубенського району Рівненської області,https://opendatabot.ua/c/24170014,24170014
Леухівський заклад загальної середньої освіти І-ІІІ ступенів Дашівської селищної ради,https://opendatabot.ua/c/26241959,26241959
Китайгородський заклад загальної середньої освіти І-ІІІ ступенів Дашівської селищної ради,https://opendatabot.ua/c/26235099,26235099
Городоцький заклад загальної середньої освіти І-ІІІ ступенів Дашівської селищної ради,https://opendatabot.ua/c/26235108,26235108
Томашівська загальноосвітня школа I-III ступенів Новодунаєвецької селищної ради Хмельницької області,https://opendatabot.ua/c/26159092,26159092
Дунаєвецька загальноосвітня школа I-III ступенів Новодунаєвецької селищної ради Хмельницької області,https://opendatabot.ua/c/26159100,26159100
"Опорний заклад освіти ""Сарська спеціалізована школа І-ІІІ ступенів Гадяцької міської ради""",https://opendatabot.ua/c/23546530,23546530
Гадяцький опорний ліцей І-ІІІ ступенів імені Лесі Українки Гадяцької міської ради,https://opendatabot.ua/c/23545860,23545860
"комунальний заклад освіти ""Катеринівська загальноосвітня школа І-ІІІ ступенів"" Покровської селищної ради Дніпропетровської області",https://opendatabot.ua/c/35865024,35865024
Тяпчанський ліцей імені Ольги Дучимінської,https://opendatabot.ua/c/20565626,20565626
"Комунальний опорний заклад освіти ""Новопокровський заклад загальної середньої освіти І-ІІІ ступенів"" Новопокровської селищної ради Дніпропетровської області",https://opendatabot.ua/c/37916054,37916054
"Комунальний заклад освіти ""Братська загальноосвітня школа І-ІІІ ступенів"" Покровської селищної ради Дніпропетровської області",https://opendatabot.ua/c/35865019,35865019
Слобідський ліцей Новоселицької міської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/21436658,21436658
Рокитненський ліцей Новоселицької міської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/21436693,21436693
Зеленогайський ліцей Новоселицької міської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/21450144,21450144
Маршинецький ліцей Новоселицької міської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/21436747,21436747
Дніпровський фаховий коледж радіоелектроніки,https://opendatabot.ua/c/21910232,21910232
Подвірненський ліцей Мамалигівської сільської ради Дністровського району Чернівецької області,https://opendatabot.ua/c/21436687,21436687
Котелівський ліцей Новоселицької міської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/21436641,21436641
Викотівський заклад загальної середньої освіти І-ІІІ ступенів Бісковицької сільської ради Самбірського району Львівської області,https://opendatabot.ua/c/22377722,22377722
Драницький ліцей Мамалигівської сільської ради Дністровського району Чернівецької області,https://opendatabot.ua/c/21436664,21436664
Великомихайлівська загальноосвітня школа І-ІІІ ступенів Великомихайлівської сільської ради Синельниківського району Дніпропетровської області,https://opendatabot.ua/c/35160490,35160490
Березівська загальноосвітня школа І-ІІІ ступенів Великомихайлівської сільської ради Синельниківського району Дніпропетровської області,https://opendatabot.ua/c/35160526,35160526
Баранівецький заклад загальної середньої освіти І-ІІІ ступенів,https://opendatabot.ua/c/22378503,22378503
Київський фаховий коледж туризму та готельного господарства,https://opendatabot.ua/c/05408295,5408295
Кульчинський ліцей Турійської селищної ради Ковельського району Волинської області,https://opendatabot.ua/c/23015725,23015725
Старолішнянський ліцей Поромівської сільської ради Володимир-Волинського району Волинської області,https://opendatabot.ua/c/23016676,23016676
Бужанківський ліцей імені Миколи Корзонюка Поромівської сільської ради Володимир-Волинського району Волинської області,https://opendatabot.ua/c/23016558,23016558
"Комунальний заклад ""Кам'янський фаховий музичний коледж імені Мирослава Скорика"" Дніпропетровської обласної ради""",https://opendatabot.ua/c/02214484,2214484
Полицький заклад загальної середньої освіти І-ІІІ ступенів Полицької сільської ради Вараського району Рівненської області,https://opendatabot.ua/c/22563717,22563717
"Комунальний заклад освіти ""Дніпропетровський навчально-реабілітаційний центр №10"" Дніпропетровської обласної ради""",https://opendatabot.ua/c/21929243,21929243
"Жовнинський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Іркліївської сільської ради Золотоніського району",https://opendatabot.ua/c/33409222,33409222
"Відокремлений структурний підрозділ ""Економіко-технологічний фаховий коледж Херсонського національного технічного університету""",https://opendatabot.ua/c/04606633,4606633
Відокремлений структурний підрозділ «Вовчанський фаховий коледж Державного біотехнологічного університету»,https://opendatabot.ua/c/44538865,44538865
"Комунальний заклад освіти""Багатопрофільний навчально-реабілітаційний центр ""Зоряний"" Дніпропетровської обласної ради""",https://opendatabot.ua/c/20307568,20307568
"Відокремлений структурний підрозділ ""Фаховий музичний коледж"" Комунального вищого навчального закладу ""Дніпропетровська академія музики ім. М. Глінки"" Дніпропетровської обласної ради""",https://opendatabot.ua/c/40037371,40037371
Максимівський ліцей Піщанської сільської ради,https://opendatabot.ua/c/43202958,43202958
Вільнотерешківська загальноосвітня школа І-ІІІ ступенів імені Івана Михайловича Волочая Піщанської сільської ради,https://opendatabot.ua/c/25664115,25664115
Перебродівський ліцей Миляцької сільської ради Сарненського району Рівненської області,https://opendatabot.ua/c/39133900,39133900
Недогарківський ліцей Піщанської сільської ради,https://opendatabot.ua/c/42212656,42212656
Удрицький ліцей Миляцької сільської ради Сарненського району Рівненської області,https://opendatabot.ua/c/39131290,39131290
Борзнянський аграрний фаховий коледж,https://opendatabot.ua/c/00729178,729178
Фаховий коледж зварювання та електроніки імені Є. О. Патона,https://opendatabot.ua/c/00129314,129314
Шевченківський ліцей Славгородської селищної ради,https://opendatabot.ua/c/26460472,26460472
"Державна установа ""Петрівська виправна колонія № 49""",https://opendatabot.ua/c/08563808,8563808
Забрідський ліцей Високівської сільської ради Житомирської області,https://opendatabot.ua/c/06671474,6671474
Відокремлений структурний підрозділ «Кадіївський педагогічний фаховий коледж Державного закладу «Луганський національний університет імені Тараса Шевченка»,https://opendatabot.ua/c/02125119,2125119
"Відокремлений структурний підрозділ ""Аграрно-економічний фаховий коледж Полтавського державного аграрного університету""",https://opendatabot.ua/c/03772447,3772447
Великокоровинецька загальноосвітня школа I-III ступенів Чуднівської міської ради,https://opendatabot.ua/c/22061166,22061166
Нерудстальський ліцей Саксаганської сільської ради Дніпропетровської області,https://opendatabot.ua/c/34887712,34887712
"Комунальний заклад""Херсонський фаховий спортивний коледж"" Херсонської обласної ради",https://opendatabot.ua/c/21295614,21295614
Вакуленчуківська загальноосвітня школа I-III ступенів Чуднівської міської ради,https://opendatabot.ua/c/22067654,22067654
"Державна установа ""Дніпровська установа виконання покарань (№4)""",https://opendatabot.ua/c/14316882,14316882
"Комунальний заклад ""Дніпропетровський фаховий коледж спорту"" Дніпропетровської обласної ради""",https://opendatabot.ua/c/04544524,4544524
"Заклад загальної середньої освіти ""Ліцей села Березолуки"" Копачівської сільської ради Луцького району Волинської області",https://opendatabot.ua/c/20140387,20140387
"Відокремлений структурний підрозділ ""Полтавський фаховий коледж Національного юридичного університету імені Ярослава Мудрого""",https://opendatabot.ua/c/39160048,39160048
"Заклад загальної середньої освіти ""Ліцей села Кременець"" Копачівської сільської ради Луцького району Волинської області",https://opendatabot.ua/c/20140571,20140571
Благовіщенський заклад загальної середньої освіти I-III ступенів Комиш-Зорянської селищної ради Запорізької області,https://opendatabot.ua/c/26338587,26338587
Білоцерківський заклад загальної середньої освіти I-III ступенів Комиш-Зорянської селищної ради Запорізької області,https://opendatabot.ua/c/26338570,26338570
Київський енергетичний фаховий коледж,https://opendatabot.ua/c/04627049,4627049
Комунальний заклад «Грищинецький ліцей» Бобрицької сільської ради Черкаської області,https://opendatabot.ua/c/33353788,33353788
Гранівська загальноосвітня школа І-ІІІ ступенів ім. О. Мельника Краснопільської сільської ради Гайсинського району Вінницької області,https://opendatabot.ua/c/26234296,26234296
Михайлівська загальноосвітня школа І-ІІІ ступенів Краснопільської сільської ради Гайсинського району Вінницької області,https://opendatabot.ua/c/26234439,26234439
Люцернянський навчально-виховний комплекс Михайлівської сільської ради Запорізького району Запорізької області,https://opendatabot.ua/c/26337808,26337808
Дюксинський ліцей імені Н.А. Хасевича Деражненської сільської ради Рівненського району Рівненської області,https://opendatabot.ua/c/35779260,35779260
Ягнятинська загальноосвітня школа I-III ступенів Ружинської селищної ради,https://opendatabot.ua/c/22058796,22058796
Постійненський ліцей Деражненської сільської ради Рівненського району Рівненської області,https://opendatabot.ua/c/13979868,13979868
Кукшинський заклад загальної середньої освіти Вертіївської сільської ради Ніжинського району Чернігівської області,https://opendatabot.ua/c/26467451,26467451
Вишнівська загальноосвітня школа І-ІІІ ступенів №1 Вишневої міської ради Бучанського району Київської області,https://opendatabot.ua/c/37606428,37606428
"Державна установа ""Криворізька установа виконання покарань (№ 3)""",https://opendatabot.ua/c/14316899,14316899
Новинодобрятинський ліцей Млинівської селищної ради Дубенського району Рівненської області,https://opendatabot.ua/c/25317790,25317790
Малодорогостаївський ліцей Млинівської селищної ради Дубенського району Рівненської області,https://opendatabot.ua/c/41845420,41845420
Довгошиївський ліцей Млинівської селищної ради Дубенського району Рівненської області,https://opendatabot.ua/c/39100497,39100497
Пугачівський ліцей Млинівської селищної ради Дубенського району Рівненської області,https://opendatabot.ua/c/24177022,24177022
Шестірнянський ліцей Широківської селищної ради,https://opendatabot.ua/c/26329522,26329522
Вишнівська загальноосвітня школа І-ІІІ ступенів №2 Вишневої міської ради Бучанського району Київської області,https://opendatabot.ua/c/25668443,25668443
Копайгородський заклад загальної середньої освіти I-III ступенів ім. О.С.Пушкіна,https://opendatabot.ua/c/13326542,13326542
Верхівський заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти,https://opendatabot.ua/c/26229444,26229444
Крюківщинська загальноосвітня школа І-ІІІ ступенів Вишневої міської ради Бучанського району Київської області,https://opendatabot.ua/c/25667248,25667248
Сошниківська загальноосвітня школа І-ІІІ ступенів Вороньківської сільської ради,https://opendatabot.ua/c/22203376,22203376
Мирненська загальноосвітня школа І-ІІІ ступенів Вороньківської сільської ради,https://opendatabot.ua/c/22203287,22203287
Відокремлений структурний підрозділ «Кіцманський фаховий коледж Закладу вищої освіти «Подільський державний університет»,https://opendatabot.ua/c/34639115,34639115
Сушовецький ліцей Білогірської селищної ради Хмельницької області,https://opendatabot.ua/c/25994415,25994415
Хорошівський ліцей Білогірської селищної ради Хмельницької області,https://opendatabot.ua/c/23827481,23827481
"Відокремлений структурний підрозділ ""Нікопольський фаховий коледж Дніпровського державного аграрно-економічного університету""",https://opendatabot.ua/c/26371946,26371946
Рай-Олександрівський заклад загальної середньої освіти І-ІІІ ступенів Миколаївської міської ради Краматорського району Донецької області,https://opendatabot.ua/c/30378176,30378176
Малинівський заклад загальної середньої освіти І-ІІІ ступенів Миколаївської міської ради Краматорського району Донецької області,https://opendatabot.ua/c/30378087,30378087
"Комунальний заклад ""Павлоградський фаховий медичний коледж"" Дніпропетровської обласної ради""",https://opendatabot.ua/c/02011137,2011137
Ліцей с. Гущинці Іванівської сільської ради Вінницької області,https://opendatabot.ua/c/26286672,26286672
"Фаховий коледж економіки та управління Національної академії статистики, обліку та аудиту",https://opendatabot.ua/c/02357723,2357723
"Державна установа ""Кропивницька виправна колонія №6""",https://opendatabot.ua/c/08563777,8563777
"Відокремлений структурний підрозділ ""Лохвицький механіко-технологічний фаховий коледж Полтавського державного аграрного університету""",https://opendatabot.ua/c/00389179,389179
Репужинецький опорний заклад загальної середньої освіти І-ІІІ ступенів Кадубовецької сільської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/22850420,22850420
"Державна установа ""Кропивницький слідчий ізолятор""",https://opendatabot.ua/c/08563783,8563783
"Відокремлений структурний підрозділ ""Бурштинський торговельно-економічний фаховий коледж Київського національного торговельно-економічного університету""",https://opendatabot.ua/c/01566117,1566117
Замглайський заклад загальної середньої освіти I-III ступенів Ріпкинської селищної ради,https://opendatabot.ua/c/14249909,14249909
Ріпкинська гімназія імені Софії Русової Ріпкинської селищної ради,https://opendatabot.ua/c/25999631,25999631
Ріпкинський опорний заклад загальної середньої освіти I-III ступенів Ріпкинської селищної ради,https://opendatabot.ua/c/14254371,14254371
Миколаївський фаховий коледж економіки та харчових технологій,https://opendatabot.ua/c/01566229,1566229
Радульський заклад загальної середньої освіти I-III ступенів Ріпкинської селищної ради,https://opendatabot.ua/c/33167404,33167404
Вербицький заклад загальної середньої освіти I-III ступенів Ріпкинської селищної ради,https://opendatabot.ua/c/33409327,33409327
Ворошилівський заклад загальної середньої освіти І-ІІІ ступенів Гніванської міської ради Вінницької області,https://opendatabot.ua/c/26233919,26233919
Одеський фаховий коледж транспортних технологій,https://opendatabot.ua/c/01116420,1116420
Олександрійський політехнічний фаховий коледж,https://opendatabot.ua/c/00216194,216194
"Відокремлений структурний підрозділ ""Дубенський педагогічний фаховий коледж Рівненського державного гуманітарного університету""",https://opendatabot.ua/c/25737084,25737084
Терешківський ліцей Антонінської селищної ради Хмельницького району Хмельницької області,https://opendatabot.ua/c/25889411,25889411
"КОМУНАЛЬНИЙ ОПОРНИЙ ЗАКЛАД ""ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ СТУПЕНІВ"" ЗАХАРІВСЬКОЇ СЕЛИЩНОЇ РАДИ РОЗДІЛЬНЯНСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ",https://opendatabot.ua/c/26456714,26456714
Кустолово-Суходільський ліцей Михайлівської сільської ради Полтавського району Полтавської області,https://opendatabot.ua/c/23551702,23551702
Ряськівський ліцей Михайлівської сільської ради Полтавського району Полтавської області,https://opendatabot.ua/c/23551837,23551837
Бабинська загальноосвітня школа I-III ступенів Іллінецької міської ради,https://opendatabot.ua/c/26241913,26241913
Бужанський ліцей Мар'янівської селищної ради Луцького району Волинської області,https://opendatabot.ua/c/23020005,23020005
Борочичевський ліцей Мар'янівської селищної ради Луцького району Волинської області,https://opendatabot.ua/c/23020028,23020028
Бранський ліцей Мар'янівської селищної ради Луцького району Волинської області,https://opendatabot.ua/c/23020011,23020011
Шостаківський заклад загальної середньої освіти Ольшанської селищної ради Миколаївського району Миколаївської області,https://opendatabot.ua/c/26086447,26086447
Ковалівський заклад загальної середньої освіти Ольшанської селищної ради Миколаївського району Миколаївської області,https://opendatabot.ua/c/26087263,26087263
"Відокремлений структурний підрозділ ""Запорізький фаховий коледж комп'ютерних технологій Національного університету ""Запорізька політехніка""",https://opendatabot.ua/c/34910699,34910699
Галіївська загальноосвітня школа I-III ступенів Вільшанської сільської ради Житомирського району Житомирської області,https://opendatabot.ua/c/22067826,22067826
Кропивницький аграрний фаховий коледж,https://opendatabot.ua/c/00728285,728285
"Одеський приватний заклад освіти ""Тіква - Ор Самеах""",https://opendatabot.ua/c/26543362,26543362
"Відокремлений структурний підрозділ ""Коломийський політехнічний фаховий коледж Національного університету ""Львівська політехніка""",https://opendatabot.ua/c/20544802,20544802
"Відокремлений структурний підрозділ ""Фаховий коледж інформаційних технологій Національного університету ""Львівська політехніка""""",https://opendatabot.ua/c/44444751,44444751
"Бердичівський фаховий коледж промисловості, економіки та права",https://opendatabot.ua/c/00220032,220032
Мелітопольський промислово-економічний фаховий коледж,https://opendatabot.ua/c/00234620,234620
"Попелівський навчально-виховний комплекс ""заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Бориславської міської ради Дрогобицького району Львівської області",https://opendatabot.ua/c/20830502,20830502
Михайлівсько-Рубежівський заклад загальної середньої освіти І-ІІІ ступенів Ірпінської міської ради Бучанського району Київської області,https://opendatabot.ua/c/25667260,25667260
"Відокремлений структурний підрозділ ""Запорізький електротехнічний фаховий коледж Національного університету ""Запорізька політехніка""",https://opendatabot.ua/c/34910725,34910725
Дрогобицький механіко-технологічний фаховий коледж,https://opendatabot.ua/c/00220061,220061
Джулинський опорний заклад загальної середньої освіти І-ІІІ рівнів Джулинської сільської ради,https://opendatabot.ua/c/26142298,26142298
"Відокремлений структурний підрозділ «Рубіжанський фаховий коледж Державного закладу ""Луганський національний університет імені Тараса Шевченка»",https://opendatabot.ua/c/33702395,33702395
Тернівський заклад загальної середньої освіти І-ІІІ рівнів Джулинської сільської ради,https://opendatabot.ua/c/26228315,26228315
Шляхівський опорний заклад загальної середньої освіти І -ІІІ рівнів імені Героя Соціалістичної Праці Кузика Григорія Йосиповича Джулинської сільської ради,https://opendatabot.ua/c/26228211,26228211
Банилово-Підгірнівська гімназія Сторожинецької міської ради Чернівецького району Чернівецької області,https://opendatabot.ua/c/21440401,21440401
Запорізький будівельний фаховий коледж,https://opendatabot.ua/c/01242892,1242892
"Відокремлений структурний підрозділ ""Запорізький гуманітарний фаховий коледж Національного університету ""Запорізька політехніка""",https://opendatabot.ua/c/37255750,37255750
Кременчуцький фаховий коледж транспортної інфраструктури та технологій,https://opendatabot.ua/c/01116437,1116437
Коломийський індустріально-педагогічний фаховий коледж,https://opendatabot.ua/c/20568004,20568004
Озадівський заклад загальної середньої освіти I-III ступенів Райгородоцької сільської ради Бердичівського району Житомирської області,https://opendatabot.ua/c/22054731,22054731
"Комунальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів №1 смт Піщанка"" Піщанської селищної ради",https://opendatabot.ua/c/26031185,26031185
"Комунальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів с. Миролюбівка"" Піщанської селищної ради",https://opendatabot.ua/c/35150722,35150722
Романівський заклад загальної середньої освіти I-III ступенів Райгородоцької сільської ради Бердичівського району,https://opendatabot.ua/c/22054686,22054686
"Опорний навчальний заклад ""Заклад загальної середньої освіти I-III ступенів с Чорномин"" Піщанської селищної ради",https://opendatabot.ua/c/25888512,25888512
"Комунальний заклад ""Заклад загальної середньої освіти І-ІІІ ступенів с. Яворівка"" Піщанської селищної ради",https://opendatabot.ua/c/35150633,35150633
Куцурубський заклад загальної середньої освіти I-III ступенів імені Т.Г. Шевченка Куцурубської сільської ради Миколаївського району Миколаївської області,https://opendatabot.ua/c/40210767,40210767
Парутинський заклад загальної середньої освіти I-III ступенів Куцурубської сільської ради Миколаївського району Миколаївської області,https://opendatabot.ua/c/26117538,26117538
Мар’янівський ліцей Довбиської селищної ради,https://opendatabot.ua/c/20407910,20407910
"заклад загальної середньої освіти ""Куцеволівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232747,23232747
"Заклад загальної середньої освіти""Деріївська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232859,23232859
"заклад загальної середньої освіти ""Успенська загальноосвітня школа І-ІІІ ступенів"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232820,23232820
"Заклад загальної середньої освіти ""Млинківська загальноосвітня школа І-ІІІ ступенів"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232765,23232765
"Заклад загальної середньої освіти ""Зибківська загальноосвітня школа І-ІІІ ступенів"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232776,23232776
"заклад загальної середньої освіти ""Онуфріївська загальноосвітня школа І-ІІІ ступенів"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232836,23232836
Мизівський ліцей Старовижівської селищної ради,https://opendatabot.ua/c/23017693,23017693
Смолярівський ліцей Старовижівської селищної ради,https://opendatabot.ua/c/23017813,23017813
Великодідушицька опорна середня загальноосвітня школа І-ІІІ ступенів,https://opendatabot.ua/c/22387732,22387732
"Заклад загальної середньої освіти ""Камбурліївська загальноосвітня школа І-ІІІ ступенів"" Онуфріївської селищної ради Кіровоградської області",https://opendatabot.ua/c/23232753,23232753
Скраглівська гімназія Бердичівської міської ради,https://opendatabot.ua/c/22054677,22054677
Гонтарівський ліцей Старосалтівської селищної ради Чугуївського району Харківської області,https://opendatabot.ua/c/24329495,24329495
Хотімлянський ліцей Старосалтівської селищної ради Чугуївського району Харківської області,https://opendatabot.ua/c/24329532,24329532
Шестаківський ліцей Старосалтівської селищної ради Чугуївського району Харківської області,https://opendatabot.ua/c/24329182,24329182
Спеціалізована загальноосвітня школа І-ІІІ ступенів з поглибленим вивченням іноземних мов смт Залізці Залозецької селищної ради Тернопільської області,https://opendatabot.ua/c/21163396,21163396
