regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,pupilswithpreschool,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Житомирська область,село,Любарська селищна ОТГ,Березівська загальноосвітня школа І-ІІІ ступенів Любарської селищної ради Любарського району Житомирської області,I-III,,19,14,3,86,86,9,3289.1,3609.2,ні,6534000000,комунальна,16748,22055912,2019,18,22055912,березвськазагальноосвтняшкола3ступлюбарськажитомирськаобл
Житомирська область,село,Любарська селищна ОТГ,Глезненська загально освітня школа І-ІІІ ступенів відділу освіти молоді та спорту Любарської селищної ради Житомирської області,I-III,,17,14,1,123,123,11,3655.4,4051.3,ні,6534000000,комунальна,16751,22055875,2019,18,22055875,глезненськазагальноосвтняшкола3ступвддлуосвтимолодтаспортулюбарськажитомирськаобл
Житомирська область,село,Брониківська сільська ОТГ,"Новороманівська загальноосвітня школа І-ІІІ ступенів_x000D_
Новоград-Волинського району Житомирської області",I-III,,27,18,4,199,199,11,7176.7,7790.3,ні,6535000000,комунальна,15738,06669810,2019,18,06669810,новороманвськазагальноосвтняшкола3ступх000dжитомирськаобл
Житомирська область,село,Овруцька міська ОТГ,"Опорний заклад освіти ""Бондарівський заклад загальної середньої освіти І-ІІІ ступенів""",I-III,,52,28,8,217,217,20,7809.2,8222.1,опорна,6538000000,комунальна,15889,06670598,2019,18,06670598,опорнийзакладосвтибондарвський3ступен
Житомирська область,село,Мартинівська сільська ОТГ,Мартинівська загальноосвітня школа І-ІІІ ступенів Мартинівської сільської ради Пулинського району Житомирської бласті,I-III,,22,12,1,157,157,11,4218.6,5020.3,ні,6540000000,комунальна,16041,22056886,2019,18,22056886,мартинвськазагальноосвтняшкола3ступмартинвськажитомирськабласт
Житомирська область,село,Соколівська сільська ОТГ,Соколівська загальноосвітня школа І-ІІІ ступенів Пулинського району Житомиської області,I-III,,18,10,8,95,95,11,3482.7,3563.7,ні,6541000000,комунальна,16044,22056811,2019,18,22056811,соколвськазагальноосвтняшкола3ступжитомиськаобл
Житомирська область,місто,Радомишльська міська ОТГ,Радомишльська загальноосвітня школа І-ІІІ ступенів № 5 ім. В. М. Чорновола Радомишльської міської ради,I-III,,32,17,4,354,354,16,7106.4,7054.9,ні,6543000000,комунальна,16948,20418799,2019,18,20418799,радомишльськазагальноосвтняшкола3ступ5менвмчорноволарадомишльськао
Житомирська область,село,Радомишльська міська ОТГ,Осичківська загальноосвітня школа І-ІІІ ступенів Радомишльської міської ради Житомирскьої області,I-III,,17,8,4,103,103,11,3302.1,3267.6,ні,6543000000,комунальна,16961,22057638,2019,18,22057638,осичквськазагальноосвтняшкола3ступрадомишльськажитомирскьаобл
Житомирська область,село,Вільшанська сільська ОТГ,Трощанська загальнооосвітня школа І-ІІІ ступеніів Чуднівської районної ради Житомирської області,I-III,,18,15,0,93,93,11,3632.218,4061.355,ні,6546000000,комунальна,16089,22054226,2019,18,22054226,трощанськазагальнооосвтняшкола3ступенвчуднвськажитомирськаобл
Житомирська область,місто,Житомирська міська ОТГ,ліцей №2 м. Житомира,I-III,,52,30,13,642,642,22,13562.4,14304.9,ні,6552000000,комунальна,15665,02143235,2019,18,22058974,лцей2мжитомир
Житомирська область,місто,Житомирська міська ОТГ,Загальноосвітня школа І-ІІІ ступенів №7 імені В.В. Бражевського,I-III,,89,37,22,1109,1109,40,23023.2,25076.6,ні,6552000000,комунальна,15669,22059005,2019,18,22059005,загальноосвтняшкола3ступ7менввбражевськог
Житомирська область,місто,Житомирська міська ОТГ,Загальноосвітня школа І - ІІІ ступенів № 19 м. Житомира Житомирської міської ради Житомирської області,I-III,,96,35,15,1290,1290,47,22026,24370.3,ні,6552000000,комунальна,15677,20427516,2019,18,20427516,загальноосвтняшкола3ступ19мжитомиражитомирськажитомирськаобл
Закарпатська область,місто,Мукачівська міська ОТГ,Мукачівський навчально-виховний комплекс „Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад „Гармонія” Мукачівської міської ради Закарпатської області,I-III,,69,46,8,604,834,22,9090.2,7208.3,ні,7203100000,комунальна,19000,22112413,2019,21,22112413,мукачвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладгармоня”мукачвськазакарпатськаобл
Закарпатська область,місто,Мукачівська міська ОТГ,Мукачівський навчально-виховний комплекс „Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад” №15 Мукачівської міської ради Закарпатської області,I-III,,29,26,5,122,192,7,7763,5661.7,ні,7203100000,комунальна,19003,40773391,2019,21,40773391,мукачвськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзаклад”15мукачвськазакарпатськаобл
Закарпатська область,місто,Мукачівська міська ОТГ,Мукачівська спеціалізована школа І-ІІІ ступенів № 16 з поглиблем вивченням окремих предметів та курсів Мукачівської міської ради Закарпатської області,I-III,,47,17,4,630,630,24,11319.2,12337.928,ні,7203100000,комунальна,19013,22112515,2019,21,22112515,мукачвськаспецалзованашкола3ступ16зпоглиблемвивченямокремихпредметвтакурсвмукачвськазакарпатськаобл
Закарпатська область,місто,Мукачівська міська ОТГ,Мукачівська загальноосвітня школа І-ІІІ ступенів №1 ім. О.С. Пушкіна Мукачівської міської ради  Закарпатської області,I-III,,73,20,6,861,861,32,14007.6,15268.284000000001,ні,7203100000,комунальна,19004,22112372,2019,21,22112372,мукачвськазагальноосвтняшкола3ступ1меноспушкнамукачвськазакарпатськаобл
Закарпатська область,село,Мукачівський район,Дерценська загальноосвітня школа І-ІІІ ступенів з угорською мовою навчання Мукачівського району Закарпатської області,I-III,,28,16,0,265,265,11,6003.5,6733,ні,7307200000,комунальна,19078,34919686,2019,21,34919686,дерценськазагальноосвтняшкола3ступзугорськоюмовоюнавчанязакарпатськаобл
Закарпатська область,село,Великоберезнянський район,Лютянська загальноосвітня школа І-ІІІ Великоберезнянської районної ради Закарпатської області,I-III,,18,15,3,175,175,11,4888.3,5540.5,ні,7302200000,комунальна,18815,26326182,2019,21,26326182,лютянськазагальноосвтняшкола3великоберезнянськазакарпатськаобл
Закарпатська область,село,Виноградівський район,Великоком'ятівська загальноосвітня школа І-ІІІ ступенів Виноградівського районної ради Закарпатської області,I-III,,60,36,1,608,608,30,12706,14785.1,ні,7303200000,комунальна,18859,26213905,2019,21,26213905,великокомятвськазагальноосвтняшкола3ступвиноградвськогозакарпатськаобл
Закарпатська область,село,Виноградівський район,Чорнотисівська загальноосвітня школа І-ІІІ ступенів Виноградівської районної ради Закарпатської області,I-III,,36,19,5,257,257,17,7415.7,8943.1,ні,7303200000,комунальна,18874,38621185,2019,21,26213839,чорнотисвськазагальноосвтняшкола3ступвиноградвськазакарпатськаобл
Закарпатська область,село,Іршавський район,"Брідська загальноосвітня школа І-ІІІ ступенів_x000D_
Іршавської районної ради Закарпатської області",I-III,,44,14,0,385,385,18,6661.6,7624.2,ні,7305200000,комунальна,18945,22100009,2019,21,22100009,брдськазагальноосвтняшкола3ступх000dршавськазакарпатськаобл
Закарпатська область,село,Міжгірський район,Колочавська загальноосвітня школа І-ІІІ ступенів №1 Міжгірської районної ради Закаратської області,I-III,,59,35,9,445,445,26,13346.1,14300.8,ні,7306200000,комунальна,18990,25439369,2019,21,25439369,колочавськазагальноосвтняшкола3ступ1мжгрськазакаратськаобл
Закарпатська область,місто,Мукачівський район,Кольчинська загальноосвітня школа І-ІІІ ступнів Мукачівської районної ради Закарпатської області,I-III,,37,12,0,440,440,20,7888.2,9608.4,ні,7307200000,комунальна,19021,34919749,2019,21,34919749,кольчинськазагальноосвтняшкола3ступнвмукачвськазакарпатськаобл
Закарпатська область,село,Рахівський район,Косівсько-Полянська загальноосвітня школа І-ІІІ ступанів №1 Рахівської районної ради Закарпатської області,I-III,,56,25,6,419,419,21,13555.5,15474.5,ні,7309200000,комунальна,19120,26326319,2019,21,26326319,косвськополянськазагальноосвтняшкола3ступанв1рахвськазакарпатськаобл
Закарпатська область,село,Свалявський район,Березниківська загальноосвітня школа І-ІІІ ступенів Свлявської районної ради Закарпатської області,I-III,,52,13,7,375,375,20,8292.8,9100.1,ні,7310200000,комунальна,19160,26395898,2019,21,26395898,березниквськазагальноосвтняшкола3ступсвлявськазакарпатськаобл
Закарпатська область,село,Ужгородський район,Малогеєвецький навчально-виховний комплекс „Дошкільний навчальний заклад-загальноосвітня школа І-ІІІ ступенів” імені Ференца Егрі Ужгородської районної ради Закарпатської області,I-III,,24,17,1,111,132,11,4999.2,5422.1,ні,7312200000,комунальна,18723,38906251,2019,21,38906251,малогевецькийнавчальновиховнийкомплексдошкльнийнавчальнийзакладзагальноосвтняшкола3ступ”менференцаегружгородськазакарпатськаобл
Закарпатська область,село,Хустський район,"Монастирецький навчально-виховний комлекс ""загальноосвітній навчальний заклад І-ІІІ ступенів  -дошкільний навчальний заклад"" Хустської районної державної адміністрації Закарпатської області",I-III,,69,45,6,424,492,22,13777.5,15686.2,ні,7313200000,комунальна,19319,34440735,2019,21,34440735,монастирецькийнавчальновиховнийкомлексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладхустськадержавнаадмнстрацзакарпатськаобл
Запорізька область,місто,місто Запоріжжя,"Запорізька гімназія №2 імені_x000D_
 Лесі Українки Запорізької міської ради Запорізької області ",I-III,,61,22,14,709,709,24,11278.099,11373.045,ні,8201100000,комунальна,1541,26251194,2019,23,26251194,запорзькагмназя2менх000dлесукранкизапорзьказапорзькаобл
Запорізька область,місто,місто Запоріжжя,"Запорізька загальноосвітня школа І-ІІІ ступенів № 77 _x000D_
Запорізької міської ради Запорізької області",I-III,,43,20,6,452,452,18,8590.05,8917.78,ні,8201100000,комунальна,1587,20491141,2019,23,20491141,запорзьказагальноосвтняшкола3ступ77х000dзапорзьказапорзькаобл
Запорізька область,місто,місто Мелітополь,Мелітопольська гімназія І-ІІІ ступенів №1 Мелітопольської міської ради Запорізької області,I-III,,81,32,7,836,836,27,17141.113,18127.58,ні,8204100000,комунальна,1398,26317125,2019,23,26317125,мелтопольськагмназя3ступ1мелтопольськазапорзькаобл
Запорізька область,село,Бердянський район,Андрівська загальноосвітня школа І-ІІІ спупенів Бердянської районої ради Запорізької області,I-III,,19,15,4,91,91,11,4325.605,4913.169,ні,8301200000,комунальна,1382,26292299,2019,23,26292299,андрвськазагальноосвтняшкола3спупенвбердянськазапорзькаобл
Запорізька область,село,Мелітопольський район,"Семенівська загальноосвітня школа І-ІІІ ступенів _x000D_
Мелітопольської районної ради _x000D_
Запорізької області",I-III,,36,25,8,370,370,18,7003.505,7959.791,ні,8310200000,комунальна,1091,26373069,2019,23,26373069,семенвськазагальноосвтняшкола3ступх000dмелтопольськах000dзапорзькаобл
Запорізька область,село,Приазовський район,Ганно-Опанлинський навчально-виховний комплекс «загальноосвітній навчальний заклад і-ііі ступенів - дошкільний навчальний заклад» Приазовської районної ради Запорізької області,I-III,,21,14,2,70,84,10,3839.031,4638.828,ні,8315200000,комунальна,665,26251277,2019,23,26251277,ганоопанлинськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзакладступдошкльнийнавчальнийзакладприазовськазапорзькаобл
Запорізька область,село,Чернігівська селищна ОТГ,Обіточненська загальноосвітня школа І-ІІІ ступенів Чернігівської селищної ради Чернігівського району Запорізької області,I-III,,20,8,0,69,69,9,3004.228,2703.5,ні,8520000000,комунальна,1121,26292491,2019,23,26292491,обточненськазагальноосвтняшкола3ступчернгвськазапорзькаобл
Запорізька область,село,Водянська сільська ОТГ,"Комунальний заклад ""Дніпровська загальноосвітня _x000D_
школа І-ІІІ ступенів № 2"" Водянської сільської ради Кам'янсько-Дніпровського району Запорізької області",I-III,,27,10,2,172,172,11,4887.742,5604.568,ні,8524000000,комунальна,1426,26337122,2019,23,26337122,днпровськазагальноосвтнях000dшкола3ступ2водянськазапорзькаобл
Запорізька область,місто,Якимівська селищна ОТГ,"Комунальний заклад ""Якимівська загальноосвітня школа I-III ступенів №1 Якимівської селищної ради Якимівського району Запорізької області""_x000D_
",I-III,,56,15,8,443,443,21,8805.087,9655.082,ні,8533000000,комунальна,1485,26291756,2019,23,26291756,якимвськазагальноосвтняшкола3ступ1якимвськазапорзькаоблх000
Запорізька область,село,Роздольська сільська ОТГ,"Комунальний заклад ""Високівська загальноосвітня школа І - ІІІ ступенів"" Роздольської сільської ради Михайлівського району Запорізької області_x000D_
",I-III,,19,19,3,107,107,10,5051.206,5575.877,ні,8542000000,комунальна,1521,26316611,2019,23,26316611,високвськазагальноосвтняшкола3ступроздольськазапорзькаоблх000
Запорізька область,село,Степанівська Перша сільська ОТГ," Чкаловський навчально-виховний комплекс _x000D_
""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільній навчальний заклад ім. Ф. Конюхова"" Степанівської Першої сільської ради Приазовського району Запорізької області_x000D_
",I-III,,24,21,4,118,152,11,5166.941,6135.915,ні,8543000000,комунальна,682,26251478,2019,23,26251478,чкаловськийнавчальновиховнийкомплексх000dзагальноосвтнйнавчальнийзаклад3ступдошкльнйнавчальнийзакладменфконюховастепанвськапершазапорзькаоблх000
Запорізька область,місто,Пологівська міська ОТГ,"Комунальна установа ""Пологівська загальноосвітня школа І-ІІІ ступанів №4"" Пологівської міської ради ",I-III,,53,19,10,601,601,25,9417.444,11989.232,ні,8547000000,комунальна,1241,26317958,2019,23,26317958,пологвськазагальноосвтняшкола3ступанв4пологвськао
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,Загальноосвітня школа І-ІІІ ступенів №3 Івано-Франківської міської ради Івано-Франківської області,I-III,,86,22,19,925,925,41,14681.6,15054.6,ні,9201100000,комунальна,725,20559063,2019,26,20559063,загальноосвтняшкола3ступ3ванофранквськаванофранквськаобл
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,Ліцей ім. Романа Шухевича Івано-Франківської міської ради Івано-Франківської області,II-III,,44,22,4,508,508,17,9755.1,10350.1,ні,9201100000,комунальна,10821,26264185,2019,26,26264185,лцейменроманашухевичаванофранквськаванофранквськаобл
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,"Івано-Франківський навчально-виховний комплекс ""Школа-гімназія №3"" І - ІІІ ступенів",I-III,,93,31,13,1212,1212,40,16324.9,18116.6,ні,9201100000,комунальна,10822,37794935,2019,26,37794935,ванофранквськийнавчальновиховнийкомплексшколагмназя33ступен
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,"Івано-Франківська загальноосвітня школа І-ІІІ ступенів №15_x000D_
Івано-Франківської міської ради Івано-Франківської області",I-III,,72,26,11,1143,1143,41,15032.2,16499.7,ні,9201100000,комунальна,10833,20558848,2019,26,20558848,ванофранквськазагальноосвтняшкола3ступ15х000dванофранквськаванофранквськаобл
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,Івано-Франківський ліцей №17 Івано-Франківської міської ради Івано-Франківської області,I-III,,49,19,8,400,400,20,8675.8,9687.3,ні,9201100000,комунальна,10835,20551357,2019,26,20551357,ванофранквськийлцей17ванофранквськаванофранквськаобл
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,загальноосвітня школа І-ІІІ ступенів №18 Івано-Франківської міської ради Івано-Франківської області,I-III,,143,26,24,1605,1605,54,20186.6,21316.8,ні,9201100000,комунальна,10836,02143465,2019,26,20559135,загальноосвтняшкола3ступ18ванофранквськаванофранквськаобл
Івано-Франківська область,місто,Івано-Франківська міська ОТГ,"Івано-Франківська загальноосвітня школа І-ІІІ ступенів №25_x000D_
 Івано-Франківської міської ради Івано-Франківської області",I-III,,139,31,14,1557,1557,53,20891.3,23205.3,ні,9201100000,комунальна,10842,19400558,2019,26,19400558,ванофранквськазагальноосвтняшкола3ступ25х000dванофранквськаванофранквськаобл
Івано-Франківська область,село,Івано-Франківська міська ОТГ,Крихівецька загальноосвітня школа І-ІІІ ступенів Івано-Франківської міської ради Івано-Франківської області Базова,I-III,,51,17,6,636,636,24,7721,9544.6,ні,9201100000,комунальна,10844,20558804,2019,26,20558804,крихвецьказагальноосвтняшкола3ступванофранквськаванофранквськаоблбазов
Івано-Франківська область,село,Івано-Франківська міська ОТГ,"Угорницька загальноосвітня школа І-ІІІ ступенів Івано-Франківської міської ради Івано-Франківської області_x000D_
",I-III,,38,18,6,354,354,18,6818.8,7660.5,ні,9201100000,комунальна,10845,20558885,2019,26,20558885,угорницьказагальноосвтняшкола3ступванофранквськаванофранквськаоблх000
Івано-Франківська область,село,Тисменицький район,"Братковецька загальноосвітня школа І-ІІІ ступенів_x000D_
Тисменицької районної ради_x000D_
Івано-Фраківської області",I-III,,35,14,4,272,272,15,5570.2,5043.7,ні,9313200000,комунальна,11230,20563060,2019,26,20563060,братковецьказагальноосвтняшкола3ступх000dтисменицьках000dванофраквськаобл
Івано-Франківська область,село,Богородчанський район,"Манявський ліцей (дошкільний освітній заклад, заклад освіти І ступеня-початкова школа, заклад середньої освіти ІІ ступеня-гімназія, заклад середньої освіти ІІІ ступеня-міжшкільний навчально-виробничий комбінат-професійний ліцей), опорний заклад Богородчан",I-III,,75,27,5,387,387,24,14435.9,16883,опорна,9301200000,комунальна,10585,23805692,2019,26,23805692,манявськийлцейопорнийзакладбогородча
Івано-Франківська область,село,Верховинський район,Довгопільська загальноосвітня школа І-ІІІ ступенів Верховинської районної ради Івано-Франківської області,I-III,,34,13,5,144,144,11,6176,6731.9,ні,9302200000,комунальна,10631,20558365,2019,26,20558365,довгопльськазагальноосвтняшкола3ступверховинськаванофранквськаобл
Івано-Франківська область,село,Верховинський район,Зеленський навчально-виховний комплекс І- ІІІ ступенів (загальноосвітній навчальний заклад - дошкільний навчальний заклад) Верховинської районної ради Івано-Франківської області,I-III,,32,18,2,142,142,11,4957.5,5403.7,ні,9302200000,комунальна,10633,20558448,2019,26,20558448,зеленськийнавчальновиховнийкомплекс3ступверховинськаванофранквськаобл
Івано-Франківська область,село,Верховинський район,Черемошнянська загальноосвітня школа І-ІІІ ступенів Верховинської районної ради Верховинського району Івано-Франківської області,I-III,,36,13,1,215,215,15,6924.7,7547.9,ні,9302200000,комунальна,10638,20558595,2019,26,20558595,черемошнянськазагальноосвтняшкола3ступверховинськаванофранквськаобл
Івано-Франківська область,село,Городенківський район,"Торговицький навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" імені Леся Мартовича Городенківської районної ради Івано-Франківської області",I-III,,30,18,11,116,116,11,5413.6,5190.6,ні,9304200000,комунальна,10729,23924161,2019,26,23924161,торговицькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладменлесямартовичагороденквськаванофранквськаобл
Івано-Франківська область,місто,Долинський район,Долинський науковий ліцей ІІ-ІІІ ступенів №1 Долинської міської ради Івано-Франківської області,II-III,,34,19,8,253,253,13,8902,9423.2,ні,9305200000,комунальна,10755,20565595,2019,26,20565595,долинськийнауковийлцей3ступ1долинськаванофранквськаобл
Івано-Франківська область,місто,Долинський район,Долинський академічний гуманітарний ліцей №6 Долинської міської ради,I-III,,100,22,6,829,829,31,18122.2,18471.4,ні,9305200000,комунальна,10757,20565550,2019,26,20565550,долинськийакадемчнийгумантарнийлцей6долинськао
Івано-Франківська область,місто,Долинський район,"Долинська загальноосвітня школа І-ІІІ ступенів № 5 _x000D_
Долинської міської ради Івано-Франківської області",I-III,,32,14,2,249,249,12,6873.5,7554.1,ні,9305200000,комунальна,10760,20565543,2019,26,20565543,долинськазагальноосвтняшкола3ступ5х000dдолинськаванофранквськаобл
Івано-Франківська область,село,Долинський район,Тростянецька загальноосвітня школа І-ІІІ ступенів Долинської районної ради,I-III,,29,20,2,123,123,11,5112.5,4934.7,ні,9305200000,комунальна,10774,20565483,2019,26,20565483,тростянецьказагальноосвтняшкола3ступдолинськао
Івано-Франківська область,село,Калуський район,Ріп'янська загальноосвітня школа I-III ступенів Калуської районної ради,I-III,,38,29,2,180,180,14,5816.2,7089,ні,9306200000,комунальна,10875,20565187,2019,26,20565187,рпянськазагальноосвтняшкола3ступкалуськао
Івано-Франківська область,село,Косівський район,Річківський ліцей Косівської районної ради Івано-Франківскьої області,I-III,,32,19,8,224,224,12,7251.5,7484.9,ні,9308200000,комунальна,10985,20552718,2019,26,20552718,рчквськийлцейкосвськаванофранквскьаобл
Івано-Франківська область,місто,Рогатинський район,"Академічний ліцей ""Рогатинська гімназія імені Володимира Великого"" Рогатинської районної Ради Івано-Франківської області",II-III,,33,16,2,277,277,14,7077.1,7625.4,ні,9310200000,комунальна,11086,20561628,2019,26,20561628,академчнийлцейрогатинськагмназяменволодимиравеликогорогатинськарадиванофранквськаобл
Івано-Франківська область,село,Рожнятівський район,Лоп'янська загальноосвітня школа І-ІІІ ступенів Долинської міськоїї ради Івано-Франківської області,I-III,,43,15,7,271,271,14,7738.8,5925.1,ні,9311200000,комунальна,11143,20561887,2019,26,20561887,лопянськазагальноосвтняшкола3ступдолинськаванофранквськаобл
Івано-Франківська область,село,Рожнятівський район,Рівнянська загальоосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,I-III,,33,15,3,256,256,12,7135.4,9048.6,ні,9311200000,комунальна,11148,20561953,2019,26,20561953,рвнянськазагальоосвтняшкола3ступрожнятвськаванофранквськаобл
Івано-Франківська область,село,Рожнятівський район,"Цінівська загальноосвітня школа І-ІІІ ступенів _x000D_
Рожнятівської районної ради_x000D_
 Івано-Франківської області",I-III,,26,11,1,171,171,11,6282.4,7622,ні,9311200000,комунальна,11152,20562013,2019,26,20562013,цнвськазагальноосвтняшкола3ступх000dрожнятвськах000dванофранквськаобл
Івано-Франківська область,село,Рожнятівський район,Ясенська загальноосвітня школа І-ІІІ ступенів Рожнятівської районної ради Івано-Франківської області,I-III,,55,20,14,406,406,19,10401.4,14204.6,ні,9311200000,комунальна,11153,20561841,2019,26,20561841,ясенськазагальноосвтняшкола3ступрожнятвськаванофранквськаобл
Івано-Франківська область,село,Печеніжинська селищна ОТГ,Княждвірський ліцей Печеніжинської ОТГ Коломийського району Івано-Франківської області,I-III,,32,17,4,223,223,11,6571.7,7636.4,ні,9502000000,комунальна,10925,20566755,2019,26,20566755,княждврськийлцейпеченжинськаотгванофранквськаобл
Івано-Франківська область,село,Печеніжинська селищна ОТГ,"Рунгурський ліцей Печеніжинської селищної ради об'єднаної територіальної громади Коломийського району Івано - Франківської області_x000D_
",I-III,,47,22,4,239,239,15,9167.2,10652.3,ні,9502000000,комунальна,10934,20566838,2019,26,20566838,рунгурськийлцейпеченжинськаванофранквськаоблх000
Івано-Франківська область,село,Космацька сільська ОТГ,Космацька загальноосвітня школа І-ІІІ ступенів Космацької сільської ради об'єднаної територіальної громади,I-III,,55,23,7,637,637,26,11089,12827.9,ні,9508000000,комунальна,10982,20552693,2019,26,20552693,космацьказагальноосвтняшкола3ступкосмацькаобднанатериторальнагромад
Івано-Франківська область,село,П’ядицька сільська ОТГ,Турківський ліцей П'ядицької сільської ради ОТГ Коломийського району Івано-Франківської області,I-III,,36,15,5,259,259,13,6855.3,8092.6,ні,9511000000,комунальна,10940,20566867,2019,26,20566867,турквськийлцейпядицькаотгванофранквськаобл
Івано-Франківська область,село,Дзвиняцька сільська ОТГ,"Росільнянський ліцей Дзвиняцької сільської ради об'єднаної територіальної громади Богородчанського району_x000D_
Івано - Франківської області",I-III,,38,18,7,331,331,17,8452.936,9894.86,ні,9513000000,комунальна,10610,23806102,2019,26,23806102,росльнянськийлцейдзвиняцькабогородчанськогоух000dванофранквськаобл
Івано-Франківська область,село,Переріслянська сільська ОТГ,Гаврилівський ліцей Переріслянської сільської ради об'єднаної територіалької громади,I-III,,42,19,3,341,341,19,7868.27621,10068.37189,ні,9516000000,комунальна,11045,20567789,2019,26,20567789,гаврилвськийлцейперерслянськаобднанатериторалькагромад
Івано-Франківська область,місто,Ланчинська селищна ОТГ,Ланчинський ліцей імені Юрія Шкрумеляка Ланчинської селищної ради об'єднаної територіальної громади,I-III,,60,18,13,650,650,28,11358.978,13196.8,ні,9517000000,комунальна,11035,04054435,2019,26,20559962,ланчинськийлцейменюряшкрумелякаланчинськаобднанатериторальнагромад
Івано-Франківська область,село,Делятинська селищна ОТГ,Чорноославський ліцей Делятинської селищної ради об'єднаної територіальної громади Івано-Франківської області,I-III,,45,16,4,193,193,11,6034,6928.3,ні,9522000000,комунальна,11062,20567631,2019,26,20567631,чорноославськийлцейделятинськаванофранквськаобл
Івано-Франківська область,село,Коломийська міська ОТГ,"Іванівецький навчально-виховний комлекс "" Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Коломийської міської ради ",I-III,,22,9,2,134,181,9,3765,5383.5,ні,9530000000,комунальна,10924,20566488,2019,26,20566488,ванвецькийнавчальновиховнийкомлексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладколомийськао
Київська область,місто,місто Бориспіль,Бориспільска загальноосвітня школа І-ІІІ ступенів №3 Бориспільскої міської ради Київської області,I-III,,46,21,5,851,851,30,12461.1,14606,ні,10203100000,комунальна,21568,22203040,2019,32,22203040,бориспльсказагальноосвтняшкола3ступ3бориспльскакивськаобл
Київська область,місто,місто Васильків,Васильківська загальноосвітня школа І-ІІІ ступенів № 6,I-III,,38,18,8,466,466,22,8560.05,9793.37,ні,10205100000,комунальна,5506,24893244,2019,32,24893244,васильквськазагальноосвтняшкола3ступ6
Київська область,місто,місто Васильків,"Васильківський академічний ліцей ""Успіх"" _x000D_
",I-III,,82,26,26,1224,1224,42,18643.97,21432.99,ні,10205100000,комунальна,5507,25294636,2019,32,25294636,васильквськийакадемчнийлцейуспхх000
Київська область,місто,місто Ірпень,"Ірпінська загальноосвітня школа І-ІІІступенів №17_x000D_
Ірпінської міської ради Київської області",I-III,,111,33,32,1712,1712,55,16396.9,25819.8,ні,10206100000,комунальна,21810,25951386,2019,32,25951386,рпнськазагальноосвтняшкола3ступ17х000dрпнськакивськаобл
Київська область,місто,місто Ірпень,"Ірпінська загальноосвітня школа І-ІІІ ступенів №18_x000D_
Ірпінської міської ради Київської області_x000D_
",I-III,,99,28,26,1311,1311,46,16585.3,19913.9,ні,10206100000,комунальна,21811,13736671,2019,32,13736671,рпнськазагальноосвтняшкола3ступ18х000dрпнськакивськаоблх000
Київська область,місто,місто Переяслав,Переяслав - Хмельницька загальноосвітня школа І-ІІІ ступенів №2,I-III,,43,15,4,637,637,21,9276.1,13000.5,ні,10207100000,комунальна,21906,20598092,2019,32,20598092,переяславхмельницьказагальноосвтняшкола3ступ2
Київська область,місто,місто Переяслав,Переяслав-Хмельницька загальноосвітня школа І-ІІІ ступенів №5 Переяслав-Хмельницької міської ради,I-III,,33,13,3,396,396,17,7521.3,8082,ні,10207100000,комунальна,21909,20598123,2019,32,20598123,переяславхмельницьказагальноосвтняшкола3ступ5переяславхмельницькао
Київська область,місто,Бородянський район,"Немішаївський навчально-виховний комплекс ""Спеціалізована школа ІІ-ІІІ ступенів - загальноосвітня школа І-ІІІ ступенів""",I-III,,46,20,14,550,550,23,10740.9,12839,ні,10305200000,комунальна,21608,23236550,2019,32,23236550,немшавськийнавчальновиховнийкомплексспецалзованашкола3ступзагальноосвтняшкола3ступен
Київська область,село,Броварський район,Богданівська загальноосвітня школа І-ІІІ ступенів,I-III,,32,16,6,369,369,18,10270.9,12990.9,ні,10306200000,комунальна,21652,23567867,2019,32,23567867,богданвськазагальноосвтняшкола3ступен
Київська область,село,Броварський район,Зазимське навчально-виховне об'єднання,I-III,,36,23,3,404,404,20,9939.6,12417.8,ні,10306200000,комунальна,21656,25300648,2019,32,25300648,зазимськенавчальновиховнеобднан
