regname,eotype,areaname,eoname,eolevel,eosize,teachstuff,nonteachstuff,teachstuffretage,pupils,pupilswithpreschool,classes,opex,opexplan,hub,budgetcode,ownership,DISO,EDRPOU,year,KOATUU_2020_reg,EDRPOU_checked,id
Львівська область,місто,місто Новий Розділ,"Навчально-виховний комплекс імені Володимира Труша ""гімназія-загальноосвітня школа І ступеня з поглибленим вивченням англійської мови""",I-III,,57,23,13,474,474,20,9880,10671,ні,13205100000,комунальна,12957,26454595,2019,46,36913361,навчальновиховнийкомплексменволодимиратрушагмназязагальноосвтняшколаступзпоглибленимвивченяманглйськамов
Львівська область,місто,місто Новий Розділ,Новороздільська загальноосвітня школа І-ІІІ ступенів №3 Новороздільської міської ради Львівської області,I-III,,47,17,10,521,521,21,8148,8872,ні,13205100000,комунальна,12959,26454595,2019,46,25560071,новороздльськазагальноосвтняшкола3ступ3новороздльськальввськаобл
Львівська область,місто,місто Самбір,Середня школа №1 ім.Т.Г.Шевченка м.Самбора Львівської області,I-III,,54,20,17,569,569,20,9429.19,10304.64,ні,13206100000,комунальна,13131,02144795,2019,46,22394608,середняшкола1ментгшевченкамсамборальввськаобл
Львівська область,місто,місто Самбір,Середня загальноосвітня школа №4 І-ІІІ ступенів міста Самбора Львівської області,I-III,,43,16,3,468,468,20,6875.42,7900.96,ні,13206100000,комунальна,13133,22393945,2019,46,22393945,середнязагальноосвтняшкола43ступмсамборальввськаобл
Львівська область,місто,місто Стрий,Стрийська спеціалізована школа №4 І-ІІІ ступенів,I-III,,54,19,11,653,653,21,11732.4,12552.79,ні,13207100000,комунальна,13419,22414423,2019,46,22414423,стрийськаспецалзованашкола43ступен
Львівська область,місто,місто Стрий,Стрийська загальноосвітня школа І - ІІІ ступенів №6 Стрийської Міської ради у Львівській області,I-III,,39,15,7,435,435,18,8077.4,9004.935,ні,13207100000,комунальна,13421,22414280,2019,46,22414280,стрийськазагальноосвтняшкола3ступ6стрийськаульввськйобл
Львівська область,місто,місто Стрий,"НВК ""Школа І ст. - гімназія ім. Митрополита А.Шептицького м. Стрия""",I-III,,85,37,13,870,870,30,17433.7,19167.005,ні,13207100000,комунальна,13429,20773804,2019,46,20773804,навчальновиховнийкомплексшколаступгмназяменмитрополитаашептицькогомстри
Львівська область,місто,місто Червоноград," Червоноградська міська рада_x000D_
Львівської області_x000D_
Червоноградська загальноосвітня школа І-ІІІ ступенів № 6    ",I-III,,36,15,6,452,452,20,7481.2,8334.9,ні,13209100000,комунальна,13543,25242827,2019,46,25242827,червоноградськах000dльввськаоблх000dчервоноградськазагальноосвтняшкола3ступ6
Львівська область,місто,місто Червоноград,Червоноградська загальноосвітня школа І-ІІІ ступенів №12 Червоноградської міської ради Львівської області,I-III,,64,21,4,931,931,31,12380.4,13352.8,ні,13209100000,комунальна,13549,02144482,2019,46,25242879,червоноградськазагальноосвтняшкола3ступ12червоноградськальввськаобл
Львівська область,село,Бродівський район,"Пеняківський навчально виховний комплекс ""загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад""Бродівської ройонної ради Львівської області",I-III,,24,16,1,99,119,9,3763.1,4112.9,ні,13301200000,комунальна,12315,25557904,2019,46,25557904,пеняквськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладбродвськаройональввськаобл
Львівська область,село,Буський район,Сторонибабська загальноосвітня школа І-ІІІ ступенів,I-III,,20,9,3,91,91,11,3829.3,4190,ні,13302200000,комунальна,5461,22342540,2019,46,22342540,сторонибабськазагальноосвтняшкола3ступен
Львівська область,місто,Городоцький район,Городоцький заклад загальної середньої освіти І-ІІІ ступенів №4 ім. Т. Кулєби та А. Одухи,I-III,,55,15,11,470,470,22,9561.5,10153.8,ні,13303200000,комунальна,12363,22345337,2019,46,22345337,городоцький3ступ4менткулбитааодух
Львівська область,село,Городоцький район,Березецька загальноосвітня школа І - ІІІ ступенів,I-III,,23,10,3,114,114,11,4478.7,5090.4,ні,13303200000,комунальна,12367,22344970,2019,46,22344970,березецьказагальноосвтняшкола3ступен
Львівська область,село,Городоцький район,Градівська ЗОШ І - ІІІ ступенів Городоцького району Львівської області,I-III,,23,14,6,150,150,11,4855,5131.9,ні,13303200000,комунальна,12368,22345343,2019,46,22345343,градвськазагальноосвтняшкола3ступльввськаобл
Львівська область,село,Городоцький район,Грімненська загальноосвітня школа І- ІІІ ступенів Городоцько районної ради Львівської області,I-III,,26,12,6,115,115,11,4399.4,5077.9,ні,13303200000,комунальна,12369,22344987,2019,46,22344987,грмненськазагальноосвтняшкола3ступгородоцькольввськаобл
Львівська область,село,Городоцький район,"Заверещицький навчально-виховний комплекс ""Загальноосвітній навчальний заклад - дошкільний навчальний заклад"" ""Берегиня"" Городоцької РДА Львівської області",I-III,,28,18,6,231,256,13,5819.1,6600.8,ні,13303200000,комунальна,12372,22345194,2019,46,22345194,заверещицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзакладдошкльнийнавчальнийзакладберегинягородоцькардальввськаобл
Львівська область,село,Городоцький район,"Керницький навчально-виховний комплекс ""Загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Городоцької районної ради Львівської області",I-III,,24,11,2,116,140,11,4557.5,5157.1,ні,13303200000,комунальна,12373,22344993,2019,46,22344993,керницькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладгородоцькальввськаобл
Львівська область,село,Городоцький район,Переможенська ЗОШ І-ІІІ ступенів Городоцької районної ради Львівської області,I-III,,30,15,2,252,252,13,6151.6,6505.1,ні,13303200000,комунальна,12378,22345449,2019,46,22345449,переможенськазагальноосвтняшкола3ступгородоцькальввськаобл
Львівська область,село,Дрогобицький район,Вороблевицька середня загальноосвітня школа І-ІІІ ступенів Дрогобицького району,I-III,,26,11,3,190,190,11,5067.5,5165.6,ні,13304200000,комунальна,12432,20830258,2019,46,20830258,вороблевицькасереднязагальноосвтняшкола3ступен
Львівська область,село,Дрогобицький район,"Лішнянський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ст.-дошкішльний навчальний заклад"" Дрогобицького району Львівської області",I-III,,40,19,14,245,300,14,7534,7685.2,ні,13304200000,комунальна,12438,20830092,2019,46,20830092,лшнянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкшльнийнавчальнийзакладльввськаобл
Львівська область,село,Дрогобицький район,Нагуєвицька середня загальноосвітня школа І-ІІІ ст. ім. І.Франка Дрогобицького району Львівської області,I-III,,32,12,7,203,203,11,5205.8,5023.1,ні,13304200000,комунальна,12443,20830330,2019,46,20830330,нагувицькасереднязагальноосвтняшкола3ступменфранкальввськаобл
Львівська область,село,Дрогобицький район,"Попелівський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад""",I-III,,41,19,5,304,344,16,7957.1,8365,ні,13304200000,комунальна,12451,20830502,2019,46,20830502,попелвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла
Львівська область,село,Жидачівський район,Бережницька середня загальноосвітня школа I - III ступенів,I-III,,23,10,2,151,151,11,3839.8,4193.8,ні,13305200000,комунальна,12493,22351131,2019,46,22351131,бережницькасереднязагальноосвтняшкола3ступен
Львівська область,село,Жидачівський район,"Монастирецький НВК ""загальноосвітній навчальний заклад-дошкільний навчальний заклад"" імені Володимира Поповича",I-III,,28,13,6,142,161,11,4550.1,5161.3,ні,13305200000,комунальна,12498,22352426,2019,46,22352426,монастирецькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзакладдошкльнийнавчальнийзакладменволодимирапопович
Львівська область,місто,Жидачівський район,"Жидачівський навчально-виховний комплекс ""Початкова школа - гімназія ім. О. Партицького""",I-III,,31,12,5,340,340,12,6489.6,7060.6,ні,13305200000,комунальна,12507,05676595,2019,46,22351071,жидачвськийнавчальновиховнийкомплекспочатковашколагмназяменопартицьког
Львівська область,село,Жидачівський район,Тейсарівська загальноосвітня школа І-ІІ ступенів Жидачівської районної ради Львівської області,I-III,,20,6,4,125,125,9,2745.1,2998.2,ні,13305200000,комунальна,12553,22352194,2019,46,22352194,тейсарвськазагальноосвтняшкола2ступжидачвськальввськаобл
Львівська область,місто,Жовківський район,Жовківська загальноосвітня школа №2  I-III ступенів Жовківської районної ради Львівської області,I-III,,42,10,6,595,595,23,10799.5,11589.2,ні,13306200000,комунальна,12573,22356683,2019,46,22356683,жовквськазагальноосвтняшкола23ступжовквськальввськаобл
Львівська область,місто,Жовківський район,"Куликівська загальньоосвітня школа I-III ступенів Жовківської районної ради_x000D_
Львівської області",I-III,,52,18,14,602,602,23,10069.3,11611.4,опорна,13306200000,комунальна,12575,22356944,2019,46,22356944,куликвськазагальньоосвтняшкола3ступжовквськах000dльввськаобл
Львівська область,місто,Жовківський район,"Опорний навчальний заклад ""Рава-Руська загальноосвітня школа №1 І-ІІІ ступенів""",I-III,,53,25,5,413,413,24,10870,11809.4,опорна,13306200000,комунальна,12577,41569052,2019,46,41569052,опорнийнавчальнийзакладраваруськазагальноосвтняшкола13ступен
Львівська область,село,Золочівський район,"Білокамінський навчально-виховний комплекс ""загальноосвітній _x000D_
навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" _x000D_
Золочівської районної ради Львівської області",I-III,,32,20,7,217,263,11,7002.9,7838.8,ні,13307200000,комунальна,12656,22330270,2019,46,22330270,блокамнськийнавчальновиховнийкомплексзагальноосвтнйх000dнавчальнийзаклад3ступдошкльнийнавчальнийзакладх000dзолочвськальввськаобл
Львівська область,село,Золочівський район,Зозулівський навчально-виховний комплекс „Загальноосвітній навчальний заклад І-ІІІ ступенів - Дошкільний начальний заклад” Золочівської районної ради Львівської області,I-III,,28,25,5,153,188,11,5873.2,6483.9,ні,13307200000,комунальна,12660,22330442,2019,46,22330442,зозулвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийначальнийзаклад”золочвськальввськаобл
Львівська область,село,Золочівський район,Сновицький навчально-виховний комплекс І-ІІІ ступенів,I-III,,25,21,3,111,127,11,4941.3,5604.1,ні,13307200000,комунальна,12669,22330459,2019,46,22330459,сновицькийнавчальновиховнийкомплекс3ступен
Львівська область,місто,Кам’янка-Бузький район,Загальноосвітня школа І-ІІІ ступенів смт. Добротвора,I-III,,77,29,10,798,798,30,17525,16255.4,ні,13308200000,комунальна,12702,22358794,2019,46,22358794,загальноосвтняшкола3ступсмтдобротвор
Львівська область,місто,Кам’янка-Бузький район,"Опорний заклад загальноосвітня школа І-ІІІ ст. смт Новий Яричів, Кам’янка-Бузького району, Львівської області",I-III,,61,26,4,624,624,27,10365.2,13188.8,опорна,13308200000,комунальна,12707,22358854,2019,46,22358854,опорнийзакладзагальноосвтняшкола3ступсмтновийяричвльввськаобл
Львівська область,село,Кам’янка-Бузький район,"Дідилівський НВК ""ЗНЗ І-ІІІ ст-ДНЗ""",I-III,,39,21,10,227,297,12,7444.6,8345.6,ні,13308200000,комунальна,12711,22358788,2019,46,22358788,ддилвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3стдн
Львівська область,село,Кам’янка-Бузький район,"с. Ременів, загальноосвітня школа І-ІІІ ст., Кам'янка-Бузький район, Львівська область",I-III,,27,17,5,295,295,15,6197.4,7081.6,ні,13308200000,комунальна,12714,22358995,2019,46,22358995,сременвзагальноосвтняшкола3ступльввськаобл
Львівська область,село,Миколаївський район,"Дроговизький навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" Миколаївської районної ради Львівської області",I-III,,23,14,3,205,224,11,5235.2,5644.3,ні,13309200000,комунальна,12872,02144619,2019,46,25560639,дроговизькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладмиколавськальввськаобл
Львівська область,село,Мостиський район,"Вовчищовицький навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Мостиського району Львівської області",I-III,,21,10,6,105,121,10,3989.7,4193.2,ні,13310200000,комунальна,12901,22365067,2019,46,22365067,вовчищовицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладльввськаобл
Львівська область,село,Мостиський район,"Зав'язанцівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІступенів - дошкільний навчальний заклад""",I-III,,21,16,9,100,118,11,4469.1,5050.2,ні,13310200000,комунальна,12904,22364808,2019,46,22364808,завязанцвськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла
Львівська область,село,Мостиський район,"Соколянський навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,38,21,3,180,227,11,5370.97,7139.4,ні,13310200000,комунальна,12910,22366517,2019,46,22365179,соколянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла
Львівська область,місто,Перемишлянський район,"Опорний загальноосвітній навчальний заклад ""Перемишлянська загальноосвітня школа І-ІІІ ступенів імені Омеляна Ковча"" Перемишлянської районної ради, Львіської області_x000D_
",I-III,,61,29,5,708,735,31,13382.1,14543.58,опорна,13311200000,комунальна,12963,22368829,2019,46,22368829,опорнийзагальноосвтнйнавчальнийзакладперемишлянськазагальноосвтняшкола3ступменомелянаковчаперемишлянськальвськаоблх000
Львівська область,село,Перемишлянський район,Дунаївська загльноосвітня школа І-ІІІ ступенів Перемишлянської районної ради Львівської області,I-III,,18,7,2,63,63,8,2873.1,2988.5,ні,13311200000,комунальна,12967,22368485,2019,46,22368485,дунавськазагльноосвтняшкола3ступперемишлянськальввськаобл
Львівська область,село,Перемишлянський район,"НВК""ЗНЗ І - ІІІ ст. - ДНЗ"" с.Костенів Ім.Андрія Костирки Перемишлянської районної ради Львівської області",I-III,,21,7,3,81,96,7,3311,3423.8,ні,13311200000,комунальна,12968,22368924,2019,46,22368924,нвкзагальноосвтнйнавчальнийзаклад3ступднзскостенвмандрякостиркиперемишлянськальввськаобл
Львівська область,місто,Пустомитівський район,Пустомитівська загальноосвітня школа №2 І-ІІІ ст. імені Василя Кучабського Пустомитівського району Львівської області,I-III,,59,29,13,730,730,30,13030.4,14368.7,ні,13312200000,комунальна,13022,22373470,2019,46,22373470,пустомитвськазагальноосвтняшкола23ступменвасилякучабськогольввськаобл
Львівська область,село,Пустомитівський район,"Борщовицький навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,24,17,4,228,256,11,5855.2,6949.1,ні,13312200000,комунальна,13025,22373829,2019,46,22373829,борщовицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла
Львівська область,село,Пустомитівський район,Годовицька загальноосвітня школа І-ІІІ ступенів,I-III,,23,10,4,124,124,11,4495.7,5109.9,ні,13312200000,комунальна,13027,22373865,2019,46,22373865,годовицьказагальноосвтняшкола3ступен
Львівська область,село,Пустомитівський район,Містківська загальноосвітня школа I-III ступенів,I-III,,25,14,1,168,168,11,5134.3,6321.3,ні,13312200000,комунальна,13035,22373782,2019,46,22373782,мстквськазагальноосвтняшкола3ступен
Львівська область,село,Пустомитівський район,Оброшинська загальноосвітня школа І-ІІI ступенів імені Л.Шанковського,I-III,,46,19,12,564,564,24,10165.7,11505.2,ні,13312200000,комунальна,13039,23953286,2019,46,23953286,оброшинськазагальноосвтняшкола3ступменлшанковськог
Львівська область,село,Пустомитівський район,Підбірцівська загальноосвітня школа І-ІІІ ступенів Пустомитівська районна державна адміністрація Львівської області,I-III,,29,16,7,352,352,17,7529.8,8510.1,ні,13312200000,комунальна,13041,22373262,2019,46,22373262,пдбрцвськазагальноосвтняшкола3ступпустомитвськадержавнаадмнстрацяльввськаобл
Львівська область,село,Пустомитівський район,"Пикуловицький навчально-виховний комплекс ""загально-освітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,24,22,0,230,248,11,6739.7,7462.9,ні,13312200000,комунальна,13042,22373960,2019,46,22373960,пикуловицькийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла
Львівська область,село,Пустомитівський район,Семенівська загальноосвітня школа І - ІІІ ступенів,I-III,,30,11,3,258,258,14,5611.2,6261.1,ні,13312200000,комунальна,13043,22373954,2019,46,22373954,семенвськазагальноосвтняшкола3ступен
Львівська область,село,Пустомитівський район,Сокільницька загальноосвітня школа І- ІІІ ст. ім. І. Я. Франка відділу освіти Пустомитівської РДА Львівської області.,I-III,,40,14,10,451,451,20,9003,9113.9,ні,13312200000,комунальна,13044,22373322,2019,46,22373322,сокльницьказагальноосвтняшкола3ступменяфранкавддлуосвтипустомитвськардальввськаобл
Львівська область,село,Пустомитівський район,"Ставчанський навчально-виховний комплекс""Загальноосвітній навчальний заклад Ш-ІІІ ступенів-дошкільний навчальний заклад"" Пустомитівського району Львівської області",I-III,,28,19,4,244,262,11,5702.6,6352.4,ні,13312200000,комунальна,13046,22374014,2019,46,22374014,ставчанськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзакладш2ступдошкльнийнавчальнийзакладльввськаобл
Львівська область,село,Пустомитівський район,Старосільська загальноосвітня школа І-ІІI ступенів,I-III,,30,16,6,253,253,13,6366.2,7668,ні,13312200000,комунальна,13047,22373919,2019,46,22373919,старозагальноосвтняшкола3ступен
Львівська область,село,Радехівський район,Стоянівська загальноосвітня школа I-III ступенів,I-III,,44,18,7,323,323,16,7756,8031.8,ні,13313200000,комунальна,13102,22375172,2019,46,22375172,стоянвськазагальноосвтняшкола3ступен
Львівська область,село,Самбірський район,"Кульчицький навчально - виховний комплекс ""Середня загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад "" Самбірського ройону Львівської області",I-III,,26,15,2,114,131,11,4378.7,4840.2,ні,13314200000,комунальна,13154,22378495,2019,46,22378495,кульчицькийнавчальновиховнийкомплекссереднязагальноосвтняшкола3ступдошкльнийнавчальнийзакладсамбрськогоройонульввськаобл
Львівська область,село,Сколівський район,Козівський опорний навчальний заклад загальної середньої освіти I -III ступенів - ліцею імені Михайла Гаврилка при Львівському національному університеті імені Івана Франка Сколівської районної ради Львівської області,I-III,,28,16,2,209,213,13,8351.7,9180,опорна,13315200000,комунальна,13210,22391685,2019,46,22391685,козвськийопорнийнавчальний3ступлцеюменмихайлагаврилкаприльввськомунацональномуунверситетменванафранкасколвськальввськаобл
Львівська область,село,Сколівський район,"Тухольківський навчально-виховний комплекс _x000D_
""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Сколівської районної ради Львівської області",I-III,,30,17,5,157,165,11,5852.6,6600,ні,13315200000,комунальна,13220,22391584,2019,46,22391584,тухольквськийнавчальновиховнийкомплексх000dзагальноосвтняшкола3ступдошкльнийнавчальнийзакладсколвськальввськаобл
Львівська область,село,Сокальський район,"Перетіцький навчально-виховний комплекс ""Загальноосвітня школа І - ІІІ ступенів - дитячий садок"" Сокальської районної ради Львіської області",I-III,,25,18,3,106,122,11,5015.21,5297.26,ні,13316200000,комунальна,13272,36739847,2019,46,23946857,перетцькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдитячийсадоксокальськальвськаобл
Львівська область,село,Старосамбірський район," Навчально-виховний комплекс ""Загальній навчальний заклад І-ІІ ступенів - дошкільний навчальний заклад імені Дмитра Петрини с. Торгановичі"" Старосамбірського району Львівської області _x000D_
",I-III,,25,8,2,86,166,8,3827,4354.1,ні,13317200000,комунальна,13384,22385756,2019,46,22385756,навчальновиховнийкомплексзагальнйнавчальнийзаклад2ступдошкльнийнавчальнийзакладмендмитрапетринисторгановичльввськаоблх000
Львівська область,село,Стрийський район,Великодідушицька опорна загальноосвітня школа I-III ступенів,I-III,,34,22,0,268,268,14,7312.9,7642.9,опорна,13318200000,комунальна,13431,22387732,2019,46,22387732,великоддушицькаопорназагальноосвтняшкола3ступен
Львівська область,село,Стрийський район,"Навчально-виховний комплекс ""Гірненський загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"", відділ освіти Стрийської районної державної адміністрації, Львівська область",I-III,,26,19,5,198,223,11,4906.7,5539.3,ні,13318200000,комунальна,13433,22390266,2019,46,22390266,навчальновиховнийкомплексгрненськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладвддлосвтистрийськадержавнаадмнстрацльввськаобл
Львівська область,село,Стрийський район,"Навчально-виховний комплекс ""Середня загальноосвітня школа-гімназія"" імені М. Шашкевича с. Дуліби",I-III,,31,18,6,285,285,14,6162.9,6465.5,ні,13318200000,комунальна,13435,22390496,2019,46,22390496,навчальновиховнийкомплекссереднязагальноосвтняшколагмназяменмшашкевичасдулб
Львівська область,село,Стрийський район,Ланівська середня загальноосвітня школа І-ІІІ ступенів,I-III,,25,15,1,190,190,11,4722.8,5128.5,ні,13318200000,комунальна,13438,22389903,2019,46,22389903,ланвськасереднязагальноосвтняшкола3ступен
Львівська область,село,Стрийський район,"Навчально-виховний комплекс ""Любинцівський загальноосвітній навчальний заклад І-III ступенів-дошкільний навчальний заклад"" відділу освіти Стрийської районної державної адміністрації Львівської області",I-III,,30,21,4,162,208,11,5241.9,5647.9,ні,13318200000,комунальна,13441,22387850,2019,46,22387850,навчальновиховнийкомплекслюбинцвськийзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладвддлуосвтистрийськадержавнаадмнстрацльввськаобл
Львівська область,село,Стрийський район,"навчально-виховний комплекс ""Миртюківський спеціалізований загальноосвітній навчальний заклад І-ІІІ ступенів з поглибленим вивченням іноземних мов - дошкільний навчальний заклад"" Стрийського району Львівської області",I-III,,31,15,0,195,222,11,5409.6,6149,ні,13318200000,комунальна,13442,30494963,2019,46,30494963,навчальновиховнийкомплексмиртюквськийспецалзованийзагальноосвтнйнавчальнийзаклад3ступзпоглибленимвивченямноземнихмовдошкльнийнавчальнийзакладльввськаобл
Львівська область,село,Стрийський район,Стрілківська середня загальноосвітня шкла І-ІІІ ступенів,I-III,,24,11,1,119,119,11,4246.4,4548.9,ні,13318200000,комунальна,13445,22389180,2019,46,22389180,стрлквськасереднязагальноосвтняшкла3ступен
Львівська область,село,Стрийський район,Угерська середня загальноосвітня школа І-ІІІ ступенів,I-III,,26,13,6,229,229,12,5497.7,6131.5,ні,13318200000,комунальна,13448,22387689,2019,46,22387689,угерськасереднязагальноосвтняшкола3ступен
Львівська область,село,Турківський район,Боберківський навчально-виховний комплекс І-ІІІ ст. Турківської районної ради Львівської області,I-III,,22,12,2,131,145,11,4602.8,4714.6,ні,13319200000,комунальна,13490,22418036,2019,46,22418036,боберквськийнавчальновиховнийкомплекс3ступтурквськальввськаобл
Львівська область,місто,Яворівський район,"Опорний заклад "" Івано-Франківська ЗОШ І-ІІІ ступенів імені Івана Франка Яворівської районної ради Львівської області""",I-III,,93,19,12,838,838,35,15284.2,17014.8,опорна,13320200000,комунальна,13553,38502312,2019,46,22398173,опорнийзакладванофранквськазагальноосвтняшкола3ступменванафранкаяворвськальввськаобл
Львівська область,місто,Яворівський район,Новояворівська загальноосвітня школа І-ІІІ ступенів №2,I-III,,94,21,9,1144,1144,40,17052.5,18780,ні,13320200000,комунальна,13557,22398411,2019,46,22398411,новояворвськазагальноосвтняшкола3ступ2
Львівська область,село,Яворівський район,"Глиницький навчально-виховний комплекс ""загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад",I-III,,22,16,1,151,171,11,4357.2,4905.9,ні,13320200000,комунальна,13569,22399735,2019,46,22399735,глиницькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакла
Львівська область,село,Яворівський район,Завадівська загальноосвітня школа І-ІІІ ступенів Яворівського району Львівської області,I-III,,21,15,2,143,143,11,4422.4,4995.7,ні,13320200000,комунальна,13572,22400094,2019,46,22400094,завадвськазагальноосвтняшкола3ступльввськаобл
Львівська область,село,Яворівський район,"Рясне-Руський Навчально-виховний комплес ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад""",I-III,,37,13,3,388,411,18,6790.3,7776,ні,13320200000,комунальна,13579,22398664,2019,46,22398664,ряснеруськийнавчальновиховнийкомплесзагальноосвтняшкола3ступдошкльнийнавчальнийзакла
Львівська область,село,Яворівський район,"Середкевицький навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Яворівської районної ради",I-III,,29,18,4,231,250,11,4965.1,5569.9,ні,13320200000,комунальна,13580,22398960,2019,46,22398960,середкевицькийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладяворвськао
Львівська область,село,Яворівський район,Наконечнянська загальноосвітня школа І- ІІІ ступенів Яворівської районної ради,I-III,,27,15,2,188,188,11,4981.3,5712.6,ні,13320200000,комунальна,13600,22398428,2019,46,22398428,наконечнянськазагальноосвтняшкола3ступяворвськао
Львівська область,село,Новоміська сільська ОТГ,Загальноосвітня середня школа І - ІІІ ступенів села Нове Місто,I-III,,25,18,3,165,174,11,5303,5756,ні,13512000000,комунальна,13329,22385868,2019,46,22385868,загальноосвтнясередняшкола3ступсновемст
Львівська область,село,Ходорівська міська ОТГ,Комунальний навчальний заклад Ходорівської міської ради Львівської області загальноосвітня школа І-ІІІ ступенів №8 с.Вибранівка,I-III,,17,7,5,89,89,9,2510.3,3263.4,ні,13516000000,комунальна,12503,26269449,2019,46,22351734,комунальнийнавчальнийзакладходорвськальввськаоблзагальноосвтняшкола3ступ8свибранвк
Львівська область,місто,Мостиська міська ОТГ,"Опорний заклад ""Мостиський заклад загальної середньої освіти №1 І-ІІІ ступенів Мостиської міської ради Львівської області""",I-III,,76,32,7,811,1248,42,15065.2,17224,опорна,13517000000,комунальна,12907,22364659,2019,46,41887281,опорнийзакладмостиський13ступмостиськальввськаобл
Львівська область,місто,Мостиська міська ОТГ,Мостиська середня загальноосвітня школа №3 І-ІІІ ступенів Мостиської міської ради Львівської області,I-III,,21,15,2,275,374,13,5408.9,6339.3,ні,13517000000,комунальна,12909,02144625,2019,46,26308333,мостиськасереднязагальноосвтняшкола33ступмостиськальввськаобл
Львівська область,село,Мостиська міська ОТГ,"Опорний заклад ""Твіржанський заклад загальної середньої освіти I-III ступенів-заклад дошкільної освіти Мостиської міської ради Львівської області""",I-III,,56,38,7,330,462,26,10908.7,12539.1,опорна,13517000000,комунальна,12912,22365104,2019,46,42427300,опорнийзакладтвржанський3ступзакладдошкльнаосвтимостиськальввськаобл
Львівська область,місто,Судововишнянська міська ОТГ,"Опорний заклад Судововишнянський навчально-виховний комплекс "" Загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Судововишнянської міської ради Львівської області",I-III,,102,40,18,978,1039,45,19681,22136.3,опорна,13518000000,комунальна,12911,22364961,2019,46,22364961,опорнийзакладсудововишнянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладсудововишнянськальввськаобл
Львівська область,місто,Нижанковицька селищна ОТГ,"Нижанковицька загальноосвітня середня школа І-ІІІ ступенів, Нижанковицької селищної ради, Нижанковицької ОТГ Львівської області",I-III,,31,13,7,223,223,12,5593.2,5115.2,ні,13519000000,комунальна,13339,22385851,2019,46,22385851,нижанковицьказагальноосвтнясередняшкола3ступнижанковицьканижанковицькаотгльввськаобл
