"Загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""школа-дитячий садок"" №6 Козятинської міської ради Вінницької області",https://opendatabot.ua/c/34377349,Not found.
"КНЗ ""Загальноосвітня школа І-ІІІ ступенів №3 Козятинської міської ради Вінницької області""",https://opendatabot.ua/c/34377473,Not found.
"Комунальний навчальний заклад ""Загальноосвітня школа І - ІІІ ступенів № 2 Козятинської міської ради Вінницької області""",https://opendatabot.ua/c/34377349,Not found.
"Загальноосвітня середня школа І-ІІІ ступенів №5 Козятинської міської ради Вінницької області""",https://opendatabot.ua/c/25844970,Not found.
"Мальчовецький навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІ ступенів""",https://opendatabot.ua/c/26233664,26233664
Каришківська загальноосвітня школа І-ІІІ ступенів,https://opendatabot.ua/c/13337801,Not found.
"Верхівський навчально- виховний комплекс ""Заклад загальної середньої освіти І-ІІІ ступенів- заклад дошкільної освіти""",https://opendatabot.ua/c/26229444,26229444
Копайгородська ЗОШ І-ІІІ ст. ім. О.С.Пушкіна,https://opendatabot.ua/c/13326542,13326542
Ялтушківська загальноосвітня школа І-ІІІ ступенів Барської районної ради Вінницької області,https://opendatabot.ua/c/13326430,13326430
"Мигалівецький навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІ ступенів - заклад дошкільної освіти"" імені Анатолія Гарматюка",https://opendatabot.ua/c/26233693,26233693
"Комаровецький навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІ ступенів - заклад дошкільної освіти"" Н",https://opendatabot.ua/c/22207724,Not found.
"Гулівський НВК ""ЗЗСО І-ІІ ступенів - ЗДО""",https://opendatabot.ua/c/26229480,26229480
Гармацька загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26233612,Not found.
Івановецька загальноосвітня школа І - ІІ ступенів,https://opendatabot.ua/c/34919874,Not found.
Окладнянська загальноосвітня школа - сад І ступеня,https://opendatabot.ua/c/26243438,Not found.
Маньковецька загальноосвітня школа І-ІІІ ступенів,https://opendatabot.ua/c/26229544,Not found.
"Луко-Барський НВК""Загальноосвітня школа І-ІІІступенів-дошкільний навчальний заклад""",https://opendatabot.ua/c/26229533,Not found.
П'ятківська загальноосвітня школа І-ІІІ ступенів,https://opendatabot.ua/c/26228278,Not found.
Кидрасівська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26228120,Not found.
Бершадська загальноосвітня школа І-ІІІ ступенів № 1,https://opendatabot.ua/c/23056479,23056479
Сумівська загальноосвітня школа І-ІІІ ступенів,https://opendatabot.ua/c/14023068,Not found.
Яланецька загальноосвітня школа І-ІІІ ступенів,https://opendatabot.ua/c/25657853,Not found.
Маньківська загальноосвітня школа І-ІІ ступенів Бершадського району Вінницької області,https://opendatabot.ua/c/26228203,Not found.
Бершадська загальноосвітня школа І-ІІІ ступенів №3,https://opendatabot.ua/c/23056598,23056598
Малокиріївська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26228083,Not found.
Голдашівська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26228019,Not found.
"Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ІІ ступенів-дошкільний навчальний заклад"" села Шумилів Бершадського району Вінницької області",https://opendatabot.ua/c/38245303,Not found.
Крушинівська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26228166,Not found.
Флоринська загальноосвітня школа І -ІІІ ст.,https://opendatabot.ua/c/26228255,26228255
"Бирлівська загальноосвітня школа I-II cт._x000D_
",https://opendatabot.ua/c/23548634,Not found.
"Кошаринецька загальноосвітня школа І - ІІ ступенів,Бершадського району ,Вінницької області",https://opendatabot.ua/c/26228025,Not found.
Осіївська загальноосвітня школа І-ІІІ ступенів ,https://opendatabot.ua/c/26228290,Not found.
Устянська загальноосвітня школа І-ІІІ ступенів ,https://opendatabot.ua/c/24171568,Not found.
Бохоницька середня загальноосвітня школа I-III ступенів,https://opendatabot.ua/c/22770997,Not found.
Середня загальноосвітня школа І-ІІІ ступенів № 2 м. Гайсин Вінницької області,https://opendatabot.ua/c/21726882,21726882
Середня загальноосвітня школа І-ІІІ ступенів с.Куна Гайсинського району Вінницької області,https://opendatabot.ua/c/26234379,Not found.
Середня загальноосвітня школа І-ІІІ ступенів №5 м. Гайсин Вінницької області,https://opendatabot.ua/c/21726899,21726899
Навчально-виховний комплекс: середня загальноосвітня школа І-ІІІ ступенів-гімназія м. Гайсин,https://opendatabot.ua/c/22377691,Not found.
Навчально- виховний комплекс: загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад імені В.С.Стуса с.Рахнівка Гайсинського району Вінницької області,https://opendatabot.ua/c/26223743,Not found.
середня загальноосвітня школа І - ІІ ступенів села Гунча Гайсинського району Вінницької області,https://opendatabot.ua/c/20099087,Not found.
Ліцей №7 м. Гайсин Вінницької області,https://opendatabot.ua/c/21726793,Not found.
Середня загальноосвітня школа І-ІІІ ступенів № 4 міста Гайсина Гайсинського району Вінницької області,https://opendatabot.ua/c/21726868,21726868
Середня загальноосвітня школа І - ІІІ ступенів с. Кисляк Гайсинського району Вінницької області,https://opendatabot.ua/c/26234379,Not found.
середня загальноосвітня школа І-ІІІ ступенів с. Чечелівка Гайсинського району Вінницької області,https://opendatabot.ua/c/26234480,26234480
Носківецька загальноосвітня школа І - ІІІступенів,https://opendatabot.ua/c/26242545,Not found.
Кудіївецька загальноосвітня школа І - ІІ ступенів,https://opendatabot.ua/c/26242367,Not found.
"Опорний заклад ""Мартинівська загальноосвітня школа І-ІІІ ступенів""",https://opendatabot.ua/c/26242539,Not found.
"Опорний заклад ""Браїлівська загальноосвітня школа І-ІІІ ступенів імені В.О.Забаштанського Жмеринської районної ради""",https://opendatabot.ua/c/26242321,Not found.
Кармалюківська загальноосвітня школа І-ІІІ ступенів ,https://opendatabot.ua/c/26242522,Not found.
"Комунальний заклад ""Слободо-Межирівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад""",https://opendatabot.ua/c/24624886,Not found.
Стодулецька загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26242410,Not found.
Мовчанська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26242338,Not found.
Кам'яногірська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/22357286,Not found.
Кацмазівська загальноосвітня школа І-ІІ ступенів,https://opendatabot.ua/c/26242657,Not found.
Бабинська загальноосвітня школа І-ІІІ ступенів Іллінецької районної ради Вінницької області,https://opendatabot.ua/c/26241913,Not found.
Загальноосвітня школа І-ІІІ ступенів с.Пиків Калинівський р-н Вінницька область,https://opendatabot.ua/c/21728970,Not found.
Загальноосвітня школа І-ІІІ ступенів №1 Вінницька обл. Калинівський р-н с. Пиків,https://opendatabot.ua/c/21728970,Not found.
"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІ ступенів - дошкільно-навчальний заклад села Грушківці Калинівський район Вінницька область""",https://opendatabot.ua/c/30348932,Not found.
"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів дошкільний навчальний заклад с.Хомутинці Калинівського району Вінницької області""",https://opendatabot.ua/c/24624705,Not found.
Загальноосвітня школа І-ІІІ ступенів с.Радівка Калинівський район Вінницька область,https://opendatabot.ua/c/25300045,Not found.
"Загальноосвітня школа І-ІІ ступенів с. Люлинці, Калинівський район, Вінницька область",https://opendatabot.ua/c/26242315,Not found.
Загальноосвітня школа І-ІІІ ступенів с.Глинськ Вінницької області Калинівського району,https://opendatabot.ua/c/26222896,Not found.
Загальноосвітня школа І-ІІІ ступенів с. Уладівське Калинівського району Вінницької області,https://opendatabot.ua/c/26286554,Not found.
"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад с. Лісова Лисіївка Калинівського району Вінницької області""",https://opendatabot.ua/c/24624705,Not found.
"Комунальний заклад ""Навчально-виховний комплекс ""Загальноосвітня школа І-ІІ ступенів - дитячий садок с. Польова Лисіївка"" Калинівський район Вінницька область",https://opendatabot.ua/c/26286488,Not found.
Загальноосвітня школа І-ІІІ ступенів с. Черепашинці Вінницька область Калинівський район,https://opendatabot.ua/c/26220006,Not found.
Загальноосвітня школа І-ІІІ ступенів с. Бережани Калинівський район Вінницька область,https://opendatabot.ua/c/26286653,Not found.
"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІ ступенів - дошкільний навчальний заклад с. Шепіївка Калинівського району Вінницької області""",https://opendatabot.ua/c/26223743,Not found.
Загальноосвітня школа І-ІІІ ступенів с. Голендри Калинівський район Вінницька область,https://opendatabot.ua/c/26220006,Not found.
"Комунальний заклад ""Навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів -дошкільний навчальний заклад с. Сальник Калинівського району Вінницької області""",https://opendatabot.ua/c/33174432,Not found.
Загальноосвітня школа І-ІІ ступенів с. Нападівка Калинівський район Вінницька область,https://opendatabot.ua/c/13322610,Not found.
"Загальноосвітня школа І-ІІ ступенів с.Мирне, Калинівського району, Вінницької області",https://opendatabot.ua/c/26242315,Not found.
загальноосвітня школа І-ІІ ступенів - дитячий садок с.Заливанщина Калинівський р-н Вінницька обл.,https://opendatabot.ua/c/25295031,Not found.
опорний заклад загальної середньої освіти І-ІІІ ступенів с.Корделівка Калинівського району Вінницької області,https://opendatabot.ua/c/26142074,26142074
"Миколаївський загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа-дитячий садок"" ім. Василя Земляка",https://opendatabot.ua/c/34377679,Not found.
"Зозулинецький загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа-дитячий садок""",https://opendatabot.ua/c/23947156,Not found.
"Самгородоцький загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа - дитячий садок"" Козятинського району Вінницької області",https://opendatabot.ua/c/35469613,Not found.
"Жежелівський загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа - дитячий садок""",https://opendatabot.ua/c/34377380,Not found.
"Загальноосвітній навчально - виховний комплекс І - ІІІ ступенів "" Школа - гімназія - дитячий садок"" імені В.М.Підгорбунського",https://opendatabot.ua/c/35469660,Not found.
"Пиковецький загальноосвітній навчально - виховний комплекс І - ІІІ ступенів ""Школа - дитячий садок""",https://opendatabot.ua/c/24894752,Not found.
"Широкогребельський загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа - дитячий садок""",https://opendatabot.ua/c/34377587,Not found.
"Білопільський загальноосвітній навчально-виховний комплекс I-III ступенів ""Школа-дитячий садок"" Козятинського району Вінницької області",https://opendatabot.ua/c/35469849,Not found.
"Вівсяницький загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа-дитячий садок"" ",https://opendatabot.ua/c/23947156,Not found.
"Дубовомахаринецький загальноосвітній навчально-виховний комплекс І-ІІІ ступенів ""Школа-дитячий садок""",https://opendatabot.ua/c/23947156,Not found.
"Козятинський загальноосвітній навчально виховний комплекс І-ІІІ супенів ""школа-дитячий садок"" №9",https://opendatabot.ua/c/34377349,Not found.
"Пляхівський загальноосвітній навчально-виховний комплекс І-ІІ ступенів ""Школа-дитячий садок""",https://opendatabot.ua/c/20619411,Not found.
"Флоріанівський загальнооосвітній навчально - виховний комплекс І - ІІІ ступенів ""Школа - дитячий садок""",https://opendatabot.ua/c/26509149,Not found.
"Йосипівський загальноосвітній навчально-виховний комплекс І - ІІІ ступенів ""Школа - дитячий садок""",https://opendatabot.ua/c/23947156,Not found.
Середня загальноосвітня школа І-ІІІ ступенів №1 с. Городківка Крижопільський район Вінницька область,https://opendatabot.ua/c/26223312,26223312
Середня загальноосвітня школа І - ІІІ ступенів с. Гарячківка Крижопільського району Вінницької області,https://opendatabot.ua/c/26223418,Not found.
середня загальноосвітня школа І-ІІІ ступенів №1 ім. Героя Радянського Союзу О.А.Бичковського смт Крижопіль Вінницька область,https://opendatabot.ua/c/20103727,Not found.
Середня загальноосвітня школа І-ІІІ ступенів с. Вербка Крижопільського району Вінницької області,https://opendatabot.ua/c/26223418,Not found.
Середня загальноосвітня школа І-ІІІ ступенів с. Вільшанка Крижопільського району Вінницької області,https://opendatabot.ua/c/26223565,Not found.
Середня загальноосвітня школа І - ІІІ ступенів №2 с.Городківка Крижопільського району Вінницької області,https://opendatabot.ua/c/26224205,26224205
"Навчально-виховний комплекс ""Загальноосвітній навчальний заклад І-ступеня -дошкільний навчальний заклад"" с. Джугастра Крижопільського району Вінницької області",https://opendatabot.ua/c/26228031,Not found.
Зозівська загальноосвітня школа І-ІІІ ст. Липовецької районної ради Вінницької області,https://opendatabot.ua/c/26243817,Not found.
Білянська загальноосвітня школа І-ІІ ст. Липовецької районної ради Вінницької області,https://opendatabot.ua/c/26243881,26243881
Липовецька загальноосвітня школа І-ІІІ ст. №3 Липовецької районної ради Вінницької області,https://opendatabot.ua/c/26243763,Not found.
Костянтинівська загальноосвітня школа І-ІІ ст. Липовецької районної ради Вінницької області,https://opendatabot.ua/c/26244053,26244053
Приборівська загальноосвітня школа І-ІІ ст. Липовецької районної ради Вінницької області,https://opendatabot.ua/c/26243830,Not found.
Струтинська загальноосвітня школа I-II ст. Липовецької районної ради Вінницької області,https://opendatabot.ua/c/26243846,26243846
"Опорний заклад ""Липовецька загальноосвітня школа І-ІІІ ст. №2 Липовецької районної ради Вінницької області""",https://opendatabot.ua/c/41865886,Not found.
